TICKER,YEAR,ASSETS,LIABILITIES,EQUITY,REVENUE,EXPENSES,NET_INCOME,OPERATING_CF,INVESTING_CF,FINANCING_CF,FREE_CF,NET_MARGIN,ROA,ROE,DEBT_EQUITY
IG.MI,2023,11139648000.0000,8538904000.0000,2280072000.0000,2588375000.0000,2148807000.0000,439568000.000000,572672000.00000,-857604000.000000,82949000.000000,-289230000.00000,0.170,0.039,0.193,3.745
IG.MI,2024,11972341000.0000,9178833000.0000,2457917000.0000,2513863000.0000,2035009000.0000,478854000.000000,1098715000.00000,-809134000.000000,-136882000.000000,206047000.00000,0.190,0.040,0.195,3.734
IHG.L,2021,4716000000.0000,6190000000.0000,-1481000000.0000,2907000000.0000,2641000000.0000,266000000.000000,636000000.00000,-12000000.000000,-860000000.000000,584000000.00000,0.092,0.056,-0.180,-4.180
IHG.L,2022,4216000000.0000,5824000000.0000,-1615000000.0000,3892000000.0000,3517000000.0000,375000000.000000,646000000.00000,-78000000.000000,-961000000.000000,547000000.00000,0.096,0.089,-0.232,-3.606
IHG.L,2023,4813000000.0000,6759000000.0000,-1950000000.0000,4624000000.0000,3874000000.0000,750000000.000000,893000000.00000,-137000000.000000,-417000000.000000,811000000.00000,0.162,0.156,-0.385,-3.466
IHG.L,2024,4748000000.0000,7056000000.0000,-2312000000.0000,4923000000.0000,4295000000.0000,628000000.000000,724000000.00000,-99000000.000000,-894000000.000000,646000000.00000,0.128,0.132,-0.272,-3.052
III.L,2021,,,,,,,,,,,,,,
III.L,2022,13948000000.0000,1194000000.0000,12754000000.0000,4145000000.0000,132000000.0000,4013000000.000000,,0.000000,-498000000.000000,490000000.00000,0.968,0.288,0.315,0.094
III.L,2023,17819000000.0000,975000000.0000,16844000000.0000,4712000000.0000,139000000.0000,4573000000.000000,,-1000000.000000,-773000000.000000,726000000.00000,0.971,0.257,0.271,0.058
III.L,2024,21641000000.0000,1471000000.0000,20170000000.0000,3984000000.0000,148000000.0000,3836000000.000000,,-3000000.000000,-164000000.000000,363000000.00000,0.963,0.177,0.190,0.073
IMB.L,2021,29090000000.0000,23150000000.0000,5352000000.0000,32791000000.0000,29957000000.0000,2834000000.000000,2167000000.00000,710000000.000000,-3207000000.000000,2167000000.00000,0.086,0.097,0.530,4.325
IMB.L,2022,30958000000.0000,23485000000.0000,6860000000.0000,32551000000.0000,30981000000.0000,1570000000.000000,3186000000.00000,-155000000.000000,-2516000000.000000,3173000000.00000,0.048,0.051,0.229,3.423
IMB.L,2023,29491000000.0000,22849000000.0000,6021000000.0000,32475000000.0000,30147000000.0000,2328000000.000000,3129000000.00000,-427000000.000000,-3051000000.000000,2946000000.00000,0.072,0.079,0.387,3.795
IMB.L,2024,27826000000.0000,21797000000.0000,5442000000.0000,32411000000.0000,29798000000.0000,2613000000.000000,3307000000.00000,-348000000.000000,-3162000000.000000,3265000000.00000,0.081,0.094,0.480,4.005
IMCD.AS,2021,3270558000.0000,1809204000.0000,1459825000.0000,3435249000.0000,3227973000.0000,207276000.000000,196263000.00000,-196132000.000000,4729000.000000,177546000.00000,0.060,0.063,0.142,1.239
IMCD.AS,2022,3643510000.0000,1970094000.0000,1671965000.0000,4601493000.0000,4288412000.0000,313081000.000000,298843000.00000,-255357000.000000,-20000.000000,277584000.00000,0.068,0.086,0.187,1.178
IMCD.AS,2023,4154574000.0000,2428389000.0000,1724781000.0000,4442642000.0000,4150371000.0000,292271000.000000,420008000.00000,-394587000.000000,216974000.000000,382535000.00000,0.066,0.070,0.169,1.408
IMCD.AS,2024,4878261000.0000,2663166000.0000,2213720000.0000,4727602000.0000,4449359000.0000,278243000.000000,279210000.00000,-387949000.000000,247064000.000000,252758000.00000,0.059,0.057,0.126,1.203
IMI.L,2021,2168800000.0000,1389700000.0000,779100000.0000,1866000000.0000,1669700000.0000,196300000.000000,269200000.00000,-232000000.000000,-123900000.000000,211700000.00000,0.105,0.091,0.252,1.784
IMI.L,2022,2529800000.0000,1624200000.0000,905600000.0000,2049000000.0000,1822700000.0000,226300000.000000,283700000.00000,-273400000.000000,700000.000000,212400000.00000,0.110,0.089,0.250,1.794
IMI.L,2023,2470400000.0000,1440200000.0000,1030200000.0000,2196000000.0000,1958700000.0000,237300000.000000,363200000.00000,-69100000.000000,-276400000.000000,283300000.00000,0.108,0.096,0.230,1.398
IMI.L,2024,2490500000.0000,1405400000.0000,1085100000.0000,2210000000.0000,1961500000.0000,248500000.000000,371600000.00000,-58000000.000000,-276200000.000000,280100000.00000,0.112,0.100,0.229,1.295
INDU-C.ST,2021,150752000000.0000,7673000000.0000,143079000000.0000,26687000000.0000,93000000.0000,26594000000.000000,,-2258000000.000000,-4033000000.000000,6988000000.00000,0.997,0.176,0.186,0.054
INDU-C.ST,2022,134756000000.0000,8576000000.0000,126180000000.0000,-13964000000.0000,3000000.0000,-13967000000.000000,,-3184000000.000000,-1955000000.000000,5237000000.00000,1.000,-0.104,-0.111,0.068
INDU-C.ST,2023,158526000000.0000,8646000000.0000,149880000000.0000,27000000000.0000,156000000.0000,26844000000.000000,,-2854000000.000000,-3129000000.000000,6057000000.00000,0.994,0.169,0.179,0.058
INDU-C.ST,2024,167444000000.0000,8266000000.0000,159178000000.0000,12735000000.0000,81000000.0000,12654000000.000000,,-4566000000.000000,-3750000000.000000,8290000000.00000,0.994,0.076,0.079,0.052
INF.L,2021,10197600000.0000,4151700000.0000,5757800000.0000,1583300000.0000,1505400000.0000,77900000.000000,471600000.00000,161400000.000000,-47100000.000000,429900000.00000,0.049,0.008,0.014,0.721
INF.L,2022,12145700000.0000,4679400000.0000,7152100000.0000,2262400000.0000,630900000.0000,1631500000.000000,450900000.00000,1522800000.000000,-815300000.000000,373600000.00000,0.721,0.134,0.228,0.654
INF.L,2023,11524200000.0000,4339600000.0000,6748500000.0000,3189600000.0000,2770600000.0000,419000000.000000,620200000.00000,-684300000.000000,-1625100000.000000,503600000.00000,0.131,0.036,0.062,0.643
INF.L,2024,13690700000.0000,6371200000.0000,6485200000.0000,3553100000.0000,3255400000.0000,297700000.000000,801600000.00000,-1349100000.000000,637400000.000000,693400000.00000,0.084,0.022,0.046,0.982
INGA.AS,2021,951290000000.0000,896634000000.0000,53920000000.0000,18285000000.0000,13509000000.0000,4776000000.000000,-14943000000.00000,6220000000.000000,5387000000.000000,-15127000000.00000,0.261,0.005,0.089,16.629
INGA.AS,2022,967817000000.0000,917406000000.0000,49907000000.0000,18891000000.0000,15217000000.0000,3674000000.000000,-11112000000.00000,-5307000000.000000,4649000000.000000,-11343000000.00000,0.194,0.004,0.074,18.382
INGA.AS,2023,975583000000.0000,923401000000.0000,51238000000.0000,22649000000.0000,15362000000.0000,7287000000.000000,-11340000000.00000,-8545000000.000000,18404000000.000000,-11586000000.00000,0.322,0.007,0.142,18.022
INGA.AS,2024,1020545000000.0000,969237000000.0000,50313000000.0000,22527000000.0000,16135000000.0000,6392000000.000000,-22544000000.00000,-6033000000.000000,5374000000.000000,-22876000000.00000,0.284,0.006,0.127,19.264
INVE-B.ST,2021,795542000000.0000,112037000000.0000,682614000000.0000,264794000000.0000,36729000000.0000,228065000000.000000,,-2772000000.000000,-13174000000.000000,10457000000.00000,0.861,0.287,0.334,0.164
INVE-B.ST,2022,724365000000.0000,118712000000.0000,604865000000.0000,-27305000000.0000,47376000000.0000,-74681000000.000000,,-7458000000.000000,-15104000000.000000,12242000000.00000,2.735,-0.103,-0.123,0.196
INVE-B.ST,2023,838450000000.0000,121019000000.0000,716768000000.0000,180485000000.0000,53440000000.0000,127045000000.000000,,399000000.000000,-15430000000.000000,17245000000.00000,0.704,0.152,0.177,0.169
INVE-B.ST,2024,952090000000.0000,132338000000.0000,819364000000.0000,168909000000.0000,55571000000.0000,113338000000.000000,,-11062000000.000000,-14566000000.000000,19162000000.00000,0.671,0.119,0.138,0.162
INW.MI,2021,9361845188.0000,4878330616.0000,4483514572.0000,785150000.0000,593754324.0000,191395676.000000,217816946.00000,-168308398.000000,-73395503.000000,49437946.00000,0.244,0.020,0.043,1.088
INW.MI,2022,9261882000.0000,4795437000.0000,4466445000.0000,852991000.0000,559652000.0000,293339000.000000,686974000.00000,-254558000.000000,-455884000.000000,431950000.00000,0.344,0.032,0.066,1.074
INW.MI,2023,9360291000.0000,5023892000.0000,4336399000.0000,960288000.0000,620791000.0000,339497000.000000,811196000.00000,-269861000.000000,-519132000.000000,511733000.00000,0.354,0.036,0.078,1.159
INW.MI,2024,9482281000.0000,5400112000.0000,4076546000.0000,1036036000.0000,682098000.0000,353938000.000000,762860000.00000,-302720000.000000,-441202000.000000,468995000.00000,0.342,0.037,0.087,1.325
IP.MI,2021,2777347000.0000,1437683000.0000,1328199000.0000,1604255000.0000,1408373000.0000,195882000.000000,257229000.00000,-411149000.000000,157061000.000000,148219000.00000,0.122,0.071,0.147,1.082
IP.MI,2022,3131059000.0000,1564949000.0000,1553548000.0000,2077964000.0000,1811467000.0000,266497000.000000,203872000.00000,-165464000.000000,-52954000.000000,71307000.00000,0.128,0.085,0.172,1.007
IP.MI,2023,3243963000.0000,1441059000.0000,1793578000.0000,2240039000.0000,1965770000.0000,274269000.000000,332551000.00000,-199502000.000000,-175196000.000000,164231000.00000,0.122,0.085,0.153,0.803
IP.MI,2024,3391772000.0000,1372435000.0000,2008352000.0000,2078399000.0000,1851348000.0000,227051000.000000,357078000.00000,-215567000.000000,-64659000.000000,218848000.00000,0.109,0.067,0.113,0.683
ISP.MI,2021,1069003000000.0000,1004937000000.0000,63775000000.0000,21898000000.0000,17713000000.0000,4185000000.000000,8805000000.00000,-2226000000.000000,-5593000000.000000,6913000000.00000,0.191,0.004,0.066,15.758
ISP.MI,2022,974587000000.0000,913318000000.0000,61103000000.0000,21565000000.0000,17186000000.0000,4379000000.000000,102276000000.00000,-538000000.000000,-3518000000.000000,100428000000.00000,0.203,0.004,0.072,14.947
ISP.MI,2023,963570000000.0000,899443000000.0000,63963000000.0000,25416000000.0000,17692000000.0000,7724000000.000000,-17338000000.00000,-588000000.000000,-5592000000.000000,-18993000000.00000,0.304,0.008,0.121,14.062
ISP.MI,2024,933285000000.0000,867964000000.0000,65176000000.0000,28294000000.0000,19628000000.0000,8666000000.000000,-40187000000.00000,-1247000000.000000,-7188000000.000000,-41856000000.00000,0.306,0.009,0.133,13.317
ITRK.L,2021,3249700000.0000,2135400000.0000,1082000000.0000,2786300000.0000,2498200000.0000,288100000.000000,550200000.00000,-586400000.000000,122800000.000000,453100000.00000,0.103,0.089,0.266,1.974
ITRK.L,2022,3660300000.0000,2342300000.0000,1284000000.0000,3192900000.0000,2904100000.0000,288800000.000000,559900000.00000,-173300000.000000,-334900000.000000,443400000.00000,0.090,0.079,0.225,1.824
ITRK.L,2023,3537900000.0000,2177800000.0000,1323400000.0000,3328700000.0000,3031300000.0000,297400000.000000,535000000.00000,-145100000.000000,-376200000.000000,418100000.00000,0.089,0.084,0.225,1.646
ITRK.L,2024,3599300000.0000,2154400000.0000,1401900000.0000,3393200000.0000,3047800000.0000,345400000.000000,597100000.00000,-142200000.000000,-402400000.000000,462100000.00000,0.102,0.096,0.246,1.537
ITX.MC,2021,,,,,,,,,,,,,,
ITX.MC,2022,28945000000.0000,13186000000.0000,15733000000.0000,27716000000.0000,24473000000.0000,3243000000.000000,6754000000.00000,-3253000000.000000,-3909000000.000000,5628000000.00000,0.117,0.112,0.206,0.838
ITX.MC,2023,29983000000.0000,12950000000.0000,17008000000.0000,32569000000.0000,28439000000.0000,4130000000.000000,6674000000.00000,-3504000000.000000,-4614000000.000000,5259000000.00000,0.127,0.138,0.243,0.761
ITX.MC,2024,32735000000.0000,14063000000.0000,18642000000.0000,35947000000.0000,30566000000.0000,5381000000.000000,8667000000.00000,-1709000000.000000,-5473000000.000000,6795000000.00000,0.150,0.164,0.289,0.754
IVG.MI,2021,16560000000.0000,14249000000.0000,2289000000.0000,12651000000.0000,12599000000.0000,52000000.000000,539000000.00000,-45000000.000000,-88000000.000000,-25000000.00000,0.004,0.003,0.023,6.225
IVG.MI,2022,16013000000.0000,13622000000.0000,2354000000.0000,14357000000.0000,14210000000.0000,147000000.000000,1407000000.00000,-1340000000.000000,1345000000.000000,630000000.00000,0.010,0.009,0.062,5.787
IVG.MI,2023,18385000000.0000,15995000000.0000,2354000000.0000,15978000000.0000,15760000000.0000,218000000.000000,1336000000.00000,-2224000000.000000,1489000000.000000,375000000.00000,0.014,0.012,0.093,6.795
IVG.MI,2024,19437000000.0000,16668000000.0000,2699000000.0000,15289000000.0000,14940000000.0000,349000000.000000,1198000000.00000,-284000000.000000,68000000.000000,248000000.00000,0.023,0.018,0.129,6.176
JD.L,2021,,,,,,,,,,,,,,
JD.L,2022,7153000000.0000,4866600000.0000,1872800000.0000,8563000000.0000,8193300000.0000,369700000.000000,1261700000.00000,-842900000.000000,-83600000.000000,1019500000.00000,0.043,0.052,0.197,2.599
JD.L,2023,8110600000.0000,5479600000.0000,2117100000.0000,10125000000.0000,9936700000.0000,188300000.000000,1081500000.00000,-291700000.000000,-508400000.000000,735000000.00000,0.019,0.023,0.089,2.588
JD.L,2024,8048000000.0000,5179000000.0000,2457000000.0000,10542000000.0000,10003000000.0000,539000000.000000,1140000000.00000,-544000000.000000,-1015000000.000000,610000000.00000,0.051,0.067,0.219,2.108
KER.PA,2021,31068000000.0000,17332000000.0000,13347000000.0000,17645000000.0000,14469000000.0000,3176000000.000000,4876000000.00000,-452000000.000000,-2927000000.000000,3942000000.00000,0.180,0.102,0.238,1.299
KER.PA,2022,33941000000.0000,19158000000.0000,13998000000.0000,20351000000.0000,16737000000.0000,3614000000.000000,4278000000.00000,-2770000000.000000,-2144000000.000000,3207000000.00000,0.178,0.106,0.258,1.369
KER.PA,2023,41367000000.0000,25357000000.0000,15212000000.0000,19566000000.0000,16583000000.0000,2983000000.000000,4459000000.00000,-7298000000.000000,2377000000.000000,1848000000.00000,0.152,0.072,0.196,1.667
KER.PA,2024,43346000000.0000,27616000000.0000,14904000000.0000,17194000000.0000,16061000000.0000,1133000000.000000,4709000000.00000,-3185000000.000000,-1896000000.000000,1400000000.00000,0.066,0.026,0.076,1.853
KGF.L,2021,,,,,,,,,,,,,,
KGF.L,2022,12352000000.0000,5574000000.0000,6778000000.0000,13183000000.0000,12340000000.0000,843000000.000000,1178000000.00000,-385000000.000000,-1030000000.000000,770000000.00000,0.064,0.068,0.124,0.822
KGF.L,2023,12103000000.0000,5440000000.0000,6663000000.0000,13059000000.0000,12588000000.0000,471000000.000000,820000000.00000,-432000000.000000,-943000000.000000,364000000.00000,0.036,0.039,0.071,0.816
KGF.L,2024,11900000000.0000,5296000000.0000,6604000000.0000,12980000000.0000,12635000000.0000,345000000.000000,1321000000.00000,-339000000.000000,-898000000.000000,954000000.00000,0.027,0.029,0.052,0.802
KNIN.SW,2021,14650000000.0000,11439000000.0000,3204000000.0000,32801000000.0000,30769000000.0000,2032000000.000000,2462000000.00000,-1080000000.000000,-800000000.000000,2258000000.00000,0.062,0.139,0.634,3.570
KNIN.SW,2022,14751000000.0000,10604000000.0000,4140000000.0000,39398000000.0000,36754000000.0000,2644000000.000000,4404000000.00000,-223000000.000000,-2644000000.000000,4157000000.00000,0.067,0.179,0.639,2.561
KNIN.SW,2023,10971000000.0000,7812000000.0000,3153000000.0000,23849000000.0000,22418000000.0000,1431000000.000000,1699000000.00000,-243000000.000000,-3123000000.000000,1389000000.00000,0.060,0.130,0.454,2.478
KNIN.SW,2024,11725000000.0000,8460000000.0000,3263000000.0000,24802000000.0000,23621000000.0000,1181000000.000000,1484000000.00000,-452000000.000000,-1909000000.000000,1180000000.00000,0.048,0.101,0.362,2.593
KPN.AS,2021,12737000000.0000,9507000000.0000,3228000000.0000,5270000000.0000,3982000000.0000,1288000000.000000,2128000000.00000,-1212000000.000000,-717000000.000000,908000000.00000,0.244,0.101,0.399,2.945
KPN.AS,2022,11963000000.0000,8311000000.0000,3650000000.0000,5311000000.0000,4551000000.0000,760000000.000000,2188000000.00000,-1083000000.000000,-1499000000.000000,982000000.00000,0.143,0.064,0.208,2.277
KPN.AS,2023,12253000000.0000,8692000000.0000,3558000000.0000,5439000000.0000,4595000000.0000,844000000.000000,2242000000.00000,-1427000000.000000,-606000000.000000,993000000.00000,0.155,0.069,0.237,2.443
KPN.AS,2024,12547000000.0000,9013000000.0000,3531000000.0000,5603000000.0000,4755000000.0000,848000000.000000,2264000000.00000,-1442000000.000000,-769000000.000000,950000000.00000,0.151,0.068,0.240,2.553
LAND.L,2021,,,,,,,,,,,,,,
LAND.L,2022,12895000000.0000,4904000000.0000,7917000000.0000,679000000.0000,-190000000.0000,869000000.000000,381000000.00000,-607000000.000000,362000000.000000,339000000.00000,1.280,0.067,0.110,0.619
LAND.L,2023,10966000000.0000,3894000000.0000,7005000000.0000,791000000.0000,1410000000.0000,-619000000.000000,342000000.00000,834000000.000000,-1281000000.000000,240000000.00000,-0.783,-0.056,-0.088,0.556
LAND.L,2024,10664000000.0000,4217000000.0000,6402000000.0000,824000000.0000,1143000000.0000,-319000000.000000,338000000.00000,-272000000.000000,-29000000.000000,212000000.00000,-0.387,-0.030,-0.050,0.659
LDO.MI,2021,28379000000.0000,21924000000.0000,6428000000.0000,14135000000.0000,13549000000.0000,586000000.000000,742000000.00000,-541000000.000000,30000000.000000,127000000.00000,0.041,0.021,0.091,3.411
LDO.MI,2022,28582000000.0000,20883000000.0000,7183000000.0000,14713000000.0000,13786000000.0000,927000000.000000,1152000000.00000,-791000000.000000,-1402000000.000000,390000000.00000,0.063,0.032,0.129,2.907
LDO.MI,2023,30693000000.0000,22132000000.0000,7800000000.0000,15291000000.0000,14633000000.0000,658000000.000000,1186000000.00000,-262000000.000000,-12000000.000000,404000000.00000,0.043,0.021,0.084,2.837
LDO.MI,2024,33673000000.0000,23473000000.0000,8990000000.0000,17763000000.0000,16689000000.0000,1074000000.000000,1541000000.00000,-753000000.000000,-678000000.000000,646000000.00000,0.060,0.032,0.119,2.611
LGEN.L,2021,580422000000.0000,575005000000.0000,5455000000.0000,45450000000.0000,43400000000.0000,2050000000.000000,-169000000.00000,133000000.000000,-1505000000.000000,-374000000.00000,0.045,0.004,0.376,105.409
LGEN.L,2022,513270000000.0000,507737000000.0000,5562000000.0000,-94939000000.0000,-95722000000.0000,783000000.000000,20464000000.00000,-226000000.000000,-1033000000.000000,20277000000.00000,-0.008,0.002,0.141,91.287
LGEN.L,2023,522095000000.0000,517311000000.0000,4826000000.0000,32689000000.0000,32232000000.0000,457000000.000000,-14244000000.00000,-422000000.000000,-556000000.000000,-14481000000.00000,0.014,0.001,0.095,107.192
LGEN.L,2024,544167000000.0000,540656000000.0000,3548000000.0000,20837000000.0000,20646000000.0000,191000000.000000,-4446000000.00000,239000000.000000,331000000.000000,-4541000000.00000,0.009,0.000,0.054,152.383
LIFCO-B.ST,2021,24876000000.0000,14120000000.0000,10645000000.0000,17480000000.0000,15090000000.0000,2390000000.000000,2938000000.00000,-3287000000.000000,573000000.000000,2626000000.00000,0.137,0.096,0.225,1.326
LIFCO-B.ST,2022,29771000000.0000,16432000000.0000,13238000000.0000,21552000000.0000,18768000000.0000,2784000000.000000,3069000000.00000,-2717000000.000000,-308000000.000000,2721000000.00000,0.129,0.094,0.210,1.241
LIFCO-B.ST,2023,34291000000.0000,18959000000.0000,15212000000.0000,24454000000.0000,21180000000.0000,3274000000.000000,4458000000.00000,-4158000000.000000,-346000000.000000,3977000000.00000,0.134,0.095,0.215,1.246
LIFCO-B.ST,2024,38889000000.0000,20480000000.0000,18257000000.0000,26137000000.0000,22836000000.0000,3301000000.000000,4485000000.00000,-3338000000.000000,-1404000000.000000,3949000000.00000,0.126,0.085,0.181,1.122
LLOY.L,2021,886525000000.0000,833373000000.0000,52917000000.0000,16324000000.0000,10540000000.0000,5784000000.000000,6758000000.00000,-2545000000.000000,-3234000000.000000,3530000000.00000,0.354,0.007,0.109,15.749
LLOY.L,2022,873394000000.0000,829483000000.0000,43667000000.0000,16050000000.0000,12223000000.0000,3827000000.000000,22011000000.00000,510000000.000000,-6613000000.000000,18156000000.00000,0.238,0.004,0.088,18.996
LLOY.L,2023,881453000000.0000,834088000000.0000,47164000000.0000,19199000000.0000,13739000000.0000,5460000000.000000,6810000000.00000,-9821000000.000000,-3500000000.000000,1355000000.00000,0.284,0.006,0.116,17.685
LLOY.L,2024,906697000000.0000,860809000000.0000,45716000000.0000,18603000000.0000,14182000000.0000,4421000000.000000,-4393000000.00000,-7691000000.000000,-5931000000.000000,-10016000000.00000,0.238,0.005,0.097,18.829
LMP.L,2021,,,,,,,,,,,,,,
LMP.L,2022,3655200000.0000,1085400000.0000,2559700000.0000,133200000.0000,-601300000.0000,734500000.000000,119500000.00000,-367200000.000000,247600000.000000,68500000.00000,5.514,0.201,0.287,0.424
LMP.L,2023,3078000000.0000,1082800000.0000,1967300000.0000,146700000.0000,653000000.0000,-506300000.000000,133000000.00000,-17400000.000000,-134300000.000000,116100000.00000,-3.451,-0.164,-0.257,0.550
LMP.L,2024,6478600000.0000,2509100000.0000,3941500000.0000,178100000.0000,59400000.0000,118700000.000000,123100000.00000,206100000.000000,-249900000.000000,117300000.00000,0.666,0.018,0.030,0.637
LOG.MC,2021,7587788000.0000,7063314000.0000,523640000.0000,10816832000.0000,10642871000.0000,173961000.000000,-302028000.00000,505321000.000000,-194275000.000000,-342201000.00000,0.016,0.023,0.332,13.489
LOG.MC,2022,7693982000.0000,7127287000.0000,561976000.0000,11463646000.0000,11264798000.0000,198848000.000000,642963000.00000,-389033000.000000,-206957000.000000,606198000.00000,0.017,0.026,0.354,12.683
LOG.MC,2023,8061863000.0000,7466552000.0000,590707000.0000,12427536000.0000,12155282000.0000,272254000.000000,307636000.00000,-77911000.000000,-255498000.000000,263454000.00000,0.022,0.034,0.461,12.640
LOG.MC,2024,8080856000.0000,7439053000.0000,641472000.0000,12985534000.0000,12677299000.0000,308235000.000000,397308000.00000,-51076000.000000,-370020000.000000,350223000.00000,0.024,0.038,0.481,11.597
LOGN.SW,2021,,,,,,,,,,,,,,
LOGN.SW,2022,4035405000.0000,1636667000.0000,2398738000.0000,5481101000.0000,4836588000.0000,644513000.000000,298318000.00000,-107863000.000000,-606819000.000000,209166000.00000,0.118,0.160,0.269,0.682
LOGN.SW,2023,3560753000.0000,1303193000.0000,2257560000.0000,4538818000.0000,4174243000.0000,364575000.000000,534010000.00000,-105730000.000000,-583353000.000000,441657000.00000,0.080,0.102,0.161,0.577
LOGN.SW,2024,3604704000.0000,1371051000.0000,2233653000.0000,4298467000.0000,3686324000.0000,612143000.000000,1145116000.00000,-70335000.000000,-690173000.000000,1089219000.00000,0.142,0.170,0.274,0.614
LONN.SW,2021,16459000000.0000,6636000000.0000,9750000000.0000,5409000000.0000,2465000000.0000,2944000000.000000,1217000000.00000,1021000000.000000,-1283000000.000000,-124000000.00000,0.544,0.179,0.302,0.681
LONN.SW,2022,17356000000.0000,6691000000.0000,10597000000.0000,6223000000.0000,5008000000.0000,1215000000.000000,1020000000.00000,-974000000.000000,-284000000.000000,-852000000.00000,0.195,0.070,0.115,0.631
LONN.SW,2023,16848000000.0000,7336000000.0000,9452000000.0000,6717000000.0000,6063000000.0000,654000000.000000,1388000000.00000,-1096000000.000000,-152000000.000000,-294000000.00000,0.097,0.039,0.069,0.776
LONN.SW,2024,19733000000.0000,10345000000.0000,9328000000.0000,6574000000.0000,5938000000.0000,636000000.000000,1274000000.00000,-2916000000.000000,1283000000.000000,-143000000.00000,0.097,0.032,0.068,1.109
LR.PA,2021,14026800000.0000,8306500000.0000,5716500000.0000,6994200000.0000,6089700000.0000,904500000.000000,1112700000.00000,-466900000.000000,-687100000.000000,942200000.00000,0.129,0.064,0.158,1.453
LR.PA,2022,14415200000.0000,7772400000.0000,6637200000.0000,8339400000.0000,7339900000.0000,999500000.000000,1236200000.00000,-463500000.000000,-1234400000.000000,1030500000.00000,0.120,0.069,0.151,1.171
LR.PA,2023,14841400000.0000,8106700000.0000,6722700000.0000,8416900000.0000,7268400000.0000,1148500000.000000,1836400000.00000,-413300000.000000,-927000000.000000,1583100000.00000,0.136,0.077,0.171,1.206
LR.PA,2024,16075000000.0000,8526900000.0000,7530400000.0000,8648900000.0000,7482500000.0000,1166400000.000000,1523300000.00000,-1735800000.000000,-535800000.000000,1283700000.00000,0.135,0.073,0.155,1.132
LSEG.L,2021,787109000000.0000,761590000000.0000,23640000000.0000,6535000000.0000,3406000000.0000,3129000000.000000,2602000000.00000,3684000000.000000,-5346000000.000000,1970000000.00000,0.479,0.004,0.132,32.216
LSEG.L,2022,835156000000.0000,807005000000.0000,25996000000.0000,7743000000.0000,6440000000.0000,1303000000.000000,2737000000.00000,-909000000.000000,-1468000000.000000,1771000000.00000,0.168,0.002,0.050,31.043
LSEG.L,2023,805010000000.0000,779066000000.0000,23807000000.0000,8379000000.0000,7618000000.0000,761000000.000000,2942000000.00000,-1369000000.000000,-487000000.000000,1858000000.00000,0.091,0.001,0.032,32.724
LSEG.L,2024,732819000000.0000,707666000000.0000,23013000000.0000,8858000000.0000,8173000000.0000,685000000.000000,3396000000.00000,-1279000000.000000,-824000000.000000,2388000000.00000,0.077,0.001,0.030,30.751
MAP.MC,2021,63854200000.0000,54187600000.0000,8463600000.0000,20581600000.0000,19816400000.0000,765200000.000000,,1314800000.000000,-369400000.000000,-611600000.00000,0.037,0.012,0.090,6.402
MAP.MC,2022,52197300000.0000,43327600000.0000,7797100000.0000,21671200000.0000,21107600000.0000,563600000.000000,,-198500000.000000,-724200000.000000,347200000.00000,0.026,0.011,0.072,5.557
MAP.MC,2023,54947100000.0000,45290800000.0000,8466600000.0000,25639600000.0000,24962400000.0000,677200000.000000,,-673600000.000000,-1281100000.000000,1398800000.00000,0.026,0.012,0.080,5.349
MAP.MC,2024,56706800000.0000,46721300000.0000,8888700000.0000,25833400000.0000,24865900000.0000,967500000.000000,,-746900000.000000,-1087700000.000000,1211600000.00000,0.037,0.017,0.109,5.256
MB.MI,2021,82598700000.0000,71497570000.0000,11012818000.0000,2585540000.0000,1777964000.0000,807576000.000000,95444000.00000,152625000.000000,-3694000.000000,40569000.00000,0.312,0.010,0.073,6.492
MB.MI,2022,90568420000.0000,79819578000.0000,10647271000.0000,2513784000.0000,1606807000.0000,906977000.000000,5145669000.00000,263543000.000000,-821049000.000000,5087049000.00000,0.361,0.010,0.085,7.497
MB.MI,2023,91639013000.0000,80209765000.0000,11325105000.0000,2909295000.0000,1882499000.0000,1026796000.000000,-3160960000.00000,170292000.000000,-633951000.000000,-3237158000.00000,0.353,0.011,0.091,7.082
MB.MI,2024,99226300000.0000,87983100000.0000,11157100000.0000,2849500000.0000,1823500000.0000,1026000000.000000,,,,,0.360,0.010,0.092,7.886
MBG.DE,2021,259831000000.0000,186664000000.0000,71951000000.0000,133893000000.0000,110887000000.0000,23006000000.000000,24549000000.00000,-6226000000.000000,-19059000000.000000,17229000000.00000,0.172,0.089,0.320,2.594
MBG.DE,2022,260015000000.0000,173475000000.0000,85415000000.0000,150017000000.0000,135516000000.0000,14501000000.000000,16894000000.00000,-3453000000.000000,-19032000000.000000,9995000000.00000,0.097,0.056,0.170,2.031
MBG.DE,2023,263022000000.0000,170206000000.0000,91773000000.0000,152390000000.0000,138129000000.0000,14261000000.000000,14470000000.00000,-7315000000.000000,-8391000000.000000,6257000000.00000,0.094,0.054,0.155,1.855
MBG.DE,2024,265010000000.0000,171380000000.0000,92625000000.0000,145594000000.0000,135387000000.0000,10207000000.000000,17735000000.00000,-8750000000.000000,-10752000000.000000,9070000000.00000,0.070,0.039,0.110,1.850
