Ticker,Year,Close,High,Low,Open,Volume
AC.PA,2020,29.600000381469727,42.2400016784668,20.149999618530273,42.119998931884766,359710831
AC.PA,2021,28.450000762939453,35.88999938964844,25.3700008392334,30.059999465942383,204669027
AC.PA,2022,23.350000381469727,34.58000183105469,20.469999313354492,28.489999771118164,189891905
AC.PA,2023,34.599998474121094,35.470001220703125,23.389999389648438,23.420000076293945,183241122
AC.PA,2024,47.040000915527344,47.439998626708984,31.729999542236328,34.68000030517578,183047262
AC.PA,2025,44.290000915527344,51.099998474121094,34.619998931884766,47.11000061035156,109459865
ACA.PA,2020,10.319999694824219,13.800000190734863,5.699999809265137,13.0,2150008895
ACA.PA,2021,12.550000190734863,13.489999771118164,9.227999687194824,10.475000381469727,1414756395
ACA.PA,2022,9.831000328063965,14.265999794006348,8.093999862670898,12.619999885559082,2064236432
ACA.PA,2023,12.85200023651123,13.026000022888184,9.539999961853027,9.895999908447266,1567393779
ACA.PA,2024,13.289999961853027,15.925000190734863,12.118000030517578,12.890000343322754,1288606936
ACA.PA,2025,17.030000686645508,17.774999618530273,13.100000381469727,13.359999656677246,919729620
AI.PA,2020,110.9504165649414,119.38016510009766,78.39669036865234,104.54545593261719,328244114
AI.PA,2021,126.71074676513672,130.0826416015625,102.68595123291016,112.3553695678711,226236914
AI.PA,2022,120.36363220214844,139.4545440673828,104.03636169433594,127.43801879882812,238562456
AI.PA,2023,160.1090850830078,163.90908813476562,121.21817779541016,121.58181762695312,184805567
AI.PA,2024,156.9199981689453,179.4727325439453,150.61817932128906,160.8909149169922,155392712
AI.PA,2025,175.74000549316406,187.1199951171875,154.1999969482422,156.74000549316406,118481372
AIR.PA,2020,89.77999877929688,139.39999389648438,48.119998931884766,132.5800018310547,715508192
AIR.PA,2021,112.36000061035156,121.0,81.83999633789062,92.83999633789062,411901645
AIR.PA,2022,111.0199966430664,121.0999984741211,86.5199966430664,113.5999984741211,377841826
AIR.PA,2023,139.77999877929688,143.97999572753906,111.68000030517578,112.22000122070312,251277012
AIR.PA,2024,154.77999877929688,172.77999877929688,124.72000122070312,140.3800048828125,269010679
AIR.PA,2025,179.55999755859375,187.0,126.4000015258789,155.6999969482422,192747078
ALO.PA,2020,46.61000061035156,47.2400016784668,27.567289352416992,39.195068359375,245519752
ALO.PA,2021,31.219999313354492,49.70000076293945,27.809999465942383,47.20000076293945,328452580
ALO.PA,2022,22.81999969482422,34.77000045776367,16.040000915527344,31.450000762939453,454103758
ALO.PA,2023,12.180000305175781,28.40999984741211,10.675000190734863,23.040000915527344,429782081
ALO.PA,2024,21.559999465942383,23.360000610351562,10.65999984741211,12.279999732971191,389016904
ALO.PA,2025,21.5,26.020000457763672,15.850000381469727,21.809999465942383,230070194
ATO.PA,2020,5555.69287109375,6126.26953125,3213.951416015625,5378.87353515625,1636091
ATO.PA,2021,2777.846435546875,5790.46142578125,2602.512939453125,5677.53466796875,2822307
ATO.PA,2022,669.5360717773438,2916.032958984375,531.94384765625,2786.018798828125,5272189
ATO.PA,2023,523.7715454101562,1170.870849609375,295.02081298828125,713.9637451171875,4909332
ATO.PA,2024,26.0,17300.0,15.0,528.6749267578125,14877468
ATO.PA,2025,34.619998931884766,55.0,19.0,26.0,23387239
BN.PA,2020,53.7599983215332,75.16000366210938,46.029998779296875,74.27999877929688,515997306
BN.PA,2021,54.59000015258789,65.30000305175781,51.41999816894531,54.41999816894531,400642846
BN.PA,2022,49.22999954223633,58.38999938964844,46.474998474121094,54.91999816894531,381119000
BN.PA,2023,58.68000030517578,61.880001068115234,48.29999923706055,49.47999954223633,312261174
BN.PA,2024,65.12000274658203,67.9000015258789,56.13999938964844,59.040000915527344,282567013
BN.PA,2025,71.5199966430664,77.18000030517578,63.52000045776367,65.0,221495736
BNP.PA,2020,43.10499954223633,54.220001220703125,24.5049991607666,53.20000076293945,1417049823
BNP.PA,2021,60.77000045776367,62.54999923706055,39.709999084472656,43.86000061035156,842824646
BNP.PA,2022,53.25,68.06999969482422,40.665000915527344,61.11000061035156,915650858
BNP.PA,2023,62.59000015258789,67.0199966430664,47.02000045776367,53.90999984741211,801554510
BNP.PA,2024,59.220001220703125,73.08000183105469,53.08000183105469,62.93000030517578,686825797
BNP.PA,2025,82.94000244140625,83.12999725341797,57.91999816894531,59.540000915527344,484008992
BVI.PA,2020,21.760000228881836,26.010000228881836,15.164999961853027,23.3700008392334,218539466
BVI.PA,2021,29.18000030517578,30.299999237060547,21.270000457763672,22.040000915527344,185552649
BVI.PA,2022,24.610000610351562,29.559999465942383,22.290000915527344,29.229999542236328,188114944
BVI.PA,2023,22.8700008392334,27.270000457763672,20.670000076293945,24.709999084472656,157189836
BVI.PA,2024,29.34000015258789,30.799999237060547,22.520000457763672,22.889999389648438,187152347
BVI.PA,2025,26.760000228881836,31.540000915527344,24.1200008392334,29.200000762939453,183210688
CA.PA,2020,14.029999732971191,16.915000915527344,12.095000267028809,15.0600004196167,822151011
CA.PA,2021,16.104999542236328,18.100000381469727,13.925000190734863,14.149999618530273,820907702
CA.PA,2022,15.640000343322754,21.3700008392334,13.850000381469727,16.15999984741211,675436296
CA.PA,2023,16.565000534057617,19.190000534057617,15.324999809265137,15.6899995803833,475233656
CA.PA,2024,13.729999542236328,16.920000076293945,13.140000343322754,16.635000228881836,494144726
CA.PA,2025,12.725000381469727,15.135000228881836,11.579999923706055,13.789999961853027,500107701
CAP.PA,2020,126.80000305175781,128.25,51.779998779296875,109.80000305175781,140786746
CAP.PA,2021,215.5,219.10000610351562,116.0999984741211,128.10000610351562,88750398
