Ticker,Year,Close,High,Low,Open,Volume
ABN.AS,2020,8.020000457763672,8.065999984741211,7.894000053405762,7.940000057220459,1610203
ABN.AS,2021,12.916000366210938,12.956000328063965,12.866000175476074,12.892000198364258,362368
ABN.AS,2022,12.925000190734863,13.145000457763672,12.904999732971191,13.079999923706055,796906
ABN.AS,2023,13.59000015258789,13.625,13.524999618530273,13.539999961853027,1953880
ABN.AS,2024,14.890000343322754,14.952500343322754,14.725000381469727,14.725000381469727,691031
ABN.AS,2025,25.81999969482422,25.989999771118164,25.559999465942383,25.700000762939453,2718730
ADYEN.AS,2020,1905.0,1941.5,1894.5,1897.0,30073
ADYEN.AS,2021,2311.5,2334.5,2304.0,2334.5,13314
ADYEN.AS,2022,1288.4000244140625,1314.199951171875,1285.5999755859375,1309.800048828125,44184
ADYEN.AS,2023,1166.5999755859375,1189.199951171875,1163.199951171875,1165.0,50712
ADYEN.AS,2024,1437.0,1437.0,1406.5999755859375,1408.800048828125,12944
ADYEN.AS,2025,1465.0,1480.0,1454.5999755859375,1470.199951171875,98630
AGN.AS,2020,3.234999895095825,3.239000082015991,3.200000047683716,3.200000047683716,2501186
AGN.AS,2021,4.39300012588501,4.423999786376953,4.385000228881836,4.39300012588501,1429312
AGN.AS,2022,4.73799991607666,4.804999828338623,4.735000133514404,4.804999828338623,3328595
AGN.AS,2023,5.248000144958496,5.2779998779296875,5.236000061035156,5.242000102996826,3867638
AGN.AS,2024,5.71999979019165,5.73199987411499,5.668000221252441,5.670000076293945,1596073
AGN.AS,2025,6.409999847412109,6.441999912261963,6.395999908447266,6.423999786376953,2384423
AKZA.AS,2020,87.86000061035156,88.80000305175781,87.86000061035156,88.0199966430664,183178
AKZA.AS,2021,96.5,96.81999969482422,95.91999816894531,96.5999984741211,112864
AKZA.AS,2022,62.560001373291016,63.5,62.5,63.2400016784668,208335
AKZA.AS,2023,74.81999969482422,75.26000213623047,74.77999877929688,74.86000061035156,152161
AKZA.AS,2024,57.959999084472656,58.220001220703125,56.81999969482422,56.880001068115234,176128
AKZA.AS,2025,55.84000015258789,55.84000015258789,55.279998779296875,55.79999923706055,256663
ASML.AS,2020,397.54998779296875,401.79998779296875,397.0,397.79998779296875,163028
ASML.AS,2021,706.7000122070312,713.0,706.7000122070312,712.7999877929688,105156
ASML.AS,2022,503.79998779296875,516.0,502.5,516.0,479838
ASML.AS,2023,681.7000122070312,689.5999755859375,680.7000122070312,685.0,309269
ASML.AS,2024,678.7000122070312,679.2999877929688,668.4000244140625,668.4000244140625,166093
ASML.AS,2025,640.5999755859375,646.5999755859375,634.7000122070312,635.9000244140625,448361
HEIA.AS,2020,91.22000122070312,91.22000122070312,90.08000183105469,90.0999984741211,416199
HEIA.AS,2021,98.86000061035156,99.26000213623047,98.4800033569336,99.04000091552734,114348
HEIA.AS,2022,87.87999725341797,88.72000122070312,87.87999725341797,88.5,258079
HEIA.AS,2023,91.94000244140625,92.23999786376953,91.69999694824219,91.86000061035156,200956
HEIA.AS,2024,68.69999694824219,68.69999694824219,68.13999938964844,68.16000366210938,292378
HEIA.AS,2025,68.19999694824219,68.45999908447266,68.0,68.33999633789062,1021667
INGA.AS,2020,7.640999794006348,7.699999809265137,7.578999996185303,7.611000061035156,4905346
INGA.AS,2021,12.241999626159668,12.29800033569336,12.227999687194824,12.260000228881836,2164957
INGA.AS,2022,11.387999534606934,11.484000205993652,11.387999534606934,11.479999542236328,7456736
INGA.AS,2023,13.526000022888184,13.588000297546387,13.501999855041504,13.520000457763672,6646081
INGA.AS,2024,15.130000114440918,15.182000160217285,15.01200008392334,15.01200008392334,3730969
INGA.AS,2025,21.1299991607666,21.155000686645508,20.864999771118164,20.94499969482422,7213938
KPN.AS,2020,2.486999988555908,2.509000062942505,2.4820001125335693,2.500999927520752,3199621
KPN.AS,2021,2.7300000190734863,2.746999979019165,2.7300000190734863,2.740000009536743,3281065
KPN.AS,2022,2.890000104904175,2.946000099182129,2.890000104904175,2.946000099182129,6839935
KPN.AS,2023,3.118000030517578,3.11899995803833,3.1089999675750732,3.109999895095825,5142098
KPN.AS,2024,3.515000104904175,3.515000104904175,3.4749999046325684,3.4749999046325684,2424167
KPN.AS,2025,3.9709999561309814,3.9790000915527344,3.953000068664551,3.9539999961853027,6432323
MT.AS,2022,24.575000762939453,24.850000381469727,24.510000228881836,24.825000762939453,1618621
MT.AS,2023,25.674999237060547,26.0,25.6200008392334,25.875,1357493
MT.AS,2024,22.43000030517578,22.43000030517578,22.010000228881836,22.020000457763672,613588
MT.AS,2025,28.59000015258789,28.68000030517578,28.3799991607666,28.540000915527344,952613
OCI.AS,2020,15.720000267028809,15.770000457763672,15.609999656677246,15.699999809265137,71579
OCI.AS,2021,23.020000457763672,23.459999084472656,22.979999542236328,23.459999084472656,212395
OCI.AS,2022,33.41999816894531,34.0,33.2599983215332,33.7599983215332,237812
OCI.AS,2023,26.239999771118164,26.56999969482422,26.100000381469727,26.1299991607666,424691
OCI.AS,2024,10.8149995803833,10.890000343322754,10.729999542236328,10.770000457763672,206988
OCI.AS,2025,7.550000190734863,7.550000190734863,7.425000190734863,7.53000020980835,584079
PHIA.AS,2020,40.52375030517578,41.11152267456055,40.52375030517578,40.954166412353516,464040
PHIA.AS,2021,30.328020095825195,30.540912628173828,30.19843292236328,30.452978134155273,690013
PHIA.AS,2022,12.96241569519043,13.186416625976562,12.951309204101562,13.156797409057617,2476107
PHIA.AS,2023,20.388397216796875,20.51410484313965,20.330381393432617,20.4464168548584,1154032
