ID,FECHA,TITULAR,URL_ARCHIVO,FUENTE,IDIOMA,SENTIMIENTO_RESULTADO,PROBABILIDAD_POSITIVO,PROBABILIDAD_NEGATIVA,PROBABILIDAD_NEUTRAL
492a860a-e420-49d3-a632-3ddc14dac182,2025-09-15,"A trade war, austerity and big promises: The challenges facing Canada's PM",https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
96071e49-219e-4506-ab08-93f6b7cabab2,2025-09-15,'My wife died giving birth after Trump cut funding to our clinic',https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
a2edb24f-9a1d-410c-820f-9583e98a3d39,2025-09-15,Watch: Soda truck falls into sinkhole in Mexico City,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
eba24bec-c341-4f5b-8f1f-ba4c6a16a1c1,2025-09-15,"The secrets began before I even auditioned, says The Summer I Turned Pretty actress",https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
502f4684-b729-4708-92c7-59129c2ce16c,2025-09-15,Trump's coming to Britain. He'll get a spectacular royal welcome but no cheering crowds,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
185e785b-f00d-47ca-8b02-33773e93bdac,2025-09-15,UK and US unveil nuclear energy deal promising thousands of jobs,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
af5b0daa-9db7-4d75-8c0a-7c7d64c10e39,2025-09-15,BBC reports from house linked to Charlie Kirk shooting suspect,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
7ec75108-b716-4a3a-b65d-03663721ba14,2025-09-15,Sydney Sweeney and Lisa from Blackpink walk Emmys red carpet,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
a4d96ea3-752a-4a87-82a0-a7d01f8675d2,2025-09-15,Romania becomes second Nato country to report Russian drone in its airspace,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
ab6abe26-8523-488d-a51b-403d8355c8c0,2025-09-15,"'It's just scary': In Florida, parents ponder future with fewer vaccines",https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
6b2021b9-5b07-4fba-a510-5be128c87102,2025-09-15,Rising seas will threaten 1.5 million Australians by 2050 - report,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
3ce64771-4707-4e75-bc64-80f171cd6d83,2025-09-15,Boss of degrading sex-trade ring in Dubai's glamour districts unmasked by BBC,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
19aee028-d412-457a-94e6-fd1f4337f4c8,2025-09-15,Madeleine McCann suspect turns down Met Police interview,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
29c3e3ea-341a-4628-ab64-6d22b1fe3253,2025-09-15,Moment Owen Cooper becomes youngest ever male Emmy winner,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
b8468263-e5f3-4a5d-9e55-d6bd725fd3a8,2025-09-15,"Adolescence, The Studio and The Pitt dominate Emmy Awards",https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
17c267e8-d6f3-4012-bc9e-c95827007fe9,2025-09-15,US-China trade talks set for day two as TikTok deadline looms,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
c10acbac-f96d-45cb-8f14-6dee5242f648,2025-09-15,Rubio in Israel as IDF destroys more Gaza City buildings,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
fc0f5940-5e8e-458e-beac-4571b01ea651,2025-09-15,How Adolescence pulled off an Emmys sweep,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
f393aa2c-7636-4b2e-a078-59ca1a0599a5,2025-09-15,Children and teenagers share impact of pandemic in new UK report,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
