Ticker,Year,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,Net Income From Continuing Operations,DepreciationAmortizationDepletion,DepreciationAndAmortization,OtherNonCashItems,ChangeInWorkingCapital,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInOtherWorkingCapital,TaxesRefundPaid,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetInvestmentPurchaseAndSale,PurchaseOfInvestments,SaleOfInvestments,NetPPEPurchaseAndSale,PurchaseOfPPE,SaleOfPPE,NetIntangiblesPurchaseAndSale,PurchaseOfIntangibles,SaleOfIntangibles,NetBusinessPurchaseAndSale,PurchaseOfBusiness,SaleOfBusiness,Net Other Investing Changes,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetLongTermDebtIssuance,Net Issuance Payments Of Debt,LongTermDebtIssued,LongTermDebtPayments,Net Common Stock Issuance,Common Stock Issuance,Common Stock Payments,Cash Dividends Paid,Net Other Financing Charges,EndCashPosition,ChangeInCash,EffectOfExchangeRateChanges,BeginningCashPosition,CapitalExpenditure,IssuanceOfCapitalStock,IssuanceOfDebt,RepaymentOfDebt,RepurchaseOfCapitalStock,FreeCashFlow
1COV.DE,2020,,,,,,,,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,448.0,,,,,,,,,448.0,,,,
1COV.DE,2021,2193.0,,1619.0,823.0,823.0,77.0,-343.0,353.0,,-343.0,-546.0,-1995.0,,179.0,-34.0,213.0,-753.0,-764.0,11.0,,,,-1457.0,-1469.0,12.0,,-965.0,,-624.0,-624.0,51.0,-675.0,2.0,2.0,0.0,-262.0,,649.0,-767.0,12.0,1404.0,-764.0,2.0,51.0,-675.0,0.0,1429.0
1COV.DE,2022,970.0,,-281.0,1350.0,1350.0,137.0,-106.0,-472.0,,-106.0,-538.0,-477.0,,253.0,-124.0,377.0,-811.0,-832.0,21.0,,,,6.0,0.0,6.0,,64.0,,995.0,995.0,2069.0,-1074.0,-142.0,8.0,-150.0,-654.0,-4.0,1198.0,557.0,-8.0,649.0,-832.0,8.0,2069.0,-1074.0,-150.0,138.0
1COV.DE,2023,997.0,,-202.0,894.0,894.0,113.0,333.0,116.0,,333.0,-383.0,-925.0,,-287.0,-328.0,41.0,-763.0,-765.0,2.0,,,,55.0,,55.0,,-639.0,,-417.0,-417.0,419.0,-836.0,-49.0,0.0,-49.0,-4.0,,625.0,-567.0,-6.0,1198.0,-765.0,0.0,419.0,-836.0,-49.0,232.0
1COV.DE,2024,870.0,,-272.0,984.0,984.0,114.0,83.0,-7.0,,83.0,-219.0,-423.0,,221.0,-81.0,302.0,-705.0,-781.0,76.0,,,,0.0,,0.0,,-565.0,,-414.0,-414.0,1195.0,-1609.0,0.0,,0.0,-1.0,,509.0,-118.0,2.0,625.0,-781.0,,1195.0,-1609.0,0.0,89.0
1COV.DE,2025,-43.0,,-59.0,221.0,221.0,38.0,-242.0,-116.0,,-242.0,-51.0,-150.0,,-5.0,-5.0,0.0,-164.0,-185.0,21.0,,,,6.0,,6.0,,-52.0,,-21.0,-21.0,449.0,-470.0,,,,,,489.0,-245.0,-8.0,742.0,-185.0,,449.0,-470.0,,-228.0
A2A.MI,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2A.MI,2021,1135.0,,550.0,465.0,666.0,72.0,213.0,225.0,,213.0,-165.0,-1595.0,,,,,-709.0,-714.0,5.0,-360.0,-360.0,,-444.0,-444.0,,-82.0,412.0,,421.0,421.0,1152.0,-731.0,,,,,-7.0,964.0,-48.0,,1012.0,-1074.0,,1152.0,-731.0,,61.0
A2A.MI,2022,1260.0,,448.0,491.0,724.0,90.0,323.0,-512.0,,323.0,-201.0,-1142.0,,,,,-443.0,-856.0,413.0,-384.0,-384.0,,-497.0,-497.0,,180.0,1502.0,,1557.0,1557.0,4339.0,-2782.0,,,,,-55.0,2584.0,1620.0,,964.0,-1240.0,,4339.0,-2782.0,,20.0
A2A.MI,2023,1040.0,,683.0,523.0,801.0,139.0,-228.0,-82.0,,-228.0,-317.0,-1359.0,,,,,-899.0,-947.0,48.0,-429.0,-429.0,,-45.0,-45.0,,8.0,-636.0,,-562.0,-562.0,943.0,-1505.0,,,,,-38.0,1629.0,-955.0,,2584.0,-1376.0,,943.0,-1505.0,,-336.0
A2A.MI,2024,1139.0,,892.0,580.0,884.0,117.0,-472.0,122.0,,-472.0,-304.0,-2813.0,,,,,-1047.0,-1051.0,4.0,-461.0,-461.0,,-1312.0,-1312.0,,1.0,1594.0,,911.0,911.0,1942.0,-1031.0,,,,,733.0,1549.0,-80.0,,1629.0,-1512.0,,1942.0,-1031.0,,-373.0
A2A.MI,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAF.L,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAF.L,2021,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
AAF.L,2022,2011.0,,1224.0,629.0,744.0,305.0,31.0,-117.0,114.0,31.0,-293.0,-557.0,,-87.0,-388.0,301.0,-546.0,-717.0,171.0,-22.0,-22.0,,79.0,0.0,79.0,,-1607.0,,-1142.0,-1142.0,973.0,-2115.0,-6.0,-6.0,-6.0,-169.0,379.0,847.0,-153.0,-3.0,1003.0,-739.0,-6.0,973.0,-2115.0,-6.0,1272.0
AAF.L,2023,2229.0,,1034.0,715.0,818.0,387.0,49.0,-103.0,233.0,49.0,-397.0,-1026.0,,224.0,-126.0,350.0,-779.0,-779.0,0.0,-502.0,-502.0,,0.0,0.0,0.0,,-1139.0,,-112.0,-112.0,906.0,-1018.0,-8.0,-8.0,0.0,-195.0,-70.0,841.0,64.0,-70.0,847.0,-1281.0,-8.0,906.0,-1018.0,0.0,948.0
AAF.L,2024,2259.0,,-63.0,676.0,788.0,444.0,175.0,-72.0,283.0,175.0,-344.0,-1228.0,,-232.0,-963.0,731.0,-868.0,-868.0,,-161.0,-161.0,,0.0,0.0,,,-844.0,,163.0,163.0,713.0,-550.0,-11.0,-2.0,-9.0,-212.0,39.0,900.0,187.0,-128.0,841.0,-1029.0,-2.0,713.0,-550.0,-9.0,1230.0
AAF.L,2025,2266.0,,661.0,722.0,831.0,631.0,287.0,-36.0,245.0,287.0,-323.0,-562.0,,271.0,-123.0,394.0,-736.0,-736.0,,-123.0,-123.0,,,,,,-1543.0,,-17.0,-17.0,1383.0,-1400.0,-120.0,0.0,-120.0,-229.0,-213.0,1060.0,161.0,-1.0,900.0,-859.0,0.0,1383.0,-1400.0,-120.0,1407.0
AAL.L,2020,,,,,,,,,,,,,,,,67.0,,-4647.0,,-63.0,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
AAL.L,2021,16723.0,,17629.0,2715.0,2715.0,-27.0,756.0,,,756.0,-4341.0,-5558.0,,29.0,,29.0,17.0,,17.0,,,,28.0,-35.0,63.0,89.0,-9356.0,,-586.0,-586.0,1968.0,-2554.0,-1084.0,-1084.0,-1084.0,-4047.0,-32.0,9057.0,1809.0,-260.0,7508.0,-5808.0,,1968.0,-2554.0,-1084.0,10915.0
AAL.L,2022,9765.0,,9480.0,2446.0,2446.0,2227.0,-1852.0,,,-1852.0,-2726.0,-5817.0,,-142.0,,,7.0,,7.0,,,,527.0,-37.0,564.0,-70.0,-4368.0,,2402.0,2402.0,3500.0,-1098.0,-527.0,-527.0,-527.0,-3549.0,-214.0,8400.0,-420.0,-237.0,9057.0,-6320.0,,3500.0,-1098.0,-527.0,3445.0
AAL.L,2023,6496.0,,3595.0,2685.0,2685.0,3245.0,-1142.0,,,-1142.0,-2001.0,-5560.0,,-63.0,,,16.0,,16.0,,,,185.0,-25.0,210.0,-63.0,-3223.0,,1413.0,1413.0,3063.0,-1650.0,-274.0,-274.0,-274.0,-1564.0,-810.0,6074.0,-2287.0,-39.0,8400.0,-6012.0,,3063.0,-1650.0,-274.0,484.0
AAL.L,2024,8103.0,,-924.0,3072.0,3072.0,1207.0,1583.0,,,1583.0,-1574.0,-5135.0,,6.0,,,13.0,,13.0,,,,115.0,-62.0,177.0,-34.0,-840.0,,1832.0,1832.0,5295.0,-3463.0,-135.0,-135.0,-135.0,-1026.0,301.0,8134.0,2128.0,-68.0,6074.0,-5613.0,,5295.0,-3463.0,-135.0,2490.0
AAL.L,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB.ST,2020,,1875.0,,915.0,,,,,,361.0,,,-2272.0,,,,,,,-50.0,-50.0,,,,,,,-8206.0,,,,,,,,,,,,,,,,,,,
ABB.ST,2021,3330.0,3338.0,4730.0,893.0,893.0,117.0,308.0,156.0,,108.0,,2307.0,2671.0,704.0,-1649.0,2353.0,-727.0,-820.0,93.0,,,,2717.0,-241.0,2958.0,-368.0,-4968.0,-4968.0,-138.0,-221.0,1400.0,-1538.0,-2882.0,826.0,-3708.0,-1726.0,-41.0,4489.0,669.0,-81.0,3901.0,-820.0,826.0,1400.0,-1538.0,-3708.0,2510.0
ABB.ST,2022,1287.0,1334.0,2594.0,814.0,814.0,66.0,-1698.0,276.0,,216.0,,981.0,1207.0,283.0,-487.0,770.0,-635.0,-762.0,127.0,-69.0,-69.0,,1027.0,-288.0,1315.0,-14.0,-2394.0,-2394.0,1146.0,2512.0,3849.0,-2703.0,-2943.0,610.0,-3553.0,-1698.0,-166.0,4174.0,-126.0,-189.0,4489.0,-762.0,610.0,3849.0,-2703.0,-3553.0,525.0
ABB.ST,2023,4290.0,4301.0,3824.0,780.0,780.0,158.0,-113.0,188.0,,389.0,,-1615.0,-1592.0,-1307.0,-2066.0,759.0,-623.0,-770.0,147.0,,,,305.0,-225.0,530.0,7.0,-2897.0,-2897.0,1019.0,-346.0,2586.0,-1567.0,-776.0,482.0,-1258.0,-1713.0,31.0,3909.0,-222.0,-43.0,4174.0,-770.0,482.0,2586.0,-1567.0,-1258.0,3520.0
ABB.ST,2024,4675.0,,3952.0,,802.0,251.0,-143.0,-15.0,,,,-725.0,,694.0,-1563.0,2257.0,-738.0,-845.0,107.0,,,,-665.0,-665.0,,-3.0,-3326.0,,-574.0,-589.0,1914.0,-2488.0,-796.0,451.0,-1247.0,-1769.0,-69.0,4326.0,624.0,-207.0,3909.0,-845.0,451.0,1914.0,-2488.0,-1247.0,3830.0
ABB.ST,2025,1059.0,,1181.0,,213.0,22.0,-307.0,-328.0,,,,-286.0,,38.0,-150.0,188.0,-214.0,-224.0,10.0,,,,4.0,-19.0,23.0,-114.0,-2070.0,,671.0,410.0,795.0,-124.0,-475.0,19.0,-494.0,-1907.0,7.0,3266.0,-1297.0,69.0,4494.0,-224.0,19.0,795.0,-124.0,-494.0,835.0
ABBN.SW,2020,,1875.0,,915.0,,,,,,361.0,,,-2272.0,,,,,,,-50.0,-50.0,,,,,,,-8206.0,,,,,,,,,,,,,,,,,,,
ABBN.SW,2021,3330.0,3338.0,4730.0,893.0,893.0,117.0,308.0,156.0,,108.0,,2307.0,2671.0,704.0,-1649.0,2353.0,-727.0,-820.0,93.0,,,,2717.0,-241.0,2958.0,-368.0,-4968.0,-4968.0,-138.0,-221.0,1400.0,-1538.0,-2882.0,826.0,-3708.0,-1726.0,-41.0,4489.0,669.0,-81.0,3901.0,-820.0,826.0,1400.0,-1538.0,-3708.0,2510.0
ABBN.SW,2022,1287.0,1334.0,2594.0,814.0,814.0,66.0,-1698.0,276.0,,216.0,,981.0,1207.0,283.0,-487.0,770.0,-635.0,-762.0,127.0,-69.0,-69.0,,1027.0,-288.0,1315.0,-14.0,-2394.0,-2394.0,1146.0,2512.0,3849.0,-2703.0,-2943.0,610.0,-3553.0,-1698.0,-166.0,4174.0,-126.0,-189.0,4489.0,-762.0,610.0,3849.0,-2703.0,-3553.0,525.0
ABBN.SW,2023,4290.0,4301.0,3824.0,780.0,780.0,158.0,-113.0,188.0,,389.0,,-1615.0,-1592.0,-1307.0,-2066.0,759.0,-623.0,-770.0,147.0,,,,305.0,-225.0,530.0,7.0,-2897.0,-2897.0,1019.0,-346.0,2586.0,-1567.0,-776.0,482.0,-1258.0,-1713.0,31.0,3909.0,-222.0,-43.0,4174.0,-770.0,482.0,2586.0,-1567.0,-1258.0,3520.0
ABBN.SW,2024,4675.0,,3952.0,,802.0,251.0,-143.0,-15.0,,,,-725.0,,694.0,-1563.0,2257.0,-738.0,-845.0,107.0,,,,-665.0,-665.0,,-3.0,-3326.0,,-574.0,-589.0,1914.0,-2488.0,-796.0,451.0,-1247.0,-1769.0,-69.0,4326.0,624.0,-207.0,3909.0,-845.0,451.0,1914.0,-2488.0,-1247.0,3830.0
ABBN.SW,2025,1059.0,,1181.0,,213.0,22.0,-307.0,-328.0,,,,-286.0,,38.0,-150.0,188.0,-214.0,-224.0,10.0,,,,4.0,-19.0,23.0,-114.0,-2070.0,,671.0,410.0,795.0,-124.0,-475.0,19.0,-494.0,-1907.0,7.0,3266.0,-1297.0,69.0,4494.0,-224.0,19.0,795.0,-124.0,-494.0,835.0
ABF.L,2020,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,
ABF.L,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.0,,,,,,,,,,,,,,,
ABF.L,2022,1153.0,,1076.0,802.0,870.0,304.0,-726.0,,,-726.0,-304.0,-744.0,,-7.0,-7.0,,-650.0,-680.0,30.0,-89.0,-89.0,,-154.0,-154.0,0.0,46.0,-677.0,,178.0,166.0,178.0,,-50.0,-50.0,-50.0,-380.0,30.0,1995.0,-268.0,74.0,2189.0,-769.0,,178.0,-12.0,-50.0,384.0
ABF.L,2023,1654.0,,1340.0,804.0,886.0,51.0,-252.0,,,-252.0,-341.0,-906.0,,-4.0,-4.0,,-949.0,-997.0,48.0,-76.0,-76.0,,-90.0,-94.0,4.0,62.0,-1282.0,,0.0,-13.0,0.0,,-494.0,-494.0,-494.0,-345.0,3.0,1388.0,-534.0,-73.0,1995.0,-1073.0,,0.0,-13.0,-494.0,581.0
ABF.L,2024,2874.0,,1917.0,849.0,949.0,82.0,336.0,,,336.0,-340.0,-1332.0,,-338.0,-338.0,,-1081.0,-1124.0,43.0,-60.0,-60.0,,-69.0,-93.0,24.0,40.0,-1569.0,,66.0,16.0,66.0,,-582.0,-582.0,-582.0,-502.0,,1235.0,-27.0,-126.0,1388.0,-1184.0,,66.0,-50.0,-582.0,1690.0
ABF.L,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABN.AS,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABN.AS,2021,9602.0,,1234.0,194.0,194.0,1010.0,8731.0,1089.0,,8731.0,-534.0,3862.0,,3209.0,-10136.0,13345.0,492.0,-182.0,674.0,-20.0,-20.0,,180.0,-14.0,194.0,1.0,-7383.0,,-6558.0,-6558.0,31136.0,-37694.0,,,,-639.0,-92.0,68027.0,6081.0,58.0,61887.0,-202.0,,31136.0,-37694.0,,9400.0
ABN.AS,2022,-8142.0,,1867.0,157.0,176.0,848.0,-17722.0,-3.0,,-17722.0,-544.0,-239.0,,-438.0,-11902.0,11464.0,-59.0,-186.0,127.0,-1.0,-2.0,1.0,259.0,-13.0,272.0,,2948.0,,4499.0,4499.0,36771.0,-32272.0,-500.0,-500.0,-500.0,-840.0,-93.0,62608.0,-5433.0,14.0,68027.0,-188.0,,36771.0,-32272.0,-500.0,-8330.0
ABN.AS,2023,-9028.0,,2697.0,155.0,169.0,676.0,-13195.0,-496.0,,-13195.0,-629.0,-1722.0,,-1561.0,-14543.0,12982.0,-98.0,-209.0,111.0,-81.0,-81.0,,45.0,-23.0,68.0,-27.0,3218.0,,5063.0,5063.0,50763.0,-45700.0,-500.0,-500.0,-500.0,-1117.0,-90.0,55054.0,-7532.0,-22.0,62608.0,-290.0,,50763.0,-45700.0,-500.0,-9318.0
ABN.AS,2024,-10795.0,,2403.0,147.0,160.0,750.0,-12564.0,-1916.0,,-12564.0,-737.0,-4811.0,,-4566.0,-49211.0,44645.0,-264.0,-312.0,48.0,-140.0,-140.0,,158.0,-25.0,183.0,1.0,6162.0,,8139.0,8139.0,45140.0,-37001.0,-500.0,-500.0,-500.0,-1244.0,-121.0,45629.0,-9444.0,19.0,55054.0,-452.0,,45140.0,-37001.0,-500.0,-11247.0
ABN.AS,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC.PA,2020,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,,,,,
AC.PA,2021,-240.0,,22.0,,,37.0,-40.0,-40.0,,-40.0,-37.0,-99.0,,,,,-80.0,-80.0,,,,,-18.0,-266.0,248.0,,-466.0,,-323.0,-323.0,2194.0,-2517.0,0.0,0.0,0.0,-1.0,-54.0,1658.0,-805.0,28.0,2419.0,-80.0,0.0,2194.0,-2517.0,0.0,-320.0
AC.PA,2022,511.0,,675.0,,,49.0,57.0,57.0,,57.0,-65.0,-157.0,,,,,-111.0,-111.0,,,,,-50.0,-215.0,165.0,1.0,-381.0,,-419.0,-419.0,1558.0,-1977.0,2.0,2.0,0.0,-12.0,121.0,1625.0,-27.0,-8.0,1658.0,-111.0,2.0,1558.0,-1977.0,0.0,400.0
AC.PA,2023,669.0,,735.0,279.0,279.0,-12.0,-17.0,-17.0,,-17.0,-144.0,16.0,,,,,-254.0,-254.0,,,,,308.0,-169.0,477.0,-1.0,-1045.0,,-165.0,-177.0,1515.0,-1680.0,-401.0,0.0,-401.0,-297.0,-25.0,1279.0,-360.0,-15.0,1625.0,-254.0,0.0,1515.0,-1680.0,-401.0,415.0
AC.PA,2024,733.0,,786.0,341.0,341.0,5.0,-79.0,-79.0,,-79.0,-177.0,-358.0,,,,,-293.0,-293.0,,,,,-194.0,-282.0,88.0,1.0,-400.0,,463.0,443.0,2938.0,-2475.0,-401.0,3.0,-404.0,-298.0,-3.0,1236.0,-25.0,-15.0,1279.0,-293.0,3.0,2938.0,-2475.0,-404.0,440.0
AC.PA,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACA.PA,2020,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,7458.0,7458.0,,,351.0,351.0,,,,,,,,,,,,,
ACA.PA,2021,10930.0,,8080.0,1172.0,1172.0,4805.0,-20509.0,-20509.0,,-20509.0,-1699.0,-838.0,,,,,-876.0,,,,,,138.0,,,-100.0,-1701.0,,1369.0,1369.0,,,,,,-3067.0,-3.0,159729.0,8391.0,125.0,151213.0,-876.0,,,,,10054.0
ACA.PA,2022,1463.0,,7871.0,1104.0,1104.0,2294.0,-1878.0,-1878.0,,-1878.0,-1213.0,-5035.0,,,,,-1042.0,,,,,,-3606.0,,,-387.0,598.0,,4678.0,4678.0,,,,,,-3226.0,3824.0,155431.0,-2974.0,-1273.0,159678.0,-1042.0,,,,,421.0
ACA.PA,2023,-36512.0,,9547.0,1151.0,1151.0,5202.0,-61147.0,-61147.0,,-61147.0,-1260.0,9852.0,,,,,-885.0,,,,,,10737.0,,,,16546.0,,,,,,,,,-3463.0,20009.0,142584.0,-10114.0,-2735.0,155431.0,-885.0,,,,,-37397.0
ACA.PA,2024,-15909.0,,10626.0,1245.0,1245.0,3727.0,-47411.0,-47411.0,,-47411.0,-1187.0,-1782.0,,,,,-1070.0,,,,,,-712.0,,,,9447.0,,,,,,,,,-5141.0,14588.0,133146.0,-8244.0,-1195.0,142584.0,-1070.0,,,,,-16979.0
ACA.PA,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACS.MC,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACS.MC,2021,203.14,,57.5,479.45,479.45,259.96,-1303.17,,,-1303.17,-165.81,3397.64,,179.95,-102.18,282.13,-338.06,-386.21,48.15,,,,3551.67,-202.33,3754.0,4.08,-770.95,,272.03,272.03,4634.21,-4362.18,-484.69,8.36,-493.06,-396.01,69.93,11253.42,2829.83,342.78,8080.81,-386.21,8.36,4634.21,-4362.18,-493.06,-183.07
ACS.MC,2022,1743.34,,1008.65,620.75,620.75,305.78,44.13,,,44.13,-26.05,-198.1,,-20.78,-35.28,14.5,-209.11,-285.18,76.06,,,,31.85,-452.48,484.33,-0.06,-3537.77,,-376.98,-376.98,3703.19,-4080.18,-2233.47,61.2,-2294.67,-351.75,-750.6,9419.99,-1992.54,159.1,11253.42,-285.18,61.2,3703.19,-4080.18,-2294.67,1458.16
ACS.MC,2023,1502.34,,1127.23,551.02,551.02,356.73,-72.65,,,-72.65,-305.96,-15.75,,-5.81,-16.75,10.94,-426.62,-495.53,68.91,,,,416.95,-1452.81,1869.76,-0.27,-1652.86,,228.05,228.05,3776.77,-3548.72,-1063.71,18.25,-1081.95,-394.46,21.24,9087.29,-166.27,-166.43,9419.99,-495.53,18.25,3776.77,-3548.72,-1081.95,1006.8
ACS.MC,2024,2792.87,,993.34,866.2,866.2,408.1,596.06,,,596.06,-332.78,-1248.58,,513.32,-35.6,548.92,-553.71,-660.85,107.14,,,,-1208.19,-1223.72,15.53,-6.4,496.66,,1162.65,1162.65,5512.9,-4350.25,-623.59,1.76,-625.35,-368.13,1789.3,11413.66,2040.95,285.42,9087.29,-660.85,1.76,5512.9,-4350.25,-625.35,2132.02
ACS.MC,2025,1458.8,,8.65,,,,791.86,,,791.86,76.79,-209.0,,520.94,,,,,,,,,,,,,-241.6,,,,,,-27.76,-27.76,-38.11,-13.34,,9600.91,1008.2,-618.95,-2847.0,-293.07,,,,-38.11,1165.73
ACX.MC,2020,,,,,,,,11.0,,,,,,,,,,,,,,,-273.56,-273.56,,,,,,,,,,,,,,,,,,,,,,,
ACX.MC,2021,387.81,,765.73,179.1,179.1,52.15,-459.79,,,-459.79,-136.87,-90.44,,-1.06,-1.18,0.12,-86.75,-99.45,12.7,-2.69,-2.69,,,,,,10.31,,206.13,158.88,490.0,-283.87,-9.42,-9.42,-9.42,-135.23,,1274.93,307.69,50.12,917.12,-102.14,,738.67,-579.79,-9.42,285.67
ACX.MC,2022,544.08,,831.27,192.94,192.94,15.36,-544.3,,,-544.3,-238.24,-125.5,,8.35,-1.81,10.16,-132.04,-134.04,2.0,-2.67,-2.67,,,,,,-216.03,,214.59,125.51,663.46,-448.87,-206.0,-206.0,-206.0,-129.85,-0.0,1548.04,202.55,70.56,1274.93,-136.72,,1027.87,-902.36,-206.0,407.37
ACX.MC,2023,481.48,,355.35,171.13,171.13,-16.2,80.53,,,80.53,-233.25,-174.7,,-0.84,-0.85,0.01,-170.88,-171.92,1.04,-2.98,-2.98,,0.0,0.0,,,-5.57,,121.99,148.14,138.2,-16.21,-2.08,-2.08,-2.08,-149.56,0.33,1793.68,301.21,-55.57,1548.04,-174.9,,389.2,-241.05,-2.08,306.57
ACX.MC,2024,293.67,,341.6,159.91,159.91,12.6,106.6,,,106.6,-131.2,-896.46,,-0.21,-0.59,0.38,-201.73,-202.32,0.6,-2.46,-2.46,,-709.29,-709.29,,16.78,-36.03,,572.47,200.06,775.08,-202.61,-1.01,-1.01,-1.01,-154.54,-74.9,1262.81,-638.82,107.94,1793.68,-204.78,,1009.7,-809.65,-1.01,88.89
ACX.MC,2025,48.64,,-28.49,,,,7.34,,,7.34,-47.15,0.71,,56.7,56.68,,,,,,,,,,,,-20.89,,,,,,,,,-0.29,,1138.13,28.46,-78.14,,,,,,,-76.23
AD.AS,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD.AS,2021,5468.0,,2246.0,2650.0,3007.0,510.0,38.0,-216.0,,38.0,-931.0,-2634.0,,44.0,,,,,-76.0,,,,-534.0,-534.0,,183.0,-3052.0,,421.0,511.0,848.0,-427.0,-994.0,-994.0,-994.0,-856.0,-6.0,2968.0,-218.0,276.0,2910.0,-2371.0,,848.0,-427.0,-994.0,3097.0
AD.AS,2022,6110.0,,2546.0,3010.0,3433.0,545.0,-789.0,-331.0,,-789.0,-397.0,-2014.0,,0.0,,0.0,,,-205.0,,,,-8.0,-20.0,12.0,390.0,-4188.0,,-162.0,-255.0,0.0,-162.0,-997.0,-997.0,-997.0,-979.0,-28.0,3054.0,-92.0,178.0,2968.0,-2490.0,,0.0,-162.0,-997.0,3620.0
AD.AS,2023,6466.0,,1874.0,3030.0,3468.0,539.0,-254.0,-204.0,,-254.0,-200.0,-2209.0,,125.0,,125.0,,,177.0,,,,-164.0,-164.0,,-2352.0,-3781.0,,209.0,306.0,500.0,-291.0,-999.0,-999.0,-999.0,-1044.0,-3.0,3475.0,476.0,-54.0,3054.0,-2434.0,,500.0,-291.0,-999.0,6466.0
AD.AS,2024,6224.0,,1764.0,2969.0,3478.0,562.0,-10.0,97.0,,-10.0,-470.0,-1727.0,,0.0,,0.0,,,172.0,,,,-5.0,-26.0,21.0,-1940.0,-1983.0,,812.0,2029.0,1594.0,-782.0,-1000.0,-1000.0,-1000.0,-1037.0,-2.0,6157.0,2514.0,168.0,3475.0,-2299.0,,1594.0,-782.0,-1000.0,6224.0
AD.AS,2025,1594.0,,548.0,933.0,933.0,170.0,-29.0,-53.0,,-29.0,-195.0,-601.0,,0.0,0.0,,,,-7.0,,,,-32.0,-32.0,,-626.0,-1584.0,,-605.0,-78.0,0.0,-605.0,-337.0,-337.0,-337.0,-611.0,5.0,3920.0,-591.0,-210.0,4721.0,,,0.0,-605.0,-337.0,1594.0
ADDT-B.ST,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADDT-B.ST,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,
ADDT-B.ST,2022,1121.0,,1433.0,274.0,576.0,6.0,-490.0,,549.0,-490.0,-416.0,-1255.0,,4.0,,,-89.0,-95.0,6.0,-31.0,-31.0,0.0,-1139.0,-1151.0,12.0,,147.0,,679.0,679.0,940.0,-261.0,10.0,10.0,0.0,-323.0,-1.0,437.0,13.0,4.0,420.0,-126.0,10.0,940.0,-261.0,0.0,995.0
ADDT-B.ST,2023,1911.0,,2005.0,332.0,705.0,-29.0,-327.0,,597.0,-327.0,-474.0,-1387.0,,7.0,,,-113.0,-118.0,5.0,-77.0,-79.0,2.0,-1204.0,-1204.0,0.0,,-371.0,,459.0,459.0,3000.0,-2541.0,-48.0,-17.0,-31.0,-485.0,-20.0,606.0,153.0,16.0,437.0,-197.0,-17.0,3000.0,-2541.0,-31.0,1714.0
ADDT-B.ST,2024,2575.0,,2183.0,385.0,819.0,20.0,72.0,,-472.0,72.0,-522.0,-1482.0,,6.0,,,-147.0,-151.0,4.0,-38.0,-38.0,0.0,-1303.0,-1303.0,,-179.0,-922.0,,62.0,62.0,189.0,-127.0,9.0,9.0,0.0,-674.0,-4.0,798.0,171.0,21.0,606.0,-189.0,9.0,189.0,-127.0,0.0,2386.0
ADDT-B.ST,2025,2709.0,,2515.0,427.0,935.0,-12.0,-64.0,,-298.0,-64.0,-702.0,-1798.0,,3.0,,,-137.0,-171.0,34.0,-62.0,-62.0,0.0,-1602.0,-1602.0,,-196.0,-474.0,,1052.0,1052.0,1069.0,-17.0,-34.0,-34.0,,-755.0,-441.0,1168.0,437.0,-67.0,798.0,-233.0,-34.0,1069.0,-17.0,,2476.0
ADM.L,2020,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,-46.3,,,,,2.3,,,,,,,,-46.3,,
