Ticker,Year,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,Net Income From Continuing Operations,DepreciationAmortizationDepletion,DepreciationAndAmortization,OtherNonCashItems,ChangeInWorkingCapital,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInOtherWorkingCapital,TaxesRefundPaid,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetInvestmentPurchaseAndSale,PurchaseOfInvestments,SaleOfInvestments,NetPPEPurchaseAndSale,PurchaseOfPPE,SaleOfPPE,NetIntangiblesPurchaseAndSale,PurchaseOfIntangibles,SaleOfIntangibles,NetBusinessPurchaseAndSale,PurchaseOfBusiness,SaleOfBusiness,Net Other Investing Changes,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetLongTermDebtIssuance,Net Issuance Payments Of Debt,LongTermDebtIssued,LongTermDebtPayments,Net Common Stock Issuance,Common Stock Issuance,Common Stock Payments,Cash Dividends Paid,Net Other Financing Charges,EndCashPosition,ChangeInCash,EffectOfExchangeRateChanges,BeginningCashPosition,CapitalExpenditure,IssuanceOfCapitalStock,IssuanceOfDebt,RepaymentOfDebt,RepurchaseOfCapitalStock,FreeCashFlow
BNP.PA,2022,-52837.0,,14037.0,6465.0,6465.0,12479.0,-86713.0,-86713.0,,-86713.0,-1999.0,-2163.0,,366.0,,,-2529.0,-2529.0,,,,,366.0,,,,9250.0,,,,,,,,,,9250.0,317698.0,-45750.0,1030.0,362418.0,-2529.0,,,,,-55366.0
BNP.PA,2023,-34241.0,,15383.0,6245.0,6245.0,2829.0,-54760.0,-54760.0,,-54760.0,-3359.0,7304.0,,,,,-2216.0,-2216.0,,,,,9520.0,,,,-4676.0,,,,,,,,,,-4676.0,282579.0,-31613.0,-3506.0,317698.0,-2216.0,,,,,-36457.0
BNP.PA,2024,-97376.0,,16188.0,7272.0,7272.0,1756.0,-121525.0,-121525.0,,-121525.0,-3133.0,-180.0,,,,,-2136.0,-2136.0,,,,,1956.0,,,,-6418.0,,,,,,,,,,-6418.0,178212.0,-103974.0,-393.0,282579.0,-2136.0,,,,,-99512.0
BNP.PA,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNR.DE,2020,,,,,,,,,194.1,,,,,,-0.2,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,
BNR.DE,2021,388.6,,461.4,373.5,373.5,-11.7,-439.4,-13.2,450.3,-439.4,-222.5,-608.5,,2.5,,2.5,,,,-190.5,-199.3,8.8,-420.5,-420.5,,,174.1,,520.9,520.9,933.5,-412.6,,,,-208.6,504.4,705.0,-45.8,24.5,726.3,-199.3,,933.5,-412.6,,189.3
BNR.DE,2022,956.7,,902.5,406.4,406.4,118.6,-355.6,50.0,,-355.6,-344.9,-401.4,,0.8,,0.8,,,,-245.5,-267.2,21.7,-156.7,-156.7,0.0,,-225.8,,239.2,239.2,808.0,-568.8,0.0,0.0,0.0,-224.0,-98.4,1046.1,329.5,13.0,705.0,-267.2,,808.0,-568.8,0.0,689.5
BNR.DE,2023,1663.9,,721.1,388.0,388.0,103.2,543.5,-111.6,,543.5,-249.1,-558.3,,0.4,0.0,0.4,,,,-289.5,-321.1,31.6,-269.2,-277.3,8.1,,-1553.8,,-594.9,-594.9,348.1,-943.0,-496.2,-496.2,-496.2,-304.7,-10.3,576.9,-448.2,-22.4,1046.1,-321.1,,348.1,-943.0,-496.2,1342.8
BNR.DE,2024,906.6,,543.7,444.1,444.1,142.4,-108.7,-33.4,,-108.7,-229.6,-749.0,,0.1,-0.3,0.4,,,,-313.0,-342.2,29.2,-436.1,-436.1,0.0,,23.0,,809.3,809.3,1262.5,-453.2,-250.1,-250.1,-250.1,-303.2,-76.1,763.3,180.6,11.5,576.9,-342.2,,1262.5,-453.2,-250.1,564.4
BNR.DE,2025,152.3,,135.7,109.4,109.4,44.2,-120.3,-8.2,,-120.3,-51.0,-115.8,,-0.1,-0.1,,,,,-57.3,-60.3,3.0,-58.4,-58.4,,,-52.1,,-11.7,-11.7,20.1,-31.8,0.0,0.0,0.0,,,738.8,-15.6,-8.9,763.3,-60.3,,20.1,-31.8,0.0,92.0
BNZL.L,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.1,,,,,,,,,,,-49.1,
BNZL.L,2021,733.1,,568.7,171.2,277.7,79.1,2.1,,,2.1,-181.4,-458.0,,,,,-30.0,-32.7,2.7,,,,-436.7,-436.7,0.0,,-458.7,,-120.4,-120.4,14.5,-134.9,19.5,19.5,,-180.4,25.0,225.3,-183.6,-20.8,429.7,-32.7,19.5,14.5,-134.9,,700.4
BNZL.L,2022,951.6,,634.6,189.5,317.9,118.7,54.5,,,54.5,-173.6,-223.2,,,,,-45.7,-46.7,1.0,,,,-193.7,-243.6,49.9,,-331.0,,214.6,214.6,346.4,-131.8,-31.9,-31.9,,-190.5,-86.2,678.1,397.4,55.4,225.3,-46.7,-31.9,346.4,-131.8,,904.9
BNZL.L,2023,904.0,,698.6,207.2,342.8,107.3,-28.4,,,-28.4,-188.6,-339.5,,,,,-56.2,-58.3,2.1,,,,-337.7,-337.7,0.0,,-666.9,,-159.5,-159.5,0.0,-159.5,-23.7,-23.7,0.0,-209.7,21.6,551.9,-102.4,-23.8,678.1,-58.3,-23.7,0.0,-159.5,0.0,845.7
BNZL.L,2024,910.9,,673.6,235.8,384.1,132.3,-97.1,,,-97.1,-180.5,-609.1,,,,,-37.2,-54.4,17.2,,,,-633.3,-636.2,2.9,,-381.1,,428.8,428.8,561.7,-132.9,-262.2,-14.3,-247.9,-228.6,24.2,445.0,-79.3,-27.6,551.9,-54.4,-14.3,561.7,-132.9,-247.9,856.5
BNZL.L,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL.ST,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
BOL.ST,2021,13144.0,,10839.0,5621.0,5621.0,-764.0,-722.0,17.0,1003.0,-722.0,-1863.0,-5996.0,,-6.0,,,-5957.0,-5957.0,0.0,-32.0,-32.0,,,,,-1.0,-3957.0,,-60.0,-60.0,0.0,-60.0,,,,-3898.0,1.0,8251.0,3191.0,0.0,5060.0,-5989.0,,0.0,-60.0,,7155.0
BOL.ST,2022,16398.0,,15601.0,5782.0,5829.0,-223.0,-2750.0,50.0,2320.0,-2750.0,-2815.0,-10069.0,,-41.0,,,-9970.0,-9970.0,0.0,-58.0,-58.0,,,,,,-2423.0,,4689.0,4689.0,5559.0,-870.0,,,,-7111.0,-1.0,12159.0,3906.0,2.0,8251.0,-10028.0,,5559.0,-870.0,,6370.0
BOL.ST,2023,12183.0,,7600.0,6246.0,6246.0,-477.0,722.0,304.0,386.0,722.0,-1763.0,-15537.0,,-5.0,,,-15420.0,-15420.0,0.0,-111.0,-111.0,,,,,-1.0,-3827.0,,3421.0,3421.0,9227.0,-5806.0,,,,-7248.0,,4978.0,-7181.0,-1.0,12159.0,-15531.0,,9227.0,-5806.0,,-3348.0
BOL.ST,2024,17659.0,,12555.0,6783.0,6783.0,-1667.0,1922.0,92.0,3001.0,1922.0,-2171.0,-14996.0,,-8.0,,,-14966.0,-14966.0,0.0,-22.0,-22.0,,,,,,-590.0,,1461.0,1461.0,14946.0,-13485.0,,,,-2051.0,,7052.0,2073.0,1.0,4978.0,-14988.0,,14946.0,-13485.0,,2671.0
BOL.ST,2025,6197.0,,765.0,2279.0,2279.0,31.0,3464.0,,,3464.0,-343.0,-18551.0,,5.0,,,-4160.0,-4160.0,0.0,-8.0,-8.0,,-14389.0,-14389.0,,1.0,10914.0,,10914.0,10914.0,24190.0,-13276.0,0.0,0.0,0.0,,,7603.0,-1440.0,3.0,9040.0,-4168.0,0.0,24190.0,-13276.0,0.0,2029.0
BP.L,2020,,,,,,,,,,,,,,,,,,-12306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP.L,2021,23612.0,,15227.0,14805.0,14805.0,2620.0,-626.0,-13263.0,20095.0,-626.0,-4179.0,-5694.0,,,,,1145.0,-10887.0,1145.0,,,,3851.0,-1961.0,5812.0,,-18079.0,,-9817.0,-8740.0,6987.0,-16804.0,-3151.0,-3151.0,-3151.0,-4304.0,509.0,30681.0,-161.0,-269.0,31111.0,-10887.0,,6987.0,-16804.0,-3151.0,12725.0
BP.L,2022,40932.0,,15405.0,14318.0,14318.0,2190.0,-6270.0,-18584.0,17806.0,-6270.0,-10106.0,-13713.0,,,,,709.0,,709.0,,,,-2420.0,-4261.0,1841.0,,-28021.0,,-9684.0,-11076.0,2013.0,-11697.0,-9996.0,-9996.0,-9996.0,-4358.0,-336.0,29195.0,-802.0,-684.0,30681.0,-12069.0,,2013.0,-11697.0,-9996.0,28863.0
BP.L,2023,32039.0,,23749.0,15928.0,15928.0,2334.0,-3338.0,4620.0,-13592.0,-3338.0,-10173.0,-14872.0,,,,,133.0,,133.0,,,,-775.0,-1968.0,1193.0,,-13359.0,,3666.0,2805.0,7568.0,-3902.0,-7918.0,-7918.0,-7918.0,-4809.0,-474.0,33030.0,3808.0,27.0,29195.0,-14285.0,,7568.0,-3902.0,-7918.0,17754.0
BP.L,2024,27297.0,,6782.0,16622.0,16622.0,3003.0,3975.0,3355.0,-188.0,3975.0,-8761.0,-13250.0,,,,,328.0,,328.0,,,,1638.0,-993.0,2631.0,,-7297.0,,7686.0,4720.0,10656.0,-2970.0,-7127.0,-7127.0,-7127.0,-5003.0,3321.0,39269.0,6750.0,-511.0,33030.0,-15297.0,,10656.0,-2970.0,-7127.0,12000.0
BP.L,2025,6271.0,,2883.0,4641.0,4641.0,126.0,-2030.0,,,-2030.0,-1194.0,-2932.0,,,,,322.0,,322.0,,,,-49.0,-125.0,76.0,,-2233.0,,307.0,346.0,1155.0,-848.0,-1063.0,-1063.0,,-1238.0,633.0,35130.0,1106.0,193.0,33831.0,-3236.0,,1155.0,-848.0,,3035.0
BPE.MI,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.19,,,,,,,,,776.19,,,,
BPE.MI,2021,1264.9,,525.12,,,-1138.67,-35.34,,,-35.34,,-743.12,,,,,-123.8,-148.84,25.05,-97.39,-97.39,,-521.94,-522.02,0.07,,-64.13,,,,,,-3.06,,-3.06,-61.07,,1306.28,457.64,-0.46,849.1,-246.23,,,,-3.06,1018.67
BPE.MI,2022,12794.0,,1448.97,,,-960.81,10927.6,,,10927.6,,-17.07,,,,,-122.5,-164.06,41.56,-170.53,-170.53,,275.96,-3.28,279.23,,-85.5,,,,,,5.77,5.77,,-91.27,,13997.44,12691.42,-0.27,1306.28,-334.59,5.77,,,,12459.41
BPE.MI,2023,-3419.54,,1519.5,,,-16.72,-6521.65,,,-6521.65,,-314.08,,,,,-84.52,-155.8,71.28,-225.72,-225.72,,-3.85,-3.85,0.01,,-178.37,,,,,,2.68,,,-181.05,,10085.59,-3911.99,0.15,13997.44,-381.52,,,,,-3801.06
BPE.MI,2024,-2495.4,,1402.65,,,115.68,-5514.25,,,-5514.25,,-215.29,,,,,-98.98,-135.67,36.68,-222.43,-222.43,,106.12,-0.05,106.17,,513.33,,,,,,-28.66,,,-447.86,989.85,7887.9,-2197.36,-0.34,10085.59,-358.1,,,,,-2853.49
BPE.MI,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPSO.MI,2020,,,,,,,,-146.93,54.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPSO.MI,2021,344.51,,275.02,54.91,54.91,30.58,-240.44,-489.37,49.27,-240.44,,-43.32,,,,,-34.97,-39.09,4.12,-19.3,-19.3,0.0,0.0,0.0,0.0,,-26.42,,,,,,-0.07,-0.07,,-26.35,,5652.73,274.77,40.09,5337.88,-58.39,,,,,286.12
BPSO.MI,2022,1579.31,,251.32,65.24,65.24,57.51,809.73,,,809.73,,-198.45,,,,,-110.96,-111.9,0.94,-18.26,-18.26,0.0,-81.99,-84.49,2.5,,-89.94,,,,,,0.52,0.52,,-90.46,,6990.69,1290.93,47.03,5652.73,-130.16,,,,,1449.15
BPSO.MI,2023,-2306.14,,461.16,74.77,74.77,-78.03,-3205.9,,,-3205.9,,-71.18,,,,,-67.86,-100.52,32.66,-19.63,-19.63,0.0,0.0,0.0,0.0,,-126.92,,,,,,0.03,0.03,,-126.95,,4546.56,-2504.24,60.11,6990.69,-120.16,,,,,-2426.29
BPSO.MI,2024,-505.88,,574.94,79.47,79.47,-13.54,-1657.61,,,-1657.61,,-41.48,,,,,-47.3,-100.89,53.59,-22.46,-22.46,0.0,-0.94,-0.94,0.0,,-252.06,,,,,,-0.2,-0.2,,-251.86,,3738.22,-799.42,-8.91,4546.56,-123.35,,,,,-629.23
BPSO.MI,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BT-A.L,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BT-A.L,2021,,,,,,,,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,,,,,,,
BT-A.L,2022,5910.0,,1963.0,4405.0,4405.0,998.0,-1367.0,-110.0,-1169.0,-1367.0,-52.0,-3560.0,,962.0,-12440.0,13402.0,-4605.0,-4607.0,2.0,,,,76.0,0.0,76.0,,-2558.0,,-630.0,-630.0,744.0,-1374.0,-171.0,13.0,-184.0,-228.0,-115.0,692.0,-208.0,4.0,896.0,-4607.0,13.0,744.0,-1374.0,-184.0,1303.0
BT-A.L,2023,6724.0,,1729.0,4818.0,4818.0,920.0,-1097.0,48.0,-919.0,-1097.0,136.0,-6396.0,,-842.0,-12710.0,11868.0,-5307.0,-5307.0,0.0,,,,29.0,,29.0,-326.0,-636.0,,1690.0,1690.0,2203.0,-513.0,-133.0,5.0,-138.0,-751.0,-6.0,381.0,-308.0,-3.0,692.0,-5307.0,5.0,2203.0,-513.0,-138.0,1417.0
BT-A.L,2024,5953.0,,1186.0,3544.0,4792.0,1083.0,-1664.0,39.0,-850.0,-1664.0,-59.0,-3542.0,,1278.0,-11216.0,12494.0,-4967.0,-4969.0,2.0,,,,81.0,,81.0,-94.0,-2428.0,,566.0,566.0,2242.0,-1676.0,-76.0,57.0,-133.0,-759.0,-546.0,356.0,-17.0,-8.0,381.0,-4969.0,57.0,2242.0,-1676.0,-133.0,984.0
BT-A.L,2025,6989.0,,1334.0,3583.0,4883.0,1280.0,-730.0,99.0,-924.0,-730.0,35.0,-5011.0,,-267.0,-14158.0,13891.0,-4901.0,-4937.0,36.0,,,,88.0,,88.0,-67.0,-2111.0,,457.0,457.0,2552.0,-2095.0,-73.0,6.0,-79.0,-788.0,-12.0,214.0,-133.0,-9.0,356.0,-4937.0,6.0,2552.0,-2095.0,-79.0,2052.0
BTRW.L,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTRW.L,2021,1082.3,,811.1,19.6,20.7,-15.0,407.0,,,407.0,-143.5,13.5,,0.0,,0.0,-7.2,-7.2,0.0,,,,-2.5,-7.9,5.4,,-197.0,,-112.4,-112.4,,-112.4,8.1,8.1,0.0,-76.3,-1.0,1518.6,898.8,,619.8,-7.2,8.1,,-112.4,0.0,1075.1
BTRW.L,2022,417.6,,646.6,19.2,23.5,,-118.2,,,-118.2,-129.5,-222.4,,1.4,,1.4,-28.9,-29.9,1.0,,,,-213.6,-223.5,9.9,,-378.4,,-5.3,-5.3,,-5.3,-20.0,8.5,-28.5,-337.0,-1.9,1335.4,-183.2,,1518.6,-29.9,8.5,,-5.3,-28.5,387.7
BTRW.L,2023,465.5,,707.4,18.4,28.9,,-64.9,,,-64.9,-185.9,55.4,,0.0,,0.0,-23.0,-23.1,0.1,,,,22.1,-18.1,40.2,,-590.6,,0.0,0.0,,0.0,-215.2,0.1,-215.3,-360.0,-1.2,1265.7,-69.7,,1335.4,-23.1,0.1,,0.0,-215.3,442.4
BTRW.L,2024,96.2,,174.7,22.7,33.1,,-12.0,,,-12.0,-63.6,12.0,,,,,-6.9,-7.2,0.3,,,,-33.5,-38.3,4.8,,-308.6,,,,,,-20.6,2.7,-23.3,-270.6,-0.5,1065.3,-200.4,,1265.7,-7.2,2.7,,,-23.3,89.0
BTRW.L,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BVI.PA,2020,,,,,,269.7,,-10.4,,,,,,,,,,,,,,,,,4.5,-0.5,,,,,,,,,,,,,,,,,,,,,
BVI.PA,2021,790.7,,645.5,275.2,275.2,645.5,-13.6,70.5,,-13.6,-198.6,-172.0,,2.9,-13.0,15.9,-114.5,-121.0,6.5,,,,-56.8,-58.4,1.6,,-806.6,,-458.0,-458.0,46.3,-504.3,45.4,45.4,,-186.1,-12.9,1410.4,-187.9,11.3,1587.0,-121.0,45.4,46.3,-504.3,,669.7
BVI.PA,2022,834.9,,718.0,297.1,297.1,718.0,-12.5,7.0,,-12.5,-230.0,-199.9,,3.5,-11.5,15.0,-125.4,-130.1,4.7,,,,-77.8,-77.8,,,-412.0,,118.9,118.9,201.8,-82.9,-41.2,8.6,-49.8,-280.9,-17.3,1655.7,223.0,22.3,1410.4,-130.1,8.6,201.8,-82.9,-49.8,704.8
BVI.PA,2023,819.7,,756.6,291.5,291.5,756.6,-53.6,82.1,,-53.6,-241.3,-188.0,,-5.9,-11.7,5.8,-143.5,-157.6,14.1,,,,-41.4,-58.9,17.5,,-1080.6,,-499.5,-499.5,0.9,-500.4,3.8,5.7,-1.9,-396.3,-29.6,1170.1,-448.9,-36.7,1655.7,-157.6,5.7,0.9,-500.4,-1.9,662.1
BVI.PA,2024,1004.8,,863.0,283.7,283.7,,60.8,,,60.8,-280.5,-347.8,,0.5,-8.2,8.7,-139.8,-145.9,6.1,,,,-208.5,-313.9,105.4,,-610.2,,200.3,200.3,1000.4,-800.1,-173.7,18.1,-191.8,-406.9,-58.3,1200.6,46.8,-12.7,1170.1,-145.9,18.1,1000.4,-800.1,-191.8,858.9
BVI.PA,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZU.MI,2020,,,,,,,,,,,,,,,,,,,,,,,,,,-3.04,,,,,,,,,,,,,,,,,,,,,
BZU.MI,2021,591.66,,635.25,249.05,249.05,34.22,14.34,,,14.34,-134.37,-334.04,,-226.52,-226.52,18.0,-189.76,-211.32,21.56,-3.12,-3.12,,14.76,-3.24,18.0,,-331.57,,-111.98,-112.41,0.0,-111.98,0.0,0.0,0.0,-191.88,-3.94,1203.61,-73.95,59.28,1218.28,-214.45,,0.0,-111.98,0.0,377.21
BZU.MI,2022,394.71,,589.3,254.51,259.25,4.31,-285.57,,,-285.57,-153.9,-141.16,,13.68,-4.08,17.76,-253.61,-265.31,11.69,-1.43,-1.43,,0.47,-4.08,0.47,,-152.4,,63.35,63.42,200.15,-136.79,-123.22,-123.22,-123.22,-73.35,5.41,1341.49,101.15,36.73,1203.61,-266.74,,200.15,-136.79,-123.22,127.98
BZU.MI,2023,818.8,,1140.87,244.03,248.24,-5.31,-124.17,,,-124.17,-195.21,-304.11,,-159.41,-159.41,1.6,-277.64,-298.01,20.37,-5.69,-5.69,,1.6,0.0,1.6,,-706.01,,-595.46,-595.47,0.0,-595.46,0.0,0.0,0.0,-83.31,-5.81,1120.71,-191.32,-29.53,1341.49,-303.7,,0.0,-595.46,0.0,515.1
BZU.MI,2024,932.62,,1093.21,264.77,272.34,-27.27,-69.03,,,-69.03,-217.19,-240.34,,116.2,-16.26,132.45,-430.66,-445.37,14.71,-3.04,-3.04,,-97.51,-202.92,105.41,,-410.1,,-123.05,-120.8,149.53,-272.57,-147.19,-147.19,-147.19,-110.96,-8.01,1410.44,282.17,8.47,1120.71,-448.41,,149.53,-272.57,-147.19,484.2
BZU.MI,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA.PA,2020,,,,,,,,,,,-477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA.PA,2021,3661.0,,1570.0,2112.0,2112.0,270.0,-83.0,67.0,8.0,-83.0,,-1334.0,,-167.0,-174.0,7.0,-1303.0,-1585.0,282.0,,,,49.0,-136.0,185.0,87.0,-3060.0,,-1441.0,-1441.0,302.0,-1743.0,-702.0,-702.0,,-383.0,-132.0,3703.0,-733.0,-2.0,4439.0,-1585.0,,302.0,-1743.0,,2076.0
CA.PA,2022,4219.0,,1973.0,1989.0,2236.0,503.0,243.0,49.0,43.0,243.0,,-2134.0,,-39.0,-45.0,6.0,-1502.0,-1882.0,380.0,,,,-820.0,-914.0,94.0,227.0,-326.0,,2326.0,2326.0,3407.0,-1081.0,-753.0,-753.0,,-380.0,-135.0,5451.0,1759.0,-11.0,3703.0,-1882.0,,3407.0,-1081.0,,2337.0
CA.PA,2023,4650.0,,1339.0,2041.0,2296.0,466.0,776.0,185.0,10.0,776.0,,-739.0,,-11.0,-21.0,10.0,-1376.0,-1850.0,474.0,,,,1061.0,-6.0,1067.0,-413.0,-2719.0,,-191.0,-191.0,1425.0,-1616.0,-727.0,-727.0,,-405.0,73.0,6290.0,1192.0,-353.0,5451.0,-1850.0,,1425.0,-1616.0,,2800.0
CA.PA,2024,4200.0,,1093.0,2151.0,2424.0,621.0,798.0,8.0,-14.0,798.0,,-2372.0,,-25.0,-36.0,11.0,-1173.0,-1772.0,599.0,,,,-1365.0,-1378.0,13.0,191.0,-1076.0,,1477.0,1477.0,2748.0,-1271.0,-705.0,-705.0,,-600.0,387.0,6564.0,752.0,-477.0,6290.0,-1772.0,,2748.0,-1271.0,,2428.0
CA.PA,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABK.MC,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABK.MC,2021,38628.0,,5229.0,695.0,695.0,-1619.0,35174.0,-3249.0,1440.0,35174.0,-851.0,13888.0,,,,,-47.0,-358.0,311.0,-319.0,-320.0,1.0,436.0,-49.0,485.0,12091.0,88.0,,1085.0,1085.0,1750.0,-665.0,-7.0,8.0,-15.0,-216.0,-774.0,104216.0,52604.0,1.0,51611.0,-678.0,8.0,1750.0,-665.0,-15.0,37950.0
CABK.MC,2022,-79875.0,,3133.0,730.0,730.0,89.0,-83432.0,2888.0,-3067.0,-83432.0,-395.0,164.0,,,,,-302.0,-440.0,138.0,-475.0,-476.0,1.0,-98.0,-250.0,152.0,,-3984.0,,-1010.0,-1010.0,750.0,-1760.0,-1803.0,15.0,-1818.0,-1178.0,7.0,20522.0,-83695.0,1.0,104216.0,-916.0,15.0,750.0,-1760.0,-1818.0,-80791.0
CABK.MC,2023,15744.0,,4818.0,774.0,774.0,1907.0,8304.0,619.0,8448.0,8304.0,-59.0,203.0,,,,,-278.0,-412.0,134.0,-373.0,-389.0,16.0,80.0,-26.0,106.0,,1393.0,,818.0,818.0,2318.0,-1500.0,-494.0,19.0,-513.0,-1728.0,2797.0,37861.0,17340.0,-1.0,20522.0,-801.0,19.0,2318.0,-1500.0,-513.0,14943.0
CABK.MC,2024,16846.0,,5795.0,778.0,778.0,1986.0,9734.0,269.0,3554.0,9734.0,-1447.0,-152.0,,,,,-234.0,-317.0,83.0,-433.0,-438.0,5.0,89.0,0.0,89.0,,-4752.0,,-250.0,-250.0,1750.0,-2000.0,-1269.0,23.0,-1292.0,-3947.0,714.0,49804.0,11942.0,1.0,37861.0,-755.0,23.0,1750.0,-2000.0,-1292.0,16091.0
CABK.MC,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP.PA,2020,,,,,,,,,,,,,,-150.0,-150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP.PA,2021,2581.0,,1159.0,672.0,672.0,117.0,529.0,178.0,,529.0,-440.0,-678.0,,,,,-262.0,-266.0,4.0,,,,-369.0,-369.0,,-47.0,-1746.0,,-1681.0,-1681.0,137.0,-1818.0,390.0,587.0,-197.0,-329.0,27.0,3119.0,157.0,134.0,2828.0,-266.0,587.0,137.0,-1818.0,-197.0,2315.0
CAP.PA,2022,2517.0,,1550.0,719.0,719.0,67.0,-193.0,-308.0,,-193.0,-451.0,-659.0,,,,,-283.0,-290.0,7.0,,,,-204.0,-204.0,,-172.0,-1124.0,,-14.0,-14.0,468.0,-482.0,-319.0,507.0,-826.0,-409.0,65.0,3795.0,734.0,-58.0,3119.0,-290.0,507.0,468.0,-482.0,-826.0,2227.0
CAP.PA,2023,2525.0,,1668.0,700.0,700.0,-17.0,-320.0,-152.0,,-320.0,-463.0,-383.0,,,,,-254.0,-259.0,5.0,,,,-343.0,-343.0,,214.0,-2305.0,,-1027.0,-1027.0,1905.0,-2932.0,-411.0,465.0,-876.0,-559.0,171.0,3517.0,-163.0,-115.0,3795.0,-259.0,465.0,1905.0,-2932.0,-876.0,2266.0
CAP.PA,2024,2526.0,,1677.0,683.0,683.0,-60.0,-214.0,-263.0,,-214.0,-521.0,-1337.0,,,,,-310.0,-315.0,5.0,,,,-827.0,-827.0,,-200.0,-2016.0,,-601.0,-601.0,847.0,-1448.0,-576.0,413.0,-989.0,-584.0,207.0,2787.0,-827.0,97.0,3517.0,-315.0,413.0,847.0,-1448.0,-989.0,2211.0
CAP.PA,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBK.DE,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734.0,,,1735.0,,,,,,1734.0,,,,
CBK.DE,2021,-24261.0,,354.0,,,-414.0,-35374.0,841.0,-2254.0,-35374.0,-328.0,-804.0,,,,,-695.0,-973.0,278.0,,,,-109.0,-111.0,2.0,,-1211.0,,-1375.0,-1375.0,,,496.0,496.0,,,495.0,49507.0,-26276.0,179.0,75603.0,-973.0,496.0,,,,-25234.0
CBK.DE,2022,25859.0,,1393.0,,,-10651.0,28883.0,482.0,-2570.0,28883.0,-233.0,-713.0,,,,,-620.0,-675.0,55.0,,,,-92.0,-168.0,76.0,-1.0,178.0,,477.0,477.0,,,0.0,0.0,0.0,,,75233.0,25324.0,402.0,49507.0,-675.0,0.0,,,0.0,25184.0
CBK.DE,2023,20282.0,,2214.0,,,-6111.0,15137.0,15.0,-672.0,15137.0,-673.0,-920.0,,,,,-941.0,-998.0,57.0,,,,20.0,-3.0,23.0,1.0,-1289.0,,-439.0,-439.0,,,-122.0,,-122.0,-250.0,-195.0,93126.0,18073.0,-180.0,75233.0,-998.0,,,,-122.0,19284.0
CBK.DE,2024,-20315.0,,2845.0,,,-5776.0,-27125.0,-560.0,-1989.0,-27125.0,-544.0,-1313.0,,,,,-1111.0,-1146.0,35.0,,,,-203.0,-262.0,59.0,1.0,565.0,,1245.0,1245.0,,,-1072.0,,-1072.0,-415.0,1099.0,73001.0,-21063.0,939.0,93126.0,-1146.0,,,,-1072.0,-21461.0
CBK.DE,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCEP.L,2020,,,,,,,,,,,,,,,,,,,,,-60.0,,,,0.0,,,,,,,,,,-129.0,,,,,,,,,,,-129.0,
CCEP.L,2021,2117.0,,1382.0,693.0,782.0,129.0,114.0,-34.0,,114.0,-306.0,-5605.0,,198.0,,,-324.0,-349.0,25.0,0.0,-97.0,0.0,-5380.0,-5405.0,25.0,-2.0,3289.0,,3927.0,4203.0,4877.0,-950.0,28.0,28.0,0.0,-638.0,-68.0,1407.0,-199.0,83.0,1523.0,-446.0,28.0,4877.0,-950.0,0.0,1671.0
