ticker_market,market,name,country,ticket
ALDV.PA,PA,Alliance Develop,france,ALDV
ALDP.PA,PA,ADL Partner,france,ALDP
FPN.PA,PA,Fonciere Paris Nord,france,FPN
ADVI.PA,PA,Advini,france,ADVI
AKA.PA,PA,Akka,france,AKA
AMOS.PA,PA,Alpha Mos,france,AMOS
ALMP.PA,PA,Altamir,france,ALMP
AREIT.PA,PA,Altareit,france,AREIT
AUBT.PA,PA,Aubay,france,AUBT
AUCP.PA,PA,Augros,france,AUCP
AUER.PA,PA,Aurea,france,AUER
AURS.PA,PA,Aures Tech,france,AURS
ADVA.PA,PA,Advenis,france,ADVA
CDBP.PA,PA,Baccarat,france,CDBP
BBUI.PA,PA,Barbara Bui,france,BBUI
BATD.PA,PA,Bastide Le Confort,france,BATD
BGBN.PA,PA,Bigben,france,BGBN
BLEE.PA,PA,Bleecker,france,BLEE
CBSM.PA,PA,SCBSM,france,CBSM
BULY.PA,PA,Burelle,france,BULY
CAT31.PA,PA,Ca Toulouse 31 CCI,france,CAT31
CAFO.PA,PA,Cafom,france,CAFO
CAPLI.PA,PA,Capelli,france,CAPLI
CRPP.PA,PA,Carpinienne Part.,france,CRPP
FCMC.PA,PA,Ferm. Casino Mun. Canne,france,FCMC
CFI.PA,PA,CFI,france,CFI
CIBP.PA,PA,Cibox Inter A,france,CIBP
CCAP.PA,PA,Cambodge Nom.,france,CCAP
GALIM.PA,PA,Galimmo,france,GALIM
CTRG.PA,PA,CIS,france,CTRG
COHE.PA,PA,Coheris,france,COHE
COLP.PA,PA,Colas,france,COLP
CRTS.PA,PA,Courtois,france,CRTS
CARM.PA,PA,Carmila,france,CARM
CROS.PA,PA,Crosswood,france,CROS
ALCYB.PA,PA,Cybergun,france,ALCYB
DALE.PA,PA,Dalet,france,DALE
AVMD.PA,PA,Dassault Aviation,france,AVMD
ALDEL.PA,PA,Delfingen,france,ALDEL
DLTA.PA,PA,Delta Plus,france,DLTA
DIGP.PA,PA,Digigram,france,DIGP
DMSP.PA,PA,Diagnostic Medical,france,DMSP
ECASA.PA,PA,ECA,france,ECASA
EGID.PA,PA,Egide,france,EGID
EEMA.PA,PA,Viktoria Invest,france,EEMA
SFPI.PA,PA,Groupe Sfpi,france,SFPI
ALDUB.PA,PA,Encres Dubuit,france,ALDUB
ESIG.PA,PA,ESI Group,france,ESIG
ECP.PA,PA,Europacorp,france,ECP
PPCF.PA,PA,Exacompta Clairefontaine,france,PPCF
EEPC.PA,PA,Explosifs Prod Chimiques,france,EEPC
FSDV.PA,PA,Fayenc. Sarreguemi.,france,FSDV
FAUV.PA,PA,Fauvet Girel,france,FAUV
FFPP.PA,PA,FFP,france,FFPP
SACP.PA,PA,Fiducial Office,france,SACP
PADI.PA,PA,Fiducial RE,france,PADI
ILSB.PA,PA,Fin. Etang Berre,france,ILSB
FINM.PA,PA,Financiere Marjos,france,FINM
LINP.PA,PA,Finatis,france,LINP
FIPP.PA,PA,FIPP,france,FIPP
BLIM.PA,PA,Fonciere 7 Invest,france,BLIM
FATL.PA,PA,Fonciere Atland,france,FATL
LOEX.PA,PA,Fonciere Euris,france,LOEX
INEA.PA,PA,Fonciere Inea,france,INEA
FLYP.PA,PA,Fonciere Lyonnaise,france,FLYP
SPOE.PA,PA,Fonciere Volta,france,SPOE
SFCA.PA,PA,Soc Franc Casinos,france,SFCA
FREY.PA,PA,Frey,france,FREY
FROB.PA,PA,Fromageries Bel,france,FROB
GEAP.PA,PA,GEA,france,GEAP
JAJP.PA,PA,Groupe JAJ SA,france,JAJP
GTCN.PA,PA,Guillemot,france,GTCN
HFCO.PA,PA,HF,france,HFCO
ALHIO.PA,PA,Hiolle,france,ALHIO
LZTL.PA,PA,Hotels De Paris,france,LZTL
IDVP.PA,PA,IDI,france,IDVP
IGXA.PA,PA,IGE + XAO,france,IGXA
FINA.PA,PA,Immob. Dassault,france,FINA
ARTO.PA,PA,Artois Nom.,france,ARTO
ETOF.PA,PA,Infotel,france,ETOF
IPH.PA,PA,Innate Pharma,france,IPH
INN.PA,PA,Innelec,france,INN
OLLI.PA,PA,Installux,france,OLLI
IRD.PA,PA,Groupe IRD,france,IRD
ITLI.PA,PA,IT Link,france,ITLI
ITFT.PA,PA,Itesoft,france,ITFT
ITS.PA,PA,ITS Group,france,ITS
JBOG.PA,PA,Jacques Bogart,france,JBOG
KEYR.PA,PA,Keyrus,france,KEYR
CHSS.PA,PA,Chausseria,france,CHSS
LACP.PA,PA,Lacroix,france,LACP
LBEL.PA,PA,Belier,france,LBEL
LNA.PA,PA,Le Noble Age,france,LNA
ALTAN.PA,PA,Le Tanneur,france,ALTAN
LEBO.PA,PA,Lebon,france,LEBO
ALLEX.PA,PA,Lexibook Linguistic,france,ALLEX
MFBP.PA,PA,Malteries FCO-Belges,france,MFBP
EFIN.PA,PA,Eurasia Fonciere,france,EFIN
ALMEC.PA,PA,Mecelec,france,ALMEC
DEDAL.PA,PA,Medasys,france,DEDAL
MEMS.PA,PA,Memscap,france,MEMS
AKW.PA,PA,Akwel,france,AKW
MIPO.PA,PA,Micropole,france,MIPO
MRM.PA,PA,M.R.M,france,MRM
MUSE.PA,PA,Musee Grevin,france,MUSE
NRO.PA,PA,Neurones,france,NRO
ALNSC.PA,PA,NSC Groupe,france,ALNSC
SABT.PA,PA,Oeneo,france,SABT
OLG.PA,PA,Olympique Lyonnais,france,OLG
ORPF.PA,PA,Orapi,france,ORPF
KAZI.PA,PA,Orchestra Premaman,france,KAZI
ROTH.PA,PA,Rothschild & Co,france,ROTH
PASS.PA,PA,Passat,france,PASS
PATC.PA,PA,Patrimoine Et Comm,france,PATC
GPIF.PA,PA,Perrier Gerard,france,GPIF
PLVP.PA,PA,Plastiques du Val de Loire,france,PLVP
CATGR.PA,PA,Catana Group,france,CATGR
PREP.PA,PA,Precia,france,PREP
ALPRI.PA,PA,Prismaflex,france,ALPRI
HOP.PA,PA,Public Systeme Hopscotch,france,HOP
LBIRD.PA,PA,Societe Quantel,france,LBIRD
RIBE.PA,PA,Riber,france,RIBE
ALRGR.PA,PA,Rougier,france,ALRGR
SABL.PA,PA,Sabeton,france,SABL
SELER.PA,PA,Selectirente,france,SELER
GIRO.PA,PA,Signaux Girod,france,GIRO
SIPH.PA,PA,SIPH,france,SIPH
SDTC.PA,PA,Soditech Ingenierie,france,SDTC
SPBS.PA,PA,Sofibus Patrimoine,france,SPBS
SRAG.PA,PA,Sofragi,france,SRAG
SCLR.PA,PA,Sogeclair,france,SCLR
WAVE.PA,PA,Wavestone,france,WAVE
DAMA.PA,PA,Somfy,france,DAMA
SQLI.PA,PA,SQLi,france,SQLI
DPTP.PA,PA,ST Dupont,france,DPTP
SESL.PA,PA,SES Imagotag,france,SESL
TYNN.PA,PA,Tayninh,france,TYNN
TIPK.PA,PA,Tipiak,france,TIPK
TIVO.PA,PA,Tivoly,france,TIVO
TETR.PA,PA,Touax,france,TETR
TEIF.PA,PA,Societe de la Tour Eiffel,france,TEIF
SMTPC.PA,PA,SMTPC,france,SMTPC
ALUMS.PA,PA,Umanis,france,ALUMS
UTIN.PA,PA,Union Technologies,france,UTIN
TCNP.PA,PA,Verneuil,france,TCNP
VETO.PA,PA,Vetoquinol,france,VETO
VDNT.PA,PA,Visiodent,france,VDNT
VLS.PA,PA,Valneva,france,VLS
VLTZ.PA,PA,Graines Voltz,france,VLTZ
XIL.PA,PA,Xilam,france,XIL
OFP.PA,PA,Officiis Properties,france,OFP
DPAP.PA,PA,Docks des Petroles dAmbes,france,DPAP
AGTA.PA,PA,Agta Record,france,AGTA
ALCLS.PA,PA,Cellectis,france,ALCLS
ALERS.PA,PA,Eurobio Scientific,france,ALERS
ALGEN.PA,PA,Genoway,france,ALGEN
GNFT.PA,PA,Genfit,france,GNFT
ALHYG.PA,PA,Hybrigenics,france,ALHYG
ALINT.PA,PA,Integragen,france,ALINT
ALNEV.PA,PA,Neovacs,france,ALNEV
ALVIA.PA,PA,Vialife,france,ALVIA
ALODI.PA,PA,O2I,france,ALODI
KORI.PA,PA,Korian Medica,france,KORI
EURA.PA,PA,Eurazeo,france,EURA
CATR.PA,PA,Caterpillar,france,CATR
MRK.PA,PA,Merck&Co,france,MRK
HBC.PA,PA,HSBC,france,HBC
DGE.PA,PA,Diageo,france,DGE
GNE.PA,PA,General Electric,france,GNE
MKEA.PA,PA,Mauna Kea Tech,france,MKEA
PRC.PA,PA,Artprice Com,france,PRC
ADOC.PA,PA,Adocia,france,ADOC
BRCP.PA,PA,Brasserie Cameroun,france,BRCP
CADNI.PA,PA,CRCAM Nord,france,CADNi
CALCI.PA,PA,CRCAM Atlantique,france,CALCi
CBOT.PA,PA,CBO Territoria,france,CBOT
CFOA.PA,PA,Fin. Ouest Africain,france,CFOA
CRBP2.PA,PA,CRCAM Brie Picardie 2,france,CRBP2
CRLA.PA,PA,CRCAM Langued,france,CRLA
DBV.PA,PA,DBV Technologies,france,DBV
EGAB.PA,PA,Total Gabon,france,EGAB
EOSI.PA,PA,EOS Imaging,france,EOSI
FOEQ.PA,PA,Forestiere Equatoriale,france,FOEQ
IDLA.PA,PA,ID Logistics,france,IDLA
VMX.PA,PA,Inside Secure,france,VMX
NANOB.PA,PA,Nanobiotix,france,NANOB
TLVB.PA,PA,Televerbier,france,TLVB
FNAC.PA,PA,Groupe FNAC,france,FNAC
ALIMP.PA,PA,Implanet,france,ALIMP
EKI.PA,PA,Ekinops SA,france,EKI
ALMIL.PA,PA,1000mercis SA,france,ALMIL
ALVDM.PA,PA,Voyageurs du Monde SA,france,ALVDM
ALEUP.PA,PA,Europlasma SA,france,ALEUP
SPIE.PA,PA,Spie,france,SPIE
ALPCI.PA,PA,Primecity Investment,france,ALPCI
MLFDV.PA,PA,Franck Deville SA,france,MLFDV
ALDR.PA,PA,Delta Drone SA,france,ALDR
MLGEL.PA,PA,Gel Groupe SA,france,MLGEL
ALICR.PA,PA,I.Ceram SA,france,ALICR
MLMUL.PA,PA,Mulann SA,france,MLMUL
MLCIO.PA,PA,Cioa,france,MLCIO
SLBP.PA,PA,Schlumberger,france,SLBP
ALCOI.PA,PA,Coil,france,ALCOI
ALHEO.PA,PA,H2O Innovation Inc,france,ALHEO
ALANT.PA,PA,Antevenio,france,ALANT
ALGEV.PA,PA,Gevelot,france,ALGEV
ALBDM.PA,PA,Bd Multimedia,france,ALBDM
ALESK.PA,PA,Esker,france,ALESK
CRAP.PA,PA,Crcam Alp.Prov,france,CRAP
CCNP.PA,PA,Crcam Norm.Sei,france,CCNP
ALADO.PA,PA,Adomos,france,ALADO
ALLOG.PA,PA,Logic Instrume,france,ALLOG
ALENR.PA,PA,Entreprendre,france,ALENR
CIV.PA,PA,Crcam Ille-Vil,france,CIV
CRLO.PA,PA,Crcam Loire Ht,france,CRLO
CRTO.PA,PA,Crcam Touraine,france,CRTO
CRSU.PA,PA,Crcam Sud RA,france,CRSU
CAIF.PA,PA,Crcam Paris Et,france,CAIF
CMO.PA,PA,Crcam Morbihan,france,CMO
ALGIL.PA,PA,Groupe Guillin,france,ALGIL
ALADA.PA,PA,Ada,france,ALADA
ALCOF.PA,PA,Cofidur,france,ALCOF
ALSIP.PA,PA,Si Participations,france,ALSIP
ALIDS.PA,PA,Idsud,france,ALIDS
ALPJT.PA,PA,Poujoulat,france,ALPJT
ALDBL.PA,PA,Bernard Loisea,france,ALDBL
ALMAK.PA,PA,Makheia Group,france,ALMAK
ALATF.PA,PA,Artefact,france,ALATF
ALDOL.PA,PA,Dolphin Integr,france,ALDOL
ALVIV.PA,PA,Visiativ,france,ALVIV
ALMIC.PA,PA,Microwave Visi,france,ALMIC
ALNSE.PA,PA,NSE SA,france,ALNSE
ALCLA.PA,PA,Clasquin,france,ALCLA
ALVER.PA,PA,Vergnet,france,ALVER
ALMAS.PA,PA,Mastrad,france,ALMAS
ALTVO.PA,PA,Evolis,france,ALTVO
ALNXT.PA,PA,Nextedia,france,ALNXT
ALBUD.PA,PA,Budget Telecom,france,ALBUD
ALBLD.PA,PA,Bilendi,france,ALBLD
ALMED.PA,PA,Medicrea Int.,france,ALMED
ALFRE.PA,PA,Freelance.Com,france,ALFRE
TKTT.PA,PA,Tarkett,france,TKTT
ALTHE.PA,PA,Theradiag,france,ALTHE
ALI2S.PA,PA,I2S,france,ALI2S
ALLHB.PA,PA,Les Hotels Bav,france,ALLHB
ALIVA.PA,PA,Ivalis,france,ALIVA
ALBFR.PA,PA,Sidetrade,france,ALBFR
ALMGI.PA,PA,Mg Internation,france,ALMGI
ALHVS.PA,PA,Harvest,france,ALHVS
ALVEL.PA,PA,Velcan,france,ALVEL
ALEZV.PA,PA,Easyvista,france,ALEZV
ALS30.PA,PA,Solutions 30,france,ALS30
ALTEV.PA,PA,Environnement,france,ALTEV
ALINN.PA,PA,Millet Innov.,france,ALINN
ALPRO.PA,PA,Prodware,france,ALPRO
ALOBR.PA,PA,Ober,france,ALOBR
ALWEB.PA,PA,Weborama,france,ALWEB
ALUPG.PA,PA,Upergy,france,ALUPG
ALAQU.PA,PA,Aquila SA,france,ALAQU
ALGAU.PA,PA,Gaussin,france,ALGAU
ALMDG.PA,PA,MGI Digital,france,ALMDG
ALDIE.PA,PA,Dietswell,france,ALDIE
ALTUR.PA,PA,Altur Inv,france,ALTUR
ALHIT.PA,PA,Hitechpros,france,ALHIT
ALNOV.PA,PA,Novacyt,france,ALNOV
ALAMG.PA,PA,Auplata,france,ALAMG
ALTRI.PA,PA,Trilogiq,france,ALTRI
ALDSL.PA,PA,D.L.S.I,france,ALDSL
ALENT.PA,PA,Entreparticuli,france,ALENT
ALGEM.PA,PA,Eurogerm,france,ALGEM
ALADM.PA,PA,Adthink Media,france,ALADM
ALEO2.PA,PA,EO2,france,ALEO2
ALFPC.PA,PA,Fountaine Pajo,france,ALFPC
ALIMO.PA,PA,Groupimo,france,ALIMO
ALALO.PA,PA,Acheter Louer,france,ALALO
ALROC.PA,PA,Roctool,france,ALROC
SSI.PA,PA,Supersonic Imagine,france,SSI
ALSTW.PA,PA,Streamwide,france,ALSTW
ALCES.PA,PA,Cesar,france,ALCES
OREGE.PA,PA,Orege,france,OREGE
ALAGR.PA,PA,Agrogeneration,france,ALAGR
COFA.PA,PA,Coface,france,COFA
ALWED.PA,PA,Wedia,france,ALWED
ALMER.PA,PA,Sapmer,france,ALMER
ALMNG.PA,PA,Madvertise,france,ALMNG
ALREW.PA,PA,Reworld Media,france,ALREW
ALDEI.PA,PA,Deinove,france,ALDEI
ALQWA.PA,PA,Custom Solutions,france,ALQWA
ALCAR.PA,PA,Carmat,france,ALCAR
ALBIO.PA,PA,Biosynex,france,ALBIO
ALMOU.PA,PA,Moulinvest,france,ALMOU
ALACT.PA,PA,Groupe Actiplay,france,ALACT
ALMDT.PA,PA,Mediantechn,france,ALMDT
ALGBE.PA,PA,Glob Bioenergi,france,ALGBE
ALTBG.PA,PA,The Blockchain,france,ALTBG
ALVMG.PA,PA,Visiomed Group,france,ALVMG
ALUCR.PA,PA,Ucar,france,ALUCR
ALCOG.PA,PA,Cogra,france,ALCOG
ALINS.PA,PA,Intrasense,france,ALINS
ALGLD.PA,PA,Gold By Gold,france,ALGLD
ALMET.PA,PA,Methanor,france,ALMET
FALG.PA,PA,Fermentalg,france,FALG
ALGEP.PA,PA,Global Ecopowe,france,ALGEP
ALSPW.PA,PA,Spineway,france,ALSPW
ALSGD.PA,PA,Spineguard,france,ALSGD
ERYP.PA,PA,Erytech Pharma,france,ERYP
MAGIS.PA,PA,Ymagis,france,MAGIS
ALMND.PA,PA,Montagne et Neige,france,ALMND
BLUE.PA,PA,Blue,france,BLUE
ALCRB.PA,PA,Carbios,france,ALCRB
FGA.PA,PA,Figeac Aero,france,FGA
ALCJ.PA,PA,Crossject,france,ALCJ
GTT.PA,PA,GTT,france,GTT
MCPHY.PA,PA,Mcphy Energy,france,MCPHY
ALONC.PA,PA,Oncodesign,france,ALONC
GKTX.PA,PA,GenKyoTex,france,GKTX
GVI.PA,PA,Genomicvision,france,GVI
AWOX.PA,PA,Awox,france,AWOX
ALREA.PA,PA,Realites,france,ALREA
ALUCI.PA,PA,Lucibel,france,ALUCI
PIX.PA,PA,Pixium Vision,france,PIX
SEFER.PA,PA,Sergeferrari G,france,SEFER
ELIOR.PA,PA,Elior Group,france,ELIOR
PID.PA,PA,Paragon Id,france,PID
ATEME.PA,PA,Ateme,france,ATEME
MSTY.PA,PA,Mainstay Medical,france,MSTY
IAM.PA,PA,Itissalat Al-Maghrib,france,IAM
ENX.PA,PA,Euronext,france,ENX
VALED3.PA,PA,Vale ADR,france,VALED3
FBAP.PA,PA,Fashion B Air,france,FBAP
ALEMV.PA,PA,Emova SA,france,ALEMV
ALFIL.PA,PA,Filae,france,ALFIL
ALSER.PA,PA,Serma Technologies,france,ALSER
ALSAS.PA,PA,Stradim Espace Finances,france,ALSAS
ALOCA.PA,PA,Oceasoft SAS,france,ALOCA
ALTRA.PA,PA,Traqueur SA,france,ALTRA
ALSIM.PA,PA,Assima PLC,france,ALSIM
ALBLU.PA,PA,Bluelinea SA,france,ALBLU
ALTHER.PA,PA,Theraclion SA,france,ALTHER
ALANV.PA,PA,Anevia SA,france,ALANV
ALPLA.PA,PA,Planet.FR SA,france,ALPLA
AIRFXB.PA,PA,Air France KLM,france,AIRFxb
ALSAF.PA,PA,Safe Orthopaedics SA,france,ALSAF
ELIS.PA,PA,Elis Services SA,france,ELIS
ALFOC.PA,PA,Focus Home,france,ALFOC
ALTRO.PA,PA,TronicS Microsystems,france,ALTRO
POXEL.PA,PA,Poxel SA,france,POXEL
ALTTI.PA,PA,Travel Technology Interactive,france,ALTTI
ALEUA.PA,PA,Eurasia Groupe Sa,france,ALEUA
ALQGC.PA,PA,Quantum Genomics SA,france,ALQGC
MLSUM.PA,PA,Sumo Resources PLC,france,MLSUM
ALESA.PA,PA,Ecoslops SA,france,ALESA
ALPAT.PA,PA,Plant Advanced Technologies SA,france,ALPAT
ABNX.PA,PA,Abionyx Pharma SA,france,ABNX
OSE.PA,PA,Ose Pharma International SA,france,OSE
ALSEN.PA,PA,Sensorion SA,france,ALSEN
EPS.PA,PA,Electro Power Systems SA,france,EPS
ALDRV.PA,PA,Drone Volt,france,ALDRV
MLIDP.PA,PA,Innovaderma,france,MLIDP
VLTSA.PA,PA,Voltalia SA,france,VLTSA
MLPRO.PA,PA,Skill Gaming,france,MLPRO
ALUNT.PA,PA,Uniti SA,france,ALUNT
WLN.PA,PA,Worldline SA,france,WLN
ALLIX.PA,PA,Wallix Group SA,france,ALLIX
ABVX.PA,PA,Abivax SA,france,ABVX
AMPLI.PA,PA,Amplitude Surgical SAS,france,AMPLI
EUCAR.PA,PA,Europcar Groupe SA,france,EUCAR
HIPAY.PA,PA,Hipay Group SA,france,HIPAY
ALBPS.PA,PA,Institut Biophytis SAS,france,ALBPS
ALCOR.PA,PA,Biocorp Production SA,france,ALCOR
AMEBA.PA,PA,Amoeba SA,france,AMEBA
CLNV.PA,PA,Cellnovo Group SA,france,CLNV
LHN.PA,PA,LafargeHolcim,france,LHN
MLGEQ.PA,PA,Gentlemen’s Equity,france,MLGEQ
MLVAL.PA,PA,Valoneo SASU,france,MLVAL
MLIFE.PA,PA,Global Health Group,france,MLIFE
MLORC.PA,PA,Orclass.com SA,france,MLORC
MLAEM.PA,PA,Ashler et Manson SARL,france,MLAEM
MLDYH.PA,PA,Design Your Home Holding AB,france,MLDYH
MLSKN.PA,PA,Microskin,france,MLSKN
ALFST.PA,PA,Technofirst SA,france,ALFST
MLDTB.PA,PA,Datbim SA,france,MLDTB
MLOVE.PA,PA,4Service Cloud Tech Ltd,france,MLOVE
SRPG.PA,PA,SRP Groupe SA,france,SRPG
ALKKO.PA,PA,Kko Intl,france,ALKKO
AMUN.PA,PA,Amundi,france,AMUN
MLCMG.PA,PA,Compagnie Miniere Grecemar SA,france,MLCMG
MLHK.PA,PA,Heckler & Koch Beteiligungs AG,france,MLHK
NOKIA.PA,PA,Nokia Oyj,france,NOKIA
ALPOU.PA,PA,Poulaillon SA,france,ALPOU
MLCLI.PA,PA,Maison Clio Blue SA,france,MLCLI
ALDBT.PA,PA,DBT SA,france,ALDBT
ALMLB.PA,PA,Miliboo SA,france,ALMLB
ALIMR.PA,PA,Immersion SA,france,ALIMR
ALWEC.PA,PA,WeConnect,france,ALWEC
MLOSA.PA,PA,O Sorbet d’Amour,france,MLOSA
MLAAT.PA,PA,Azorean Aquatic Tech,france,MLAAT
ALWIT.PA,PA,Witbe Net,france,ALWIT
GNRO.PA,PA,Geneuro,france,GNRO
ALQP.PA,PA,Quadpack Industries,france,ALQP
MLSFI.PA,PA,Swiss Fintec Invest,france,MLSFI
ALKLK.PA,PA,Kerlink,france,ALKLK
MDM.PA,PA,Maisons du Monde,france,MDM
MLSDN.PA,PA,La Savonnerie de Nyons,france,MLSDN
LFDE.PA,PA,La Francaise de l'Energie,france,LFDE
ALPCV.PA,PA,Cerinnov Group,france,ALPCV
STID.PA,PA,Streit Mecanique,france,STID
ALENE.PA,PA,Enertime,france,ALENE
SIGHT.PA,PA,Gensight Biologics,france,SIGHT
ALINV.PA,PA,Invibes Advertising,france,ALINV
MLUTP.PA,PA,Un Toit Pour Toi,france,MLUTP
PHARN.PA,PA,Pharnext,france,PHARN
3CHN.PA,PA,Les Trois Chenes,france,3CHN
ALTXC.PA,PA,Txcom,france,ALTXC
ARDPA.PA,PA,Les Motocycles Ardoin Saint Amand,france,ARDPa
BLBP.PA,PA,Financiere Hoche Bains les Bains,france,BLBP
CHMS.PA,PA,Mont Blanc,france,CHMS
CHRA.PA,PA,Imprimerie Chirat,france,CHRA
CNV.PA,PA,Cnova,france,CNV
CSCE.PA,PA,Lombard Et Medot,france,CSCE
DJTK.PA,PA,Digitech,france,DJTK
DYND.PA,PA,Dynafond,france,DYND
EARO.PA,PA,Eaux de Royan,france,EARO
EDDS.PA,PA,Editions du Signe,france,EDDS
IDSP.PA,PA,IDS,france,IDSP
KRNI.PA,PA,Groupe Carnivor,france,KRNI
ML350.PA,PA,As,france,ML350
MLAAH.PA,PA,Amatheon Agri,france,MLAAH
MLBAT.PA,PA,Batla Minerals,france,MLBAT
MLCEC.PA,PA,Cecurity.com,france,MLCEC
MLERO.PA,PA,Euroland Corporate,france,MLERO
MLETA.PA,PA,Metalliance,france,MLETA
MLFIR.PA,PA,Firstcaution,france,MLFIR
MLFTI.PA,PA,France Tourisme Immobilier,france,MLFTI
MLFXO.PA,PA,Finaxo Environnement,france,MLFXO
MLGES.PA,PA,Green Energy 4 Seasons,france,MLGES
MLIML.PA,PA,Imalliance,france,MLIML
MLLED.PA,PA,Novaday,france,MLLED
MLMFI.PA,PA,Medical Franchises,france,MLMFI
MLMON.PA,PA,MonFinancier,france,MLMON
MLOLM.PA,PA,Olmix,france,MLOLM
MLONE.PA,PA,Body One,france,MLONE
MLPFX.PA,PA,Parfex,france,MLPFX
MLRAM.PA,PA,Raphael Michel,france,MLRAM
MLSEQ.PA,PA,Sequa Petroleum,france,MLSEQ
MLSML.PA,PA,Smalto,france,MLSML
MLUMG.PA,PA,Umalis Group,france,MLUMG
MLV4S.PA,PA,Les verandas 4 saisons,france,MLV4S
MLVIS.PA,PA,Visio Nerf,france,MLVIS
MLWEY.PA,PA,Weya,france,MLWEY
NEWS.PA,PA,Nicolas Miguet et Associes,france,NEWS
NWZI.PA,PA,News Invest,france,NWZI
PGOA.PA,PA,PGO Automobiles,france,PGOA
PLAP.PA,PA,Placoplatre,france,PLAP
ROBFI.PA,PA,Robertet,france,ROBFi
SION.PA,PA,Simo Intl,france,SION
UMHS.PA,PA,Union Metallurgique De La Haute Seine,france,UMHS
ZCCM.PA,PA,ZCCM Investments,france,ZCCM
ALNLF.PA,PA,Neolife,france,ALNLF
ALNOX.PA,PA,Noxxon Pharma,france,ALNOX
ABEO.PA,PA,Abeo SAS,france,ABEO
ALPAR.PA,PA,Groupe Parot,france,ALPAR
ALPHS.PA,PA,Pharmasimple,france,ALPHS
MLGML.PA,PA,Gour Medical,france,MLGML
ALHSW.PA,PA,Horizontal Software,france,ALHSW
NEXTS.PA,PA,Nexstage Am,france,NEXTS
DRIS.PA,PA,Damaris,france,DRIS
MLMMC.PA,PA,Multimicrocloud,france,MLMMC
ALOSM.PA,PA,Osmozis,france,ALOSM
LYS.PA,PA,Lysogene,france,LYS
IVAA.PA,PA,Inventiva,france,IVAA
TKOO.PA,PA,Tikehau Capital Partners,france,TKOO
MLCHE.PA,PA,Cheops Technology,france,MLCHE
XFAB.PA,PA,X Fab Silicon,france,XFAB
MDW.PA,PA,Mediawan,france,MDW
PWG.PA,PA,Prodways,france,PWG
ALVAL.PA,PA,Valbiotis,france,ALVAL
BALYO.PA,PA,Balyo,france,BALYO
ALDA.PA,PA,ALD,france,ALDA
ANTAL.PA,PA,Antalis,france,ANTAL
MLAHC.PA,PA,Health,france,MLAHC
ALUVI.PA,PA,UV Germi,france,ALUVI
ALMII.PA,PA,Maison Internationale Informatique,france,ALMII
BUP.PA,PA,BIOM UP,france,BUP
ALARF.PA,PA,Adeunis,france,ALARF
MLALV.PA,PA,Alveen,france,MLALV
SMCP.PA,PA,Smcp,france,SMCP
ALTHX.PA,PA,Theranexus,france,ALTHX
ADVIC.PA,PA,Advicenne,france,ADVIC
ALVU.PA,PA,Vente Unique.com,france,ALVU
ALOXA.PA,PA,Oxatis,france,ALOXA
MLOCT.PA,PA,Octopus Robots,france,MLOCT
ALDNE.PA,PA,DONTNOD Entertainment,france,ALDNE
ALNN6.PA,PA,Enensys Technologies,france,ALNN6
VTX.PA,PA,Voluntis,france,VTX
COGEC.PA,PA,Cogelec,france,COGEC
ALKAL.PA,PA,Kalray,france,ALKAL
MLPRXP.PA,PA,Parx Plastics,france,MLPRXP
2CRSI.PA,PA,2Crsi,france,2CRSI
ALORD.PA,PA,Ordissimo,france,ALORD
ALTUV.PA,PA,BIO UV,france,ALTUV
RBO.PA,PA,Roche Bobois,france,RBO
ALAVY.PA,PA,Audiovalley,france,ALAVY
NAVYA.PA,PA,Navya,france,NAVYA
MLGDI.PA,PA,Guandao Puer,france,MLGDI
ALMBG.PA,PA,MyBest Group,france,ALMBG
MEDCL.PA,PA,Medincell,france,MEDCL
NEOEN.PA,PA,Neoen,france,NEOEN
ALVGO.PA,PA,VOGO,france,ALVGO
ALPRE.PA,PA,Predilife,france,ALPRE
ALLLN.PA,PA,Lleidanetworks Serveis Telematics,france,ALLLN
ALBKK.PA,PA,Baikowski,france,ALBKK
ALCUR.PA,PA,Arcure,france,ALCUR
MLWRC.PA,PA,Whiteni R Cajal,france,MLWRC
MLVAP.PA,PA,Kumulus Vape,france,MLVAP
MLEAS.PA,PA,Easson Holdings,france,MLEAS
ALEAC.PA,PA,Ediliziacrobatica,france,ALEAC
ALGTR.PA,PA,Groupe Tera,france,ALGTR
MLAGA.PA,PA,Agartha Real Estate,france,MLAGA
MLIPO.PA,PA,Iposa,france,MLIPO
ALPER.PA,PA,La Perla,france,ALPER
VRLA.PA,PA,Verallia Deutschland,france,VRLA
BOOST.PA,PA,Boostheat,france,BOOST
ALAGP.PA,PA,Agripower,france,ALAGP
FDJ.PA,PA,La Francaise,france,FDJ
BATS.L,L,British American Tobacco,united kingdom,BATS
HSBA.L,L,HSBC,united kingdom,HSBA
BARC.L,L,Barclays,united kingdom,BARC
IHG.L,L,InterContinental,united kingdom,IHG
BP.L,L,BP,united kingdom,BP
NXT.L,L,Next,united kingdom,NXT
LLOY.L,L,Lloyds Banking,united kingdom,LLOY
EZJ.L,L,EasyJet,united kingdom,EZJ
MKS.L,L,Marks & Spencer,united kingdom,MKS
BIRG.L,L,Bank Ireland,united kingdom,BIRG
GNS.L,L,Genus,united kingdom,GNS
