ticker_market,market,name,country,ticket
EMPR.L,L,Empresaria,united kingdom,EMPR
PRR.L,L,Providence,united kingdom,PRR
WNRG.L,L,Westmount Energy,united kingdom,WNRG
ZOLQ.L,L,Zoltav,united kingdom,ZOLq
RICA_P.L,L,Ruffer,united kingdom,RICA_p
LEAF.L,L,Leaf Clean Energy,united kingdom,LEAF
MBLT.L,L,Mobile Tornado,united kingdom,MBLT
GHH.L,L,Gooch&Housego,united kingdom,GHH
IGP.L,L,Intercede,united kingdom,IGP
N4P.L,L,N4 Pharma,united kingdom,N4P
CCT.L,L,Character,united kingdom,CCT
GRL.L,L,Goldstone,united kingdom,GRL
SAR.L,L,Sareum,united kingdom,SAR
CNGC.L,L,China Nonferrous Gold,united kingdom,CNGC
STAF.L,L,Staffline,united kingdom,STAF
SND.L,L,Sanderson,united kingdom,SND
CLON.L,L,Clontarf,united kingdom,CLON
SJH.L,L,St James House,united kingdom,SJH
GATC.L,L,GATTACA,united kingdom,GATC
AFS.L,L,Amiad,united kingdom,AFS
SALVS.L,L,SalvaRx,united kingdom,SALVS
ZIOC.L,L,Zanaga,united kingdom,ZIOC
CSRT.L,L,Consort,united kingdom,CSRT
VTC.L,L,Vitec Group,united kingdom,VTC
CINE.L,L,Cineworld,united kingdom,CINE
ARGR.L,L,Argos,united kingdom,ARGR
IMGE.L,L,Image Scan,united kingdom,IMGE
ACCI.L,L,Access Intelligence,united kingdom,ACCI
RED.L,L,Redt Energy,united kingdom,RED
BIDS.L,L,Bidstack,united kingdom,BIDS
ARCMA.L,L,ARC Minerals,united kingdom,ARCMA
BURF.L,L,Burford,united kingdom,BURF
EGRE.L,L,Egdon Resources,united kingdom,EGRE
INSEI.L,L,Inspired Energy,united kingdom,INSEI
LSR.L,L,Local Shopping,united kingdom,LSR
CRU.L,L,Coral Products,united kingdom,CRU
PMG.L,L,Parkmead Group PLC,united kingdom,PMG
BEM.L,L,Beowulf,united kingdom,BEM
FUM.L,L,Futura,united kingdom,FUM
HYR.L,L,Hydrodec,united kingdom,HYR
ALT.L,L,Altitude,united kingdom,ALT
PCA.L,L,Palace Capital PLC,united kingdom,PCA
ARDN.L,L,Arden,united kingdom,ARDN
CERP.L,L,Columbus Energy,united kingdom,CERP
CASPC.L,L,Caspian Sunrise,united kingdom,CASPC
LTGL.L,L,Learning Tech,united kingdom,LTGL
ORM.L,L,Ormonde Mining,united kingdom,ORM
UFO.L,L,Alien Metals,united kingdom,UFO
KIT.L,L,Keystone,united kingdom,KIT
LWI.L,L,Lowland,united kingdom,LWI
FOUR.L,L,4Imprint,united kingdom,FOUR
RWA.L,L,Robert Walters,united kingdom,RWA
GAGO.L,L,Galantas,united kingdom,GAGO
HERS.L,L,Herencia,united kingdom,HERS
GGPL.L,L,Greatland Gold,united kingdom,GGPL
ETXP.L,L,E-Therapeutics,united kingdom,ETXP
SAGS.L,L,Science Group,united kingdom,SAGS
CMBC.L,L,Cambria Africa,united kingdom,CMBC
ID2A.L,L,Indigovision,united kingdom,ID2A
IQG.L,L,IQGgeo Group,united kingdom,IQG
APT.L,L,AXA Property,united kingdom,APT
RHL.L,L,Redhall,united kingdom,RHL
CFX.L,L,Colefax,united kingdom,CFX
SOG.L,L,Statpro,united kingdom,SOG
TCN.L,L,Tricorn,united kingdom,TCN
ROSER.L,L,Rose Petroleum,united kingdom,ROSER
MLVN.L,L,Malvern International,united kingdom,MLVN
RGM.L,L,Regency Mines,united kingdom,RGM
VRP.L,L,Verona Pharma,united kingdom,VRP
XTR.L,L,Xtract Resources,united kingdom,XTR
LND.L,L,Landore,united kingdom,LND
CYAN.L,L,Cyanconnode,united kingdom,CYAN
ADT.L,L,Adept,united kingdom,ADT
PHD.L,L,Proactis,united kingdom,PHD
NTBR.L,L,Northern Bear,united kingdom,NTBR
CALL.L,L,Cloudcall Group,united kingdom,CALL
KEFI.L,L,KEFI Minerals,united kingdom,KEFI
TYMN.L,L,Tyman,united kingdom,TYMN
PGRP.L,L,Phoenix Resources,united kingdom,PGRP
STCM.L,L,Steppe Cement,united kingdom,STCM
BUT.L,L,Brunner,united kingdom,BUT
MKLW.L,L,Mucklow,united kingdom,MKLW
SHRS.L,L,Shires Income,united kingdom,SHRS
CAU.L,L,Centaur,united kingdom,CAU
MWEE.L,L,MTI Wireless,united kingdom,MWEE
PETA.L,L,Petards Group PLC,united kingdom,PETA
NAK.L,L,Nakama,united kingdom,NAK
TFW.L,L,FW Thorpe PLC,united kingdom,TFW
MXCP.L,L,MXC Capital,united kingdom,MXCP
SUMM.L,L,Summit Therapeutics,united kingdom,SUMM
UKR.L,L,Ukrproduct,united kingdom,UKR
GTC.L,L,Getech,united kingdom,GTC
DRV.L,L,Driver,united kingdom,DRV
VNET.L,L,Vianet,united kingdom,VNET
VTU.L,L,Vertu,united kingdom,VTU
ASH.L,L,Ashley House,united kingdom,ASH
MWG.L,L,Modern Water,united kingdom,MWG
LWRF.L,L,LightwaveRF,united kingdom,LWRF
TND.L,L,Tandem,united kingdom,TND
WBI.L,L,Woodbois,united kingdom,WBI
GVC.L,L,GVC Holdings,united kingdom,GVC
GEOG.L,L,Georgian Mining,united kingdom,GEOG
RAV.L,L,Raven Russia,united kingdom,RAV
TRS.L,L,Tarsus,united kingdom,TRS
AVTG.L,L,Avacta Group,united kingdom,AVTG
WRESW.L,L,W Resources,united kingdom,WRESW
ASCR.L,L,Ascent,united kingdom,ASCR
ARNR.L,L,Ariana,united kingdom,ARNR
ECRE.L,L,ECR Minerals,united kingdom,ECRE
ILND.L,L,Inland,united kingdom,ILND
CNDR.L,L,Condor,united kingdom,CNDR
MAIH.L,L,Maintel,united kingdom,MAIH
MURG.L,L,Murgitroyd,united kingdom,MURG
ROCKR.L,L,Rockfire,united kingdom,ROCKR
ZAMB.L,L,Zambeef,united kingdom,ZAMB
EVRH.L,L,EVR Holdings,united kingdom,EVRH
SRO.L,L,Spitfire Oil,united kingdom,SRO
SOLI.L,L,Solid State,united kingdom,SOLI
LID.L,L,Lidco,united kingdom,LID
SAA.L,L,M&C Saatchi,united kingdom,SAA
CLL.L,L,Cello,united kingdom,CLL
SRB.L,L,Serabi Gold,united kingdom,SRB
KIBO.L,L,Kibo Mining PLC,united kingdom,KIBO
MATD.L,L,Petro Matad,united kingdom,MATD
MBO.L,L,Mobilityone,united kingdom,MBO
AVON.L,L,Avon Rubber,united kingdom,AVON
LWB.L,L,Low & Bonar,united kingdom,LWB
MAJE.L,L,Majedie,united kingdom,MAJE
HAN.L,L,Hansa,united kingdom,HAN
M2Z.L,L,Seeing Machines,united kingdom,M2Z
ALAPH.L,L,Alliance Pharma,united kingdom,ALAPH
TOWR.L,L,Tower Resources,united kingdom,TOWR
EMEL.L,L,Empyrean,united kingdom,EMEL
SOSS.L,L,Sosandar,united kingdom,SOSS
CNCTC.L,L,Connect Group PLC,united kingdom,CNCTC
CTEA.L,L,Milestone,united kingdom,CTEA
PURE.L,L,Purecircle,united kingdom,PURE
CMH.L,L,Chamberlin,united kingdom,CMH
AVG.L,L,Avingtrans,united kingdom,AVG
IMM.L,L,ImmuPharma,united kingdom,IMM
PUR.L,L,Pure Gold Mining,united kingdom,PUR
BLTGB.L,L,Blancco Tech,united kingdom,BLTGB
DTG.L,L,Dart Group,united kingdom,DTG
ABAL.L,L,Abal Group,united kingdom,ABAL
CLPC.L,L,Clear Leisure,united kingdom,CLPC
OVB.L,L,Ovoca Gold,united kingdom,OVB
URU.L,L,URU Metals,united kingdom,URU
BOOT.L,L,Henry Boot,united kingdom,BOOT
RBDR.L,L,Reabold,united kingdom,RBDR
PYSM.L,L,Physiomics,united kingdom,PYSM
UKOGA.L,L,UK Oil & Gas A,united kingdom,UKOGa
AFEN.L,L,AFC Energy,united kingdom,AFEN
JWNG.L,L,Jaywing,united kingdom,JWNG
ARGOA.L,L,Argo,united kingdom,ARGOA
MTWL.L,L,Mattioli,united kingdom,MTWL
MOSE.L,L,Mobile Streams,united kingdom,MOSE
RQE.L,L,ReNeuron,united kingdom,RQE
WYWYN.L,L,Wynnstay,united kingdom,WYWYN
VITA.L,L,Vintana,united kingdom,VITA
GUS.L,L,Gusbourne PLC,united kingdom,GUS
NWF.L,L,N.W.F,united kingdom,NWF
SIXH.L,L,600 Group,united kingdom,SIXH
ITM.L,L,ITM Power,united kingdom,ITM
SOU.L,L,Sound Energy,united kingdom,SOU
MUBL.L,L,MBL Group,united kingdom,MUBL
DCD.L,L,DCD Media Plc,united kingdom,DCD
CRW.L,L,Craneware,united kingdom,CRW
CVSG.L,L,CVS Group,united kingdom,CVSG
NUOG.L,L,Nu-Oil and Gas,united kingdom,NUOG
LSAI.L,L,Location Sciences,united kingdom,LSAI
DPP.L,L,DP Poland,united kingdom,DPP
FTC.L,L,Filtronic,united kingdom,FTC
IHC.L,L,Inspiration Healthcare,united kingdom,IHC
AGTAR.L,L,Agriterra,united kingdom,AGTAR
INDII.L,L,Indus Gas,united kingdom,INDII
STMG.L,L,STM Group,united kingdom,STMG
EBQ.L,L,Ebiquity,united kingdom,EBQ
ZYT.L,L,Zytronic,united kingdom,ZYT
ZIN.L,L,Zinc Media Group,united kingdom,ZIN
TAVI.L,L,Tavistock,united kingdom,TAVI
LTHM.L,L,James Latham,united kingdom,LTHM
SPA.L,L,1Spatial,united kingdom,SPA
SOLO.L,L,Solo Oil,united kingdom,SOLO
CTPC.L,L,Castleton Tech,united kingdom,CTPC
CKN.L,L,Clarkson,united kingdom,CKN
CSN.L,L,Chesnara,united kingdom,CSN
IPO.L,L,IP Group,united kingdom,IPO
SWGS.L,L,Shearwater Group,united kingdom,SWGS
GLDP.L,L,Goldplat,united kingdom,GLDP
OTM.L,L,Ottoman,united kingdom,OTM
TLY.L,L,Totally,united kingdom,TLY
YGEN.L,L,Yourgene Health,united kingdom,YGEN
RUR.L,L,Rurelec,united kingdom,RUR
HDD.L,L,Hardide,united kingdom,HDD
TSTL.L,L,Tristel,united kingdom,TSTL
BYOT.L,L,Byotrol,united kingdom,BYOT
NASA.L,L,Nasstar,united kingdom,NASA
SOLG.L,L,SolGold,united kingdom,SOLG
ASTO.L,L,Assetco,united kingdom,ASTO
PEB.L,L,Pebble Beach Systems Group,united kingdom,PEB
GDWN.L,L,Goodwin,united kingdom,GDWN
MCB.L,L,McBride,united kingdom,MCB
RCDO.L,L,Ricardo,united kingdom,RCDO
KCT.L,L,Kin and Carta,united kingdom,KCT
NXR.L,L,Norcros,united kingdom,NXR
TPG.L,L,TP Group,united kingdom,TPG
SHAN.L,L,Shanta,united kingdom,SHAN
THRL.L,L,Thor Mining,united kingdom,THRL
ANP.L,L,Anpario,united kingdom,ANP
RSTP.L,L,Restore,united kingdom,RSTP
SSY.L,L,Scisys Group,united kingdom,SSY
AUG.L,L,Augean,united kingdom,AUG
CHRT.L,L,Cohort,united kingdom,CHRT
YOU.L,L,YouGov plc,united kingdom,YOU
IBPO.L,L,Ienergizer,united kingdom,IBPO
FST.L,L,Frontier Smart Tech,united kingdom,FST
RNO.L,L,Renold,united kingdom,RNO
KRS.L,L,Keras Resources,united kingdom,KRS
INS.L,L,Instem,united kingdom,INS
VALX.L,L,Valirx,united kingdom,VALX
HNTS.L,L,Huntsworth,united kingdom,HNTS
NBB.L,L,Norman Broadbent,united kingdom,NBB
MIRA.L,L,Mirada,united kingdom,MIRA
ECK.L,L,Eckoh,united kingdom,ECK
BGO.L,L,Bango,united kingdom,BGO
TAST.L,L,Tasty,united kingdom,TAST
EQTE.L,L,EQTEC PLC,united kingdom,EQTE
SUS.L,L,S&U,united kingdom,SUS
AGLE.L,L,Angle,united kingdom,AGLE
MDZE.L,L,MediaZest,united kingdom,MDZE
NCCG.L,L,NCC Group,united kingdom,NCCG
DLGD.L,L,Direct Line Insurance,united kingdom,DLGD
NMC.L,L,NMC Health,united kingdom,NMC
CCH.L,L,Coca Cola HBC AG,united kingdom,CCH
JE.L,L,Just Eat,united kingdom,JE
AUTOA.L,L,Auto Trader Group Plc,united kingdom,AUTOA
NBLS.L,L,NB Global Floating Rate,united kingdom,NBLS
WWH.L,L,Worldwide Healthcare,united kingdom,WWH
DPH.L,L,Dechra Pharma,united kingdom,DPH
DPLM.L,L,Diploma,united kingdom,DPLM
TED.L,L,Ted Baker,united kingdom,TED
SYNCS.L,L,Syncona,united kingdom,SYNCS
NRRT.L,L,Newriver Retail,united kingdom,NRRT
UDG.L,L,UDG Healthcare,united kingdom,UDG
RMG.L,L,Royal Mail,united kingdom,RMG
MDCM.L,L,Mediclinic Int,united kingdom,MDCM
CRST.L,L,Crest Nicholson,united kingdom,CRST
JUSTJ.L,L,Just Group,united kingdom,JUSTJ
NOGN.L,L,Nostrum Oil & Gas,united kingdom,NOGN
ETO.L,L,Entertainment One,united kingdom,ETO
TRIG.L,L,Renewables,united kingdom,TRIG
UKWG.L,L,Greencoat,united kingdom,UKWG
GFTU_U.L,L,Grafton,united kingdom,GFTU_u
RSER.L,L,REL,united kingdom,RSER
PETSP.L,L,Pets at Home Group PLC,united kingdom,PETSP
RDI.L,L,RDI Reit,united kingdom,RDI
PLP.L,L,Polypipe Group,united kingdom,PLP
CARDC.L,L,Card Factory,united kingdom,CARDC
SAGAG.L,L,Saga,united kingdom,SAGAG
SSPG.L,L,SSP,united kingdom,SSPG
SPI.L,L,Spire Healthcare,united kingdom,SPI
BBOXT.L,L,Tritax Big Box,united kingdom,BBOXT
FDM.L,L,FDM,united kingdom,FDM
OSBO.L,L,OSB,united kingdom,OSBO
PSSL.L,L,Pollen Street,united kingdom,PSSL
INDV.L,L,Indivior PLC,united kingdom,INDV
JLG.L,L,John Laing Group Plc,united kingdom,JLG
SEQI.L,L,Sequoia Economic Infrastructure,united kingdom,SEQI
WIZZ.L,L,Wizz Air Holdings PLC,united kingdom,WIZZ
COA.L,L,Coats,united kingdom,COA
AAAA.L,L,AA Plc,united kingdom,AAAA
BMEB.L,L,B&M European Value Retail SA,united kingdom,BMEB
SNNS.L,L,Sanne Group PLC,united kingdom,SNNS
MERL.L,L,Merlin Entertainments PLC,united kingdom,MERL
WPCT.L,L,Woodford Patient Capital Trust,united kingdom,WPCT
SOPH.L,L,Sophos Group PLC,united kingdom,SOPH
EQN.L,L,Equiniti Group PLC,united kingdom,EQN
HSTG.L,L,Hastings Group Holdings PLC,united kingdom,HSTG
IBST.L,L,Ibstock PLC,united kingdom,IBST
MCS.L,L,McCarthy & Stone PLC,united kingdom,MCS
SCTS.L,L,Softcat PLC,united kingdom,SCTS
CSPC.L,L,Countryside Properties,united kingdom,CSPC
ASCL.L,L,Ascential,united kingdom,ASCL
VMUK.L,L,CYBG,united kingdom,VMUK
MTRO.L,L,Metro Bank,united kingdom,MTRO
VEILV.L,L,Vietnam Enterprise,united kingdom,VEILV
TBCG.L,L,TBC Bank Group,united kingdom,TBCG
HVPEA.L,L,HarbourVest Global,united kingdom,HVPEa
PSHP.L,L,Pershing Square,united kingdom,PSHP
ALFAAL.L,L,Alfa Financial,united kingdom,ALFAAL
CTEC.L,L,ConvaTec Group,united kingdom,CTEC
ALML.L,L,Allied Mind,united kingdom,ALML
CMCX.L,L,CMC Markets,united kingdom,CMCX
AO.L,L,Ao World,united kingdom,AO
RDSB.L,L,Royal Dutch Shell B,united kingdom,RDSb
INGA.AS,AS,ING Groep,netherlands,INGA
RDSA.AS,AS,Royal Dutch Shell A,netherlands,RDSa
HEIN.AS,AS,Heineken,netherlands,HEIN
AEGN.AS,AS,Aegon,netherlands,AEGN
PHG.AS,AS,Philips,netherlands,PHG
ARBN.AS,AS,Amsterdam Commodities,netherlands,ARBN
RDSB.AS,AS,Royal Dutch Shell B,netherlands,RDSb
HOLCO.AS,AS,Holland Colours,netherlands,HOLCO
URW.AS,AS,WFD Unibail Rodamco,netherlands,URW
ASMI.AS,AS,ASM,netherlands,ASMI
RAND.AS,AS,Randstad,netherlands,RAND
FUGRC.AS,AS,Fugro,netherlands,FUGRc
CORB.AS,AS,Corbion,netherlands,CORB
VASN.AS,AS,Vastned Retail,netherlands,VASN
AMG.AS,AS,AMG,netherlands,AMG
WLSNC.AS,AS,Wolters Kluwer,netherlands,WLSNc
SBMO.AS,AS,SBM Offshore,netherlands,SBMO
ORDN.AS,AS,Ordina,netherlands,ORDN
AKZO.AS,AS,Akzo Nobel,netherlands,AKZO
VOPA.AS,AS,Vopak,netherlands,VOPA
TOM2.AS,AS,TomTom,netherlands,TOM2
DSMN.AS,AS,Koninklijke DSM,netherlands,DSMN
BSWSC.AS,AS,Koninklijke Wessanen,netherlands,BSWSc
KARD.AS,AS,Kardan NV,netherlands,KARD
AD.AS,AS,Ahold Delhaize,netherlands,AD
MT.AS,AS,ArcelorMittal,netherlands,MT
BINCK.AS,AS,Binckbank,netherlands,BINCK
KPN.AS,AS,Koninklijke KPN,netherlands,KPN
BAMN.AS,AS,BAM Groep,netherlands,BAMN
ASML.AS,AS,ASML Holding,netherlands,ASML
NSTEC.AS,AS,NSI,netherlands,NSTEc
AALB.AS,AS,Aalberts Industries,netherlands,AALB
WEHA.AS,AS,Wereldhave,netherlands,WEHA
ARDS.AS,AS,Arcadis,netherlands,ARDS
BRUN.AS,AS,Brunel,netherlands,BRUN
BOSN.AS,AS,Boskalis Westminster,netherlands,BOSN
HLAN.AS,AS,Hal Trust,netherlands,HLAN
HEIJ.AS,AS,Heijmans,netherlands,HEIJ
SVEL.AS,AS,Kendrion,netherlands,SVEL
PHAR.AS,AS,Pharming Group,netherlands,PHAR
ACCG.AS,AS,Accell,netherlands,ACCG
SIPFC.AS,AS,Eurocommercial Properties,netherlands,SIPFc
HUDN.AS,AS,Hunter Douglas,netherlands,HUDN
LVIDE.AS,AS,Lavide,netherlands,LVIDE
CTAN.AS,AS,CTAC,netherlands,CTAN
BETR.AS,AS,Beter Bed,netherlands,BETR
SNOW.AS,AS,SnowWorld NV,netherlands,SNOW
TWKNC.AS,AS,TKH Group,netherlands,TWKNc
KASNC.AS,AS,KAS Bank,netherlands,KASNc
BESI.AS,AS,BE Semiconductor,netherlands,BESI
NEDP.AS,AS,Nedap,netherlands,NEDP
AJAX.AS,AS,Ajax,netherlands,AJAX
ICTA.AS,AS,ICT Group,netherlands,ICTA
BRIL.AS,AS,Brill,netherlands,BRIL
ORANW.AS,AS,Oranjewoud NV,netherlands,ORANW
VLAN.AS,AS,Van Lanschot,netherlands,VLAN
ROON.AS,AS,Roodmicrotec,netherlands,ROON
DGB.AS,AS,DGB Group,netherlands,DGB
NEWN.AS,AS,Neways Electronics,netherlands,NEWN
EAS2P.AS,AS,Ease2pay,netherlands,EAS2P
ARTN.AS,AS,Stern Groep,netherlands,ARTN
YATRA.AS,AS,Yatra Capital,netherlands,YATRA
REL.AS,AS,Relx,netherlands,REL
DPA.AS,AS,DPA Group,netherlands,DPA
PHLX.AS,AS,Inverko,netherlands,PHLX
NEDSE.AS,AS,NedSense,netherlands,NEDSE
APAM.AS,AS,Aperam,netherlands,APAM
PTNL.AS,AS,PostNL,netherlands,PTNL
HYDRA.AS,AS,Hydratec,netherlands,HYDRA
TFG.AS,AS,Tetragon,netherlands,TFG
IEX.AS,AS,Iex Group,netherlands,IEX
GLPG.AS,AS,Galapagos,netherlands,GLPG
ACCS.AS,AS,Accsys,netherlands,ACCS
ANDP.AS,AS,AND,netherlands,ANDP
ATRS.AS,AS,Atrium Ltd,netherlands,ATRS
BGHL.AS,AS,Boussard Gavaudan,netherlands,BGHL
ESPE.AS,AS,Esperite,netherlands,ESPE
NSEN.AS,AS,New Sources Energy,netherlands,NSEN
SLIGR.AS,AS,Sligro Food,netherlands,SLIGR
ARCPF.AS,AS,Arcona Property,netherlands,ARCPF
TIEH.AS,AS,Tie Holding,netherlands,TIEH
CCEP.AS,AS,Coca-Cola European,netherlands,CCEP
PRCF.AS,AS,Porceleyne Fles,netherlands,PRCF
CLB.AS,AS,Core Laboratories,netherlands,CLB
NOVI.AS,AS,Novisource,netherlands,NOVI
AAA.AS,AS,AP Alternative Asset,netherlands,AAA
MORE.AS,AS,HeadFirst Source,netherlands,MORE
BEVA.AS,AS,Bever Holding NV,netherlands,BEVA
VALU8.AS,AS,Value8,netherlands,VALU8
ECT.AS,AS,Eurocastle Investment,netherlands,ECT
HEIO.AS,AS,Heineken,netherlands,HEIO
OCI.AS,AS,OCI NV,netherlands,OCI
TBIRD.AS,AS,Thunderbird Resorts,netherlands,TBIRD
VTA.AS,AS,Volta Finance,netherlands,VTA
PSH.AS,AS,Pershing Square,netherlands,PSH
VVY.AS,AS,Vivoryon Therapeutics,netherlands,VVY
NN.AS,AS,NN Group NV,netherlands,NN
IMCD.AS,AS,IMCD NV,netherlands,IMCD
THXLE.AS,AS,Theta Legends,netherlands,THXLE
BOLS.AS,AS,Lucas Bols,netherlands,BOLS
GVNV.AS,AS,Grandvision BV,netherlands,GVNV
FLOW.AS,AS,Flow Traders NV,netherlands,FLOW
KDS.AS,AS,Kiadis Pharma,netherlands,KDS
ATCA.AS,AS,Altice,netherlands,ATCA
INTER.AS,AS,Intertrust Group Holding SA,netherlands,INTER
RNTO.AS,AS,Robeco Global,netherlands,RNTO
ABND.AS,AS,ABN AMRO,netherlands,ABNd
CURE.AS,AS,Curetis NV,netherlands,CURE
ATCB.AS,AS,Altice NV B,netherlands,ATCB
SIFG.AS,AS,Sif Holding NV,netherlands,SIFG
LIGHT.AS,AS,Signify,netherlands,LIGHT
FFARM.AS,AS,ForFarmers,netherlands,FFARM
ASRNL.AS,AS,ASR Nederland,netherlands,ASRNL
BFIT.AS,AS,Basic Fit,netherlands,BFIT
ENVI.AS,AS,Envipco,netherlands,ENVI
RBEN.AS,AS,Robeco Global Stars,netherlands,RBEN
RLIN.AS,AS,Rolinco,netherlands,RLIN
UNA.AS,AS,Unilever NV,netherlands,UNA
TKWY.AS,AS,Takeaway Com,netherlands,TKWY
AVTX.AS,AS,Avantium,netherlands,AVTX
VON.AS,AS,VEON,netherlands,VON
KVW.AS,AS,Koninklijke Volker Wessels Stevin,netherlands,KVW
NRP.AS,AS,NEPI Rockcastle,netherlands,NRP
REINA.AS,AS,Reinet Invest,netherlands,REINA
PREVA_P.AS,AS,Value8 Pref,netherlands,PREVA_p
DSC1.AS,AS,Dutch Star Companies ONE NV,netherlands,DSC1
ALFEN.AS,AS,Alfen Beheer,netherlands,ALFEN
BSGR.AS,AS,B&S Group,netherlands,BSGR
NIBC.AS,AS,NIBC Holding,netherlands,NIBC
ADYEN.AS,AS,Adyen,netherlands,ADYEN
FASTN.AS,AS,Fastned BV,netherlands,FASTN
MAREL.AS,AS,Marel hf,netherlands,MAREL
PRX.AS,AS,Prosus,netherlands,PRX
ALHGR.AS,AS,Hoffmann Green,netherlands,ALHGR
CMCOM.AS,AS,Cm,netherlands,CMCOM
CSGN.SW,SW,Credit Suisse,switzerland,CSGN
ADEN.SW,SW,Adecco N,switzerland,ADEN
CFR.SW,SW,Richemont,switzerland,CFR
BAER.SW,SW,Julius Baer,switzerland,BAER
ABBN.SW,SW,ABB,switzerland,ABBN
LHN.SW,SW,LafargeHolcim,switzerland,LHN
BALN.SW,SW,Baloise Holding,switzerland,BALN
LOGN.SW,SW,Logitech,switzerland,LOGN
CLN.SW,SW,Clariant,switzerland,CLN
ZURN.SW,SW,Zurich Insurance Group,switzerland,ZURN
UHR.SW,SW,Swatch I,switzerland,UHR
SLHN.SW,SW,Swiss Life Holding,switzerland,SLHN
NOVN.SW,SW,Novartis,switzerland,NOVN
NESN.SW,SW,Nestle,switzerland,NESN
SRENH.SW,SW,Swiss Re,switzerland,SRENH
ROG.SW,SW,Roche Holding Participation,switzerland,ROG
LONN.SW,SW,Lonza Group,switzerland,LONN
SCMN.SW,SW,Swisscom,switzerland,SCMN
SGSN.SW,SW,SGS,switzerland,SGSN
KURN.SW,SW,Kuros Biosciences,switzerland,KURN
OERL.SW,SW,OC Oerlikon Corp,switzerland,OERL
RIGN.SW,SW,Transocean,switzerland,RIGN
BASFZ.SW,SW,BASF,switzerland,BASFZ
SIEGN.SW,SW,Siemens AG,switzerland,SIEGn
DANO.SW,SW,Danone,switzerland,DANO
GE.SW,SW,General Electric,switzerland,GE
GEBN.SW,SW,Geberit,switzerland,GEBN
AMS.SW,SW,AMS,switzerland,AMS
BEAN.SW,SW,Belimo Holding,switzerland,BEAN
VALN.SW,SW,Valora Holding,switzerland,VALN
BUCN.SW,SW,Bucher Industries,switzerland,BUCN
RIEN.SW,SW,Rieter Holding,switzerland,RIEN
ALLN.SW,SW,Allreal Holding,switzerland,ALLN
FHZN.SW,SW,Flughafen Zurich,switzerland,FHZN
KOMN.SW,SW,Komax Holding,switzerland,KOMN
IFCN.SW,SW,Inficon Holding,switzerland,IFCN
MOBN.SW,SW,Mobimo Hldg,switzerland,MOBN
ASCN.SW,SW,Ascom Holding AG,switzerland,ASCN
DOKA.SW,SW,Dorma Kaba Holding,switzerland,DOKA
TECN.SW,SW,Tecan Group,switzerland,TECN
BOS.SW,SW,Bossard Holding AG,switzerland,BOS
VONN.SW,SW,Vontobel Holding,switzerland,VONN
EMMN.SW,SW,Emmi AG,switzerland,EMMN
BCVN.SW,SW,Banque Cantonale,switzerland,BCVN
EMSN.SW,SW,Ems Chemie Hld,switzerland,EMSN
EVE.SW,SW,Evolva Holding,switzerland,EVE
IMPN.SW,SW,Implenia,switzerland,IMPN
SCHN.SW,SW,Schindler Holding,switzerland,SCHN
DAE.SW,SW,Daetwyl I,switzerland,DAE
KARN.SW,SW,Kardex,switzerland,KARN
ARBNO.SW,SW,Arbonia,switzerland,ARBNO
ZEHN.SW,SW,Zehnder,switzerland,ZEHN
COPN.SW,SW,COSMO Pharma,switzerland,COPN
BION.SW,SW,BB Biotech,switzerland,BION
SIKA.SW,SW,Sika,switzerland,SIKA
SPSN.SW,SW,Swiss Prime Site,switzerland,SPSN
BARN.SW,SW,Barry Callebaut,switzerland,BARN
LISN.SW,SW,Lindt & Spruengli,switzerland,LISN
HELN.SW,SW,Helvetia,switzerland,HELN
PSPN.SW,SW,PSP Swiss Property,switzerland,PSPN
PGHN.SW,SW,Partners Group,switzerland,PGHN
SCHP.SW,SW,Schindler Ps,switzerland,SCHP
KNIN.SW,SW,Kuehne & Nagel,switzerland,KNIN
SUN.SW,SW,Sulzer,switzerland,SUN
ARYN.SW,SW,Aryzta,switzerland,ARYN
DKSH.SW,SW,DKSH Holding,switzerland,DKSH
FIN.SW,SW,Georg Fischer,switzerland,FIN
SOON.SW,SW,Sonova H Ag,switzerland,SOON
VATN.SW,SW,Valiant,switzerland,VATN
VIFN.SW,SW,Vifor Pharma,switzerland,VIFN
PARG.SW,SW,Pargesa I,switzerland,PARG
GAMH.SW,SW,GAM Holding,switzerland,GAMH
LMN.SW,SW,Lastminute.com,switzerland,LMN
NESNEE.SW,SW,Nestle,switzerland,NESNEE
HBMNN.SW,SW,HBM Healthcare Investments AG,switzerland,HBMNN
MOLN.SW,SW,Molecular Partners AG,switzerland,MOLN
LISP.SW,SW,Lindt & Sp Ps,switzerland,LISP
UHRN.SW,SW,Swatch Group N,switzerland,UHRN
UBSG.SW,SW,UBS Group,switzerland,UBSG
SFSN.SW,SW,SFS Group AG,switzerland,SFSN
BELL.SW,SW,Bell AG,switzerland,BELL
SRCG.SW,SW,Sunrise Communications AG,switzerland,SRCG
SPCE.SW,SW,Spice Priv AG,switzerland,SPCE
ADVN.SW,SW,Adval Tech Holding AG,switzerland,ADVN
ADXN.SW,SW,Addex Therapeutics Ltd,switzerland,ADXN
AEVS.SW,SW,Aevis Victoria,switzerland,AEVS
AIRE.SW,SW,Airesis SA,switzerland,AIRE
AIRN.SW,SW,Airopack Tech Group AG,switzerland,AIRN
ALPH.SW,SW,Alpiq Holding AG,switzerland,ALPH
