ticker,year,market,name,country,ticket,index
BKT.MC,2024,Madrid Stock Exchange,Bankinter,Spain,BKT,IBEX35
BKT.MC,2025,Madrid Stock Exchange,Bankinter,Spain,BKT,IBEX35
SAB.MC,2022,Madrid Stock Exchange,Banco Sabadell,Spain,SAB,IBEX 35
CABK.MC,2020,Madrid Stock Exchange,CaixaBank,Spain,CABK,IBEX35
CABK.MC,2021,Madrid Stock Exchange,CaixaBank,Spain,CABK,IBEX 35
SAN.MC,2023,Madrid Stock Exchange,Banco Santander,Spain,SAN,IBEX35
CABK.MC,2024,Madrid Stock Exchange,CaixaBank,Spain,CABK,IBEX35
CABK.MC,2025,Madrid Stock Exchange,CaixaBank,Spain,CABK,IBEX35
SAN.MC,2022,Madrid Stock Exchange,Banco Santander,Spain,SAN,IBEX 35
CIE.MC,2020,Madrid Stock Exchange,CIE Automotive,Spain,CIE,IBEX35
CIE.MC,2021,Madrid Stock Exchange,CIE Automotive,Spain,CIE,IBEX 35
CLNX.MC,2020,Madrid Stock Exchange,Cellnex Telecom,Spain,CLNX,IBEX35
CLNX.MC,2021,Madrid Stock Exchange,Cellnex Telecom,Spain,CLNX,IBEX 35
BKT.MC,2022,Madrid Stock Exchange,Bankinter,Spain,BKT,IBEX 35
CLNX.MC,2024,Madrid Stock Exchange,Cellnex Telecom,Spain,CLNX,IBEX35
CLNX.MC,2025,Madrid Stock Exchange,Cellnex Telecom,Spain,CLNX,IBEX35
BKT.MC,2023,Madrid Stock Exchange,Bankinter,Spain,BKT,IBEX35
COL.MC,2020,Madrid Stock Exchange,Inmobiliaria Colonial,Spain,COL,IBEX35
COL.MC,2021,Madrid Stock Exchange,Inmobiliaria Colonial,Spain,COL,IBEX 35
BBVA.MC,2022,Madrid Stock Exchange,BBVA,Spain,BBVA,IBEX 35
COL.MC,2024,Madrid Stock Exchange,Inmobiliaria Colonial,Spain,COL,IBEX35
COL.MC,2025,Madrid Stock Exchange,Inmobiliaria Colonial,Spain,COL,IBEX35
BBVA.MC,2023,Madrid Stock Exchange,BBVA,Spain,BBVA,IBEX35
ELE.MC,2020,Madrid Stock Exchange,Endesa,Spain,ELE,IBEX35
ELE.MC,2021,Madrid Stock Exchange,Endesa,Spain,ELE,IBEX 35
CABK.MC,2022,Madrid Stock Exchange,CaixaBank,Spain,CABK,IBEX 35
ELE.MC,2024,Madrid Stock Exchange,Endesa,Spain,ELE,IBEX35
ELE.MC,2025,Madrid Stock Exchange,Endesa,Spain,ELE,IBEX35
CABK.MC,2023,Madrid Stock Exchange,CaixaBank,Spain,CABK,IBEX35
ENG.MC,2020,Madrid Stock Exchange,Enagas,Spain,ENG,IBEX35
ENG.MC,2021,Madrid Stock Exchange,Enagas,Spain,ENG,IBEX 35
CLNX.MC,2022,Madrid Stock Exchange,Cellnex Telecom,Spain,CLNX,IBEX 35
ENG.MC,2024,Madrid Stock Exchange,Enagas,Spain,ENG,IBEX35
ENG.MC,2025,Madrid Stock Exchange,Enagas,Spain,ENG,IBEX35
CLNX.MC,2023,Madrid Stock Exchange,Cellnex Telecom,Spain,CLNX,IBEX35
FDR.MC,2020,Madrid Stock Exchange,Fluidra,Spain,FDR,IBEX35
FDR.MC,2021,Madrid Stock Exchange,Fluidra,Spain,FDR,IBEX 35
ENG.MC,2022,Madrid Stock Exchange,Enagas,Spain,ENG,IBEX 35
FDR.MC,2024,Madrid Stock Exchange,Fluidra,Spain,FDR,IBEX35
FDR.MC,2025,Madrid Stock Exchange,Fluidra,Spain,FDR,IBEX35
ENG.MC,2023,Madrid Stock Exchange,Enagas,Spain,ENG,IBEX35
FER.MC,2020,Madrid Stock Exchange,Ferrovial,Spain,FER,IBEX35
FER.MC,2021,Madrid Stock Exchange,Ferrovial,Spain,FER,IBEX 35
ELE.MC,2022,Madrid Stock Exchange,Endesa,Spain,ELE,IBEX 35
FER.MC,2024,Madrid Stock Exchange,Ferrovial,Spain,FER,IBEX35
FER.MC,2025,Madrid Stock Exchange,Ferrovial,Spain,FER,IBEX35
ELE.MC,2023,Madrid Stock Exchange,Endesa,Spain,ELE,IBEX35
GRF.MC,2020,Madrid Stock Exchange,Grifols,Spain,GRF,IBEX35
GRF.MC,2021,Madrid Stock Exchange,Grifols,Spain,GRF,IBEX 35
FER.MC,2022,Madrid Stock Exchange,Ferrovial,Spain,FER,IBEX 35
GRF.MC,2024,Madrid Stock Exchange,Grifols,Spain,GRF,IBEX35
GRF.MC,2025,Madrid Stock Exchange,Grifols,Spain,GRF,IBEX35
FER.MC,2023,Madrid Stock Exchange,Ferrovial,Spain,FER,IBEX35
IAG.MC,2020,Madrid Stock Exchange,IAG,Spain,IAG,IBEX35
IAG.MC,2021,Madrid Stock Exchange,IAG,Spain,IAG,IBEX 35
FDR.MC,2022,Madrid Stock Exchange,Fluidra,Spain,FDR,IBEX 35
IAG.MC,2024,Madrid Stock Exchange,IAG,Spain,IAG,IBEX35
IAG.MC,2025,Madrid Stock Exchange,IAG,Spain,IAG,IBEX35
FDR.MC,2023,Madrid Stock Exchange,Fluidra,Spain,FDR,IBEX35
IBE.MC,2020,Madrid Stock Exchange,Iberdrola,Spain,IBE,IBEX35
IBE.MC,2021,Madrid Stock Exchange,Iberdrola,Spain,IBE,IBEX 35
GRF.MC,2022,Madrid Stock Exchange,Grifols,Spain,GRF,IBEX 35
IBE.MC,2024,Madrid Stock Exchange,Iberdrola,Spain,IBE,IBEX35
IBE.MC,2025,Madrid Stock Exchange,Iberdrola,Spain,IBE,IBEX35
GRF.MC,2023,Madrid Stock Exchange,Grifols,Spain,GRF,IBEX35
IDR.MC,2020,Madrid Stock Exchange,Indra Sistemas,Spain,IDR,IBEX35
IDR.MC,2021,Madrid Stock Exchange,Indra Sistemas,Spain,IDR,IBEX 35
IAG.MC,2022,Madrid Stock Exchange,IAG,Spain,IAG,IBEX 35
IDR.MC,2024,Madrid Stock Exchange,Indra Sistemas,Spain,IDR,IBEX35
IDR.MC,2025,Madrid Stock Exchange,Indra Sistemas,Spain,IDR,IBEX35
IAG.MC,2023,Madrid Stock Exchange,IAG,Spain,IAG,IBEX35
ITX.MC,2020,Madrid Stock Exchange,Inditex,Spain,ITX,IBEX35
ITX.MC,2021,Madrid Stock Exchange,Inditex,Spain,ITX,IBEX 35
IBE.MC,2022,Madrid Stock Exchange,Iberdrola,Spain,IBE,IBEX 35
ITX.MC,2024,Madrid Stock Exchange,Inditex,Spain,ITX,IBEX35
ITX.MC,2025,Madrid Stock Exchange,Inditex,Spain,ITX,IBEX35
IBE.MC,2023,Madrid Stock Exchange,Iberdrola,Spain,IBE,IBEX35
LOG.MC,2020,Madrid Stock Exchange,Logista,Spain,LOG,IBEX35
ITX.MC,2022,Madrid Stock Exchange,Inditex,Spain,ITX,IBEX 35
LOG.MC,2024,Madrid Stock Exchange,Logista,Spain,LOG,IBEX35
LOG.MC,2025,Madrid Stock Exchange,Logista,Spain,LOG,IBEX35
ITX.MC,2023,Madrid Stock Exchange,Inditex,Spain,ITX,IBEX35
MAP.MC,2020,Madrid Stock Exchange,Mapfre,Spain,MAP,IBEX35
MAP.MC,2021,Madrid Stock Exchange,Mapfre,Spain,MAP,IBEX 35
IDR.MC,2022,Madrid Stock Exchange,Indra Sistemas,Spain,IDR,IBEX 35
MAP.MC,2024,Madrid Stock Exchange,Mapfre,Spain,MAP,IBEX35
MAP.MC,2025,Madrid Stock Exchange,Mapfre,Spain,MAP,IBEX35
IDR.MC,2023,Madrid Stock Exchange,Indra Sistemas,Spain,IDR,IBEX35
MEL.MC,2020,Madrid Stock Exchange,Melia Hotels International,Spain,MEL,IBEX35
MEL.MC,2021,Madrid Stock Exchange,Melia Hotels International,Spain,MEL,IBEX 35
COL.MC,2022,Madrid Stock Exchange,Inmobiliaria Colonial,Spain,COL,IBEX 35
COL.MC,2023,Madrid Stock Exchange,Inmobiliaria Colonial,Spain,COL,IBEX35
MRL.MC,2020,Madrid Stock Exchange,Merlin Properties,Spain,MRL,IBEX35
MRL.MC,2021,Madrid Stock Exchange,Merlin Properties,Spain,MRL,IBEX 35
ROVI.MC,2023,Madrid Stock Exchange,Laboratorios Rovi,Spain,ROVI,IBEX35
MRL.MC,2024,Madrid Stock Exchange,Merlin Properties,Spain,MRL,IBEX35
MRL.MC,2025,Madrid Stock Exchange,Merlin Properties,Spain,MRL,IBEX35
ROVI.MC,2022,Madrid Stock Exchange,Laboratorios Rovi,Spain,ROVI,IBEX 35
LOG.MC,2022,Madrid Stock Exchange,Logista,Spain,LOG,IBEX 35
MTS.MC,2020,Madrid Stock Exchange,ArcelorMittal,Spain,MTS,IBEX35
MTS.MC,2021,Madrid Stock Exchange,ArcelorMittal,Spain,MTS,IBEX 35
LOG.MC,2023,Madrid Stock Exchange,Logista,Spain,LOG,IBEX35
MTS.MC,2024,Madrid Stock Exchange,ArcelorMittal,Spain,MTS,IBEX35
MTS.MC,2025,Madrid Stock Exchange,ArcelorMittal,Spain,MTS,IBEX35
NTGY.MC,2020,Madrid Stock Exchange,Naturgy,Spain,NTGY,IBEX35
NTGY.MC,2021,Madrid Stock Exchange,Naturgy,Spain,NTGY,IBEX 35
MAP.MC,2022,Madrid Stock Exchange,Mapfre,Spain,MAP,IBEX 35
NTGY.MC,2024,Madrid Stock Exchange,Naturgy,Spain,NTGY,IBEX35
NTGY.MC,2025,Madrid Stock Exchange,Naturgy,Spain,NTGY,IBEX35
MAP.MC,2023,Madrid Stock Exchange,Mapfre,Spain,MAP,IBEX35
MEL.MC,2022,Madrid Stock Exchange,Melia Hotels International,Spain,MEL,IBEX 35
PUIG.MC,2024,Madrid Stock Exchange,Puig,Spain,PUIG,IBEX35
PUIG.MC,2025,Madrid Stock Exchange,Puig,Spain,PUIG,IBEX35
RED.MC,2020,Madrid Stock Exchange,Redeia,Spain,RED,IBEX35
RED.MC,2024,Madrid Stock Exchange,Redeia,Spain,RED,IBEX35
RED.MC,2025,Madrid Stock Exchange,Redeia,Spain,RED,IBEX35
RED.MC,2021,Madrid Stock Exchange,Redeia,Spain,REE,IBEX 35
MEL.MC,2023,Madrid Stock Exchange,Melia Hotels International,Spain,MEL,IBEX35
MRL.MC,2022,Madrid Stock Exchange,Merlin Properties,Spain,MRL,IBEX 35
REP.MC,2020,Madrid Stock Exchange,Repsol,Spain,REP,IBEX35
REP.MC,2021,Madrid Stock Exchange,Repsol,Spain,REP,IBEX 35
MRL.MC,2023,Madrid Stock Exchange,Merlin Properties,Spain,MRL,IBEX35
REP.MC,2024,Madrid Stock Exchange,Repsol,Spain,REP,IBEX35
REP.MC,2025,Madrid Stock Exchange,Repsol,Spain,REP,IBEX35
NTGY.MC,2022,Madrid Stock Exchange,Naturgy,Spain,NTGY,IBEX 35
NTGY.MC,2023,Madrid Stock Exchange,Naturgy,Spain,NTGY,IBEX35
ROVI.MC,2020,Madrid Stock Exchange,Laboratorios Rovi,Spain,ROVI,IBEX35
ROVI.MC,2021,Madrid Stock Exchange,Laboratorios Rovi,Spain,ROVI,IBEX 35
ANA.MC,2023,Madrid Stock Exchange,Acciona,Spain,ANA,IBEX 35
ROVI.MC,2024,Madrid Stock Exchange,Laboratorios Rovi,Spain,ROVI,IBEX35
ROVI.MC,2025,Madrid Stock Exchange,Laboratorios Rovi,Spain,ROVI,IBEX35
RED.MC,2022,Madrid Stock Exchange,Redeia,Spain,REE,IBEX 35
SAB.MC,2020,Madrid Stock Exchange,Banco Sabadell,Spain,SAB,IBEX35
SAB.MC,2021,Madrid Stock Exchange,Banco Sabadell,Spain,SAB,IBEX 35
RED.MC,2023,Madrid Stock Exchange,Redeia,Spain,RED,IBEX35
SAB.MC,2024,Madrid Stock Exchange,Banco Sabadell,Spain,SAB,IBEX35
SAB.MC,2025,Madrid Stock Exchange,Banco Sabadell,Spain,SAB,IBEX35
REP.MC,2022,Madrid Stock Exchange,Repsol,Spain,REP,IBEX 35
SAN.MC,2020,Madrid Stock Exchange,Banco Santander,Spain,SAN,IBEX35
SAN.MC,2021,Madrid Stock Exchange,Banco Santander,Spain,SAN,IBEX 35
REP.MC,2023,Madrid Stock Exchange,Repsol,Spain,REP,IBEX35
SAN.MC,2024,Madrid Stock Exchange,Banco Santander,Spain,SAN,IBEX35
SAN.MC,2025,Madrid Stock Exchange,Banco Santander,Spain,SAN,IBEX35
SCYR.MC,2020,Madrid Stock Exchange,Sacyr,Spain,SCYR,IBEX35
SCYR.MC,2022,Madrid Stock Exchange,Sacyr,Spain,SCYR,IBEX 35
SCYR.MC,2021,Madrid Stock Exchange,Sacyr,Spain,SCYR,IBEX35
SCYR.MC,2023,Madrid Stock Exchange,Sacyr,Spain,SCYR,IBEX35
SCYR.MC,2024,Madrid Stock Exchange,Sacyr,Spain,SCYR,IBEX35
SCYR.MC,2025,Madrid Stock Exchange,Sacyr,Spain,SCYR,IBEX35
SGRE.MC,2020,Madrid Stock Exchange,Siemens Gamesa Renewable Energy,Spain,SGRE,IBEX35
SGRE.MC,2021,Madrid Stock Exchange,Siemens Gamesa Renewable Energy,Spain,SGRE,IBEX 35
SLR.MC,2020,Madrid Stock Exchange,Solaria Energia y Medio Ambiente,Spain,SLR,IBEX35
SLR.MC,2021,Madrid Stock Exchange,Solaria Energia y Medio Ambiente,Spain,SLR,IBEX 35
SLR.MC,2022,Madrid Stock Exchange,Solaria Energia y Medio Ambiente,Spain,SLR,IBEX 35
SLR.MC,2023,Madrid Stock Exchange,Solaria Energia y Medio Ambiente,Spain,SLR,IBEX35
SLR.MC,2024,Madrid Stock Exchange,Solaria Energia y Medio Ambiente,Spain,SLR,IBEX35
SLR.MC,2025,Madrid Stock Exchange,Solaria Energia y Medio Ambiente,Spain,SLR,IBEX35
TEF.MC,2020,Madrid Stock Exchange,Telefonica,Spain,TEF,IBEX35
TEF.MC,2021,Madrid Stock Exchange,Telefonica,Spain,TEF,IBEX 35
TEF.MC,2022,Madrid Stock Exchange,Telefonica,Spain,TEF,IBEX 35
TEF.MC,2023,Madrid Stock Exchange,Telefonica,Spain,TEF,IBEX35
TEF.MC,2024,Madrid Stock Exchange,Telefonica,Spain,TEF,IBEX35
TEF.MC,2025,Madrid Stock Exchange,Telefonica,Spain,TEF,IBEX35
UNI.MC,2022,Madrid Stock Exchange,Unicaja Banco,Spain,UNI,IBEX 35
UNI.MC,2023,Madrid Stock Exchange,Unicaja Banco,Spain,UNI,IBEX35
UNI.MC,2024,Madrid Stock Exchange,Unicaja Banco,Spain,UNI,IBEX35
UNI.MC,2025,Madrid Stock Exchange,Unicaja Banco,Spain,UNI,IBEX35
AC.PA,2020,Francia,Accor,France,AC,CAC 40
AI.PA,2020,Francia,Air Liquide,France,AI,CAC 40
AIR.PA,2020,Francia,Airbus,France,AIR,CAC 40
ALO.PA,2020,Francia,Alstom,France,ALO,CAC 40
ATO.PA,2020,Francia,Atos,France,ATO,CAC 40
BNP.PA,2020,Francia,BNP Paribas,France,BNP,CAC 40
CAP.PA,2020,Francia,Capgemini,France,CAP,CAC 40
CA.PA,2020,Francia,Carrefour,France,CA,CAC 40
ACA.PA,2020,Francia,Credit Agricole,France,ACA,CAC 40
SU.PA,2020,Francia,Schneider Electric,France,CS,CAC 40
DSY.PA,2020,Francia,Dassault Systèmes,France,DAI,CAC 40
EL.PA,2020,Francia,EssilorLuxottica,France,EL,CAC 40
ENGI.PA,2020,Francia,Engie,France,ENGI,CAC 40
ERF.PA,2020,Francia,Eurofins Scientific,France,ERF,CAC 40
FCA.MI,2020,Francia,Fiat Chrysler Automobiles,France,FCA,CAC 40
GLE.PA,2020,Francia,Societe Generale,France,GLE,CAC 40
RMS.PA,2020,Francia,Hermès International,France,HO,CAC 40
KER.PA,2020,Francia,Kering,France,KER,CAC 40
OR.PA,2020,Francia,L'Oreal,France,LR,CAC 40
MC.PA,2020,Francia,LVMH,France,MC,CAC 40
ML.PA,2020,Francia,Michelin,France,ML,CAC 40
ORA.PA,2020,Francia,Orange,France,OR,CAC 40
ORP.PA,2020,Francia,Orpea,France,ORE,CAC 40
ORA.PA,2020,Francia,Orange,France,ORA,CAC 40
RI.PA,2020,Francia,Pernod Ricard,France,PA,CAC 40
PUB.PA,2020,Francia,Publicis Groupe,France,PBI,CAC 40
RI.PA,2020,Francia,Pernod Ricard,France,PG,CAC 40
PUB.PA,2020,Francia,Publicis Groupe,France,PUB,CAC 40
RNO.PA,2020,Francia,Renault,France,RNO,CAC 40
SAF.PA,2020,Francia,Safran,France,SAF,CAC 40
SAN.PA,2020,Francia,Sanofi,France,SAN,CAC 40
SGO.PA,2020,Francia,Saint-Gobain,France,SGO,CAC 40
SW.PA,2020,Francia,Sodexo,France,SOI,CAC 40
STM.PA,2020,Francia,STMicroelectronics,France,STE,CAC 40
SEV.PA,2020,Francia,Suez,France,SU,CAC 40
SOLB.BR,2020,Francia,Solvay,France,SW,CAC 40
FTI.PA,2020,Francia,TechnipFMC,France,TEP,CAC 40
URW.PA,2020,Francia,Unibail-Rodamco-Westfield,France,URW,CAC 40
VIE.PA,2020,Francia,Veolia Environnement,France,VIE,CAC 40
WLN.PA,2020,Francia,Worldline,France,WLN,CAC 40
AI.PA,2021,Francia,Air Liquide,France,AI,CAC 40
AIR.PA,2021,Francia,Airbus,France,AIR,CAC 40
ALO.PA,2021,Francia,Alstom,France,ALO,CAC 40
ATO.PA,2021,Francia,Atos,France,ATO,CAC 40
BNP.PA,2021,Francia,BNP Paribas,France,BNP,CAC 40
CAP.PA,2021,Francia,Capgemini,France,CAP,CAC 40
CA.PA,2021,Francia,Carrefour,France,CA,CAC 40
ACA.PA,2021,Francia,Credit Agricole,France,ACA,CAC 40
SU.PA,2021,Francia,Schneider Electric,France,CS,CAC 40
DSY.PA,2021,Francia,Dassault Systèmes,France,DAI,CAC 40
EL.PA,2021,Francia,EssilorLuxottica,France,EL,CAC 40
ENGI.PA,2021,Francia,Engie,France,ENGI,CAC 40
ERF.PA,2021,Francia,Eurofins Scientific,France,ERF,CAC 40
FCA.MI,2021,Francia,Fiat Chrysler Automobiles,France,FCA,CAC 40
GLE.PA,2021,Francia,Societe Generale,France,GLE,CAC 40
RMS.PA,2021,Francia,Hermès International,France,HO,CAC 40
KER.PA,2021,Francia,Kering,France,KER,CAC 40
OR.PA,2021,Francia,L'Oreal,France,LR,CAC 40
MC.PA,2021,Francia,LVMH,France,MC,CAC 40
ML.PA,2021,Francia,Michelin,France,ML,CAC 40
ORA.PA,2021,Francia,Orange,France,OR,CAC 40
ORP.PA,2021,Francia,Orpea,France,ORE,CAC 40
ORA.PA,2021,Francia,Orange,France,ORA,CAC 40
RI.PA,2021,Francia,Pernod Ricard,France,PA,CAC 40
PUB.PA,2021,Francia,Publicis Groupe,France,PBI,CAC 40
RI.PA,2021,Francia,Pernod Ricard,France,PG,CAC 40
PUB.PA,2021,Francia,Publicis Groupe,France,PUB,CAC 40
RNO.PA,2021,Francia,Renault,France,RNO,CAC 40
SAF.PA,2021,Francia,Safran,France,SAF,CAC 40
SAN.PA,2021,Francia,Sanofi,France,SAN,CAC 40
SGO.PA,2021,Francia,Saint-Gobain,France,SGO,CAC 40
SW.PA,2021,Francia,Sodexo,France,SOI,CAC 40
STM.PA,2021,Francia,STMicroelectronics,France,STE,CAC 40
SEV.PA,2021,Francia,Suez,France,SU,CAC 40
SOLB.BR,2021,Francia,Solvay,France,SW,CAC 40
FTI.PA,2021,Francia,TechnipFMC,France,TEP,CAC 40
URW.PA,2021,Francia,Unibail-Rodamco-Westfield,France,URW,CAC 40
VIE.PA,2021,Francia,Veolia Environnement,France,VIE,CAC 40
WLN.PA,2021,Francia,Worldline,France,WLN,CAC 40
STLA.PA,2021,Francia,Stellantis N.V.,France,STLA,CAC 40
AC.PA,2022,Francia,Accor,France,AC,CAC 40
AI.PA,2022,Francia,Air Liquide,France,AI,CAC 40
AIR.PA,2022,Francia,Airbus,France,AIR,CAC 40
ALO.PA,2022,Francia,Alstom,France,ALO,CAC 40
MT.AS,2022,Francia,ArcelorMittal,France,MT,CAC 40
CS.PA,2022,Francia,AXA,France,CS,CAC 40
BNP.PA,2022,Francia,BNP Paribas,France,BNP,CAC 40
EN.PA,2022,Francia,Bouygues,France,EN,CAC 40
CAP.PA,2022,Francia,Capgemini,France,CAP,CAC 40
CA.PA,2022,Francia,Carrefour,France,CA,CAC 40
ACA.PA,2022,Francia,Credit Agricole,France,ACA,CAC 40
BN.PA,2022,Francia,Danone,France,BN,CAC 40
DSY.PA,2022,Francia,Dassault Systèmes,France,DSY,CAC 40
ENGI.PA,2022,Francia,Engie,France,ENGI,CAC 40
EL.PA,2022,Francia,EssilorLuxottica,France,EL,CAC 40
ERF.PA,2022,Francia,Eurofins Scientific,France,ERF,CAC 40
RMS.PA,2022,Francia,Hermès International,France,RMS,CAC 40
KER.PA,2022,Francia,Kering,France,KER,CAC 40
LR.PA,2022,Francia,Legrand,France,LR,CAC 40
OR.PA,2022,Francia,L'Oreal,France,OR,CAC 40
MC.PA,2022,Francia,LVMH,France,MC,CAC 40
ML.PA,2022,Francia,Michelin,France,ML,CAC 40
ORA.PA,2022,Francia,Orange,France,ORA,CAC 40
RI.PA,2022,Francia,Pernod Ricard,France,RI,CAC 40
PUB.PA,2022,Francia,Publicis Groupe,France,PUB,CAC 40
RNO.PA,2022,Francia,Renault,France,RNO,CAC 40
SAF.PA,2022,Francia,Safran,France,SAF,CAC 40
SGO.PA,2022,Francia,Saint-Gobain,France,SGO,CAC 40
SAN.PA,2022,Francia,Sanofi,France,SAN,CAC 40
SU.PA,2022,Francia,Schneider Electric,France,SU,CAC 40
GLE.PA,2022,Francia,Societe Generale,France,GLE,CAC 40
STM.PA,2022,Francia,STMicroelectronics,France,STM,CAC 40
STLA.PA,2022,Francia,Stellantis N.V.,France,STLA,CAC 40
TEP.PA,2022,Francia,Teleperformance,France,TEP,CAC 40
HO.PA,2022,Francia,Thales,France,HO,CAC 40
TTE.PA,2022,Francia,TotalEnergies,France,TTE,CAC 40
URW.PA,2022,Francia,Unibail-Rodamco-Westfield,France,URW,CAC 40
VIE.PA,2022,Francia,Veolia Environnement,France,VIE,CAC 40
DG.PA,2022,Francia,Vinci,France,DG,CAC 40
WLN.PA,2022,Francia,Worldline,France,WLN,CAC 40
AI.PA,2023,Francia,Air Liquide,France,AI,CAC 40
AIR.PA,2023,Francia,Airbus,France,AIR,CAC 40
ALO.PA,2023,Francia,Alstom,France,ALO,CAC 40
MT.AS,2023,Francia,ArcelorMittal,France,MT,CAC 40
CS.PA,2023,Francia,AXA,France,CS,CAC 40
BNP.PA,2023,Francia,BNP Paribas,France,BNP,CAC 40
EN.PA,2023,Francia,Bouygues,France,EN,CAC 40
CAP.PA,2023,Francia,Capgemini,France,CAP,CAC 40
CA.PA,2023,Francia,Carrefour,France,CA,CAC 40
ACA.PA,2023,Francia,Credit Agricole,France,ACA,CAC 40
BN.PA,2023,Francia,Danone,France,BN,CAC 40
DSY.PA,2023,Francia,Dassault Systèmes,France,DSY,CAC 40
ENGI.PA,2023,Francia,Engie,France,ENGI,CAC 40
EL.PA,2023,Francia,EssilorLuxottica,France,EL,CAC 40
ERF.PA,2023,Francia,Eurofins Scientific,France,ERF,CAC 40
RMS.PA,2023,Francia,Hermès International,France,RMS,CAC 40
KER.PA,2023,Francia,Kering,France,KER,CAC 40
LR.PA,2023,Francia,Legrand,France,LR,CAC 40
OR.PA,2023,Francia,L'Oreal,France,OR,CAC 40
MC.PA,2023,Francia,LVMH,France,MC,CAC 40
ML.PA,2023,Francia,Michelin,France,ML,CAC 40
ORA.PA,2023,Francia,Orange,France,ORA,CAC 40
RI.PA,2023,Francia,Pernod Ricard,France,RI,CAC 40
PUB.PA,2023,Francia,Publicis Groupe,France,PUB,CAC 40
RNO.PA,2023,Francia,Renault,France,RNO,CAC 40
SAF.PA,2023,Francia,Safran,France,SAF,CAC 40
SGO.PA,2023,Francia,Saint-Gobain,France,SGO,CAC 40
SAN.PA,2023,Francia,Sanofi,France,SAN,CAC 40
SU.PA,2023,Francia,Schneider Electric,France,SU,CAC 40
GLE.PA,2023,Francia,Societe Generale,France,GLE,CAC 40
STM.PA,2023,Francia,STMicroelectronics,France,STM,CAC 40
STLA.PA,2023,Francia,Stellantis N.V.,France,STLA,CAC 40
TEP.PA,2023,Francia,Teleperformance,France,TEP,CAC 40
HO.PA,2023,Francia,Thales,France,HO,CAC 40
TTE.PA,2023,Francia,TotalEnergies,France,TTE,CAC 40
URW.PA,2023,Francia,Unibail-Rodamco-Westfield,France,URW,CAC 40
VIE.PA,2023,Francia,Veolia Environnement,France,VIE,CAC 40
DG.PA,2023,Francia,Vinci,France,DG,CAC 40
VIV.PA,2023,Francia,Vivendi,France,VIV,CAC 40
EDEN.PA,2023,Francia,Edenred,France,EDEN,CAC 40
AC.PA,2024,Francia,Accor,France,AC,CAC 40
AI.PA,2024,Francia,Air Liquide,France,AI,CAC 40
AIR.PA,2024,Francia,Airbus,France,AIR,CAC 40
MT.AS,2024,Francia,ArcelorMittal,France,MT,CAC 40
CS.PA,2024,Francia,AXA,France,CS,CAC 40
BNP.PA,2024,Francia,BNP Paribas,France,BNP,CAC 40
EN.PA,2024,Francia,Bouygues,France,EN,CAC 40
BVI.PA,2024,Francia,Bureau Veritas,France,BVI,CAC 40
CAP.PA,2024,Francia,Capgemini,France,CAP,CAC 40
CA.PA,2024,Francia,Carrefour,France,CA,CAC 40
ACA.PA,2024,Francia,Credit Agricole,France,ACA,CAC 40
BN.PA,2024,Francia,Danone,France,BN,CAC 40
DSY.PA,2024,Francia,Dassault Systèmes,France,DSY,CAC 40
EDEN.PA,2024,Francia,Edenred,France,EDEN,CAC 40
ENGI.PA,2024,Francia,Engie,France,ENGI,CAC 40
EL.PA,2024,Francia,EssilorLuxottica,France,EL,CAC 40
ERF.PA,2024,Francia,Eurofins Scientific,France,ERF,CAC 40
RMS.PA,2024,Francia,Hermès International,France,RMS,CAC 40
KER.PA,2024,Francia,Kering,France,KER,CAC 40
LR.PA,2024,Francia,Legrand,France,LR,CAC 40
OR.PA,2024,Francia,L'Oreal,France,OR,CAC 40
MC.PA,2024,Francia,LVMH,France,MC,CAC 40
ML.PA,2024,Francia,Michelin,France,ML,CAC 40
ORA.PA,2024,Francia,Orange,France,ORA,CAC 40
RI.PA,2024,Francia,Pernod Ricard,France,RI,CAC 40
PUB.PA,2024,Francia,Publicis Groupe,France,PUB,CAC 40
RNO.PA,2024,Francia,Renault,France,RNO,CAC 40
SAF.PA,2024,Francia,Safran,France,SAF,CAC 40
SGO.PA,2024,Francia,Saint-Gobain,France,SGO,CAC 40
SAN.PA,2024,Francia,Sanofi,France,SAN,CAC 40
SU.PA,2024,Francia,Schneider Electric,France,SU,CAC 40
GLE.PA,2024,Francia,Societe Generale,France,GLE,CAC 40
STLA.PA,2024,Francia,Stellantis N.V.,France,STLA,CAC 40
STM.PA,2024,Francia,STMicroelectronics,France,STM,CAC 40
TEP.PA,2024,Francia,Teleperformance,France,TEP,CAC 40
HO.PA,2024,Francia,Thales,France,HO,CAC 40
TTE.PA,2024,Francia,TotalEnergies,France,TTE,CAC 40
URW.PA,2024,Francia,Unibail-Rodamco-Westfield,France,URW,CAC 40
VIE.PA,2024,Francia,Veolia Environnement,France,VIE,CAC 40
DG.PA,2024,Francia,Vinci,France,DG,CAC 40
AC.PA,2025,Francia,Accor,France,AC,CAC 40
AI.PA,2025,Francia,Air Liquide,France,AI,CAC 40
AIR.PA,2025,Francia,Airbus,France,AIR,CAC 40
MT.AS,2025,Francia,ArcelorMittal,France,MT,CAC 40
CS.PA,2025,Francia,AXA,France,CS,CAC 40
BNP.PA,2025,Francia,BNP Paribas,France,BNP,CAC 40
EN.PA,2025,Francia,Bouygues,France,EN,CAC 40
