Ticker,Year,date,Open,High,Low,Close,Volume
^IBEX,2020,2020-01-01 23:00:00,9639.099609375,9705.400390625,9615.099609375,9691.2001953125,142379600
^IBEX,2020,2020-01-02 23:00:00,9631.2001953125,9650.7001953125,9581.2001953125,9646.599609375,135130000
^IBEX,2020,2020-01-05 23:00:00,9585.400390625,9618.2001953125,9492.7001953125,9600.900390625,103520400
^IBEX,2020,2020-01-06 23:00:00,9623.099609375,9657.900390625,9557.900390625,9579.7998046875,133476100
^IBEX,2020,2020-01-07 23:00:00,9535.099609375,9604.2998046875,9520.2998046875,9591.400390625,133957600
^IBEX,2020,2020-01-08 23:00:00,9629.2001953125,9644.7998046875,9573.7998046875,9581.7998046875,151793500
^IBEX,2020,2020-01-09 23:00:00,9611.2998046875,9623.599609375,9557.900390625,9573.599609375,132894500
^IBEX,2020,2020-01-12 23:00:00,9586.599609375,9586.599609375,9507.400390625,9543.900390625,124149000
^IBEX,2020,2020-01-13 23:00:00,9548.099609375,9548.400390625,9466.0,9528.2998046875,143774600
^IBEX,2020,2020-01-14 23:00:00,9521.2001953125,9530.2001953125,9475.0,9511.7001953125,161995000
^IBEX,2020,2020-01-15 23:00:00,9516.7001953125,9579.5,9481.599609375,9572.5,133841500
^IBEX,2020,2020-01-16 23:00:00,9616.099609375,9709.900390625,9611.2998046875,9681.2998046875,159823200
^IBEX,2020,2020-01-19 23:00:00,9676.599609375,9680.900390625,9623.099609375,9658.7998046875,99959200
^IBEX,2020,2020-01-20 23:00:00,9593.400390625,9620.7001953125,9550.0,9611.2998046875,126448800
^IBEX,2020,2020-01-21 23:00:00,9622.0,9632.7998046875,9557.0,9573.7001953125,134567800
^IBEX,2020,2020-01-22 23:00:00,9549.400390625,9604.7001953125,9499.2998046875,9518.5,169141000
^IBEX,2020,2020-01-23 23:00:00,9576.7998046875,9639.900390625,9552.5,9562.0,154731100
^IBEX,2020,2020-01-26 23:00:00,9447.099609375,9482.7998046875,9357.7998046875,9366.2998046875,164515500
^IBEX,2020,2020-01-27 23:00:00,9401.7998046875,9488.0,9363.7998046875,9484.2001953125,154919400
^IBEX,2020,2020-01-28 23:00:00,9532.7001953125,9574.2998046875,9510.7001953125,9546.7001953125,187145800
^IBEX,2020,2020-01-29 23:00:00,9460.7998046875,9528.400390625,9439.2998046875,9477.900390625,164094200
^IBEX,2020,2020-01-30 23:00:00,9519.2998046875,9545.099609375,9365.099609375,9367.900390625,303553700
^IBEX,2020,2020-02-02 23:00:00,9404.400390625,9431.599609375,9361.5,9404.7001953125,168665700
^IBEX,2020,2020-02-03 23:00:00,9465.900390625,9577.2998046875,9462.400390625,9562.900390625,174133900
^IBEX,2020,2020-02-04 23:00:00,9553.400390625,9721.900390625,9540.2001953125,9717.7998046875,221922900
^IBEX,2020,2020-02-05 23:00:00,9767.099609375,9816.2001953125,9757.0,9811.2998046875,248416700
^IBEX,2020,2020-02-06 23:00:00,9789.2998046875,9816.2001953125,9761.7998046875,9811.0,179586900
^IBEX,2020,2020-02-09 23:00:00,9790.599609375,9820.400390625,9773.5,9816.0,132132500
^IBEX,2020,2020-02-10 23:00:00,9863.400390625,9884.0,9817.7998046875,9882.599609375,167628300
^IBEX,2020,2020-02-11 23:00:00,9897.900390625,9946.599609375,9888.599609375,9940.400390625,199830200
^IBEX,2020,2020-02-12 23:00:00,9893.900390625,9910.099609375,9794.2998046875,9909.7998046875,161753500
^IBEX,2020,2020-02-13 23:00:00,9910.900390625,9969.7001953125,9905.2001953125,9956.7998046875,127061800
^IBEX,2020,2020-02-16 23:00:00,9979.2001953125,10022.2001953125,9955.2001953125,10022.2001953125,105784200
^IBEX,2020,2020-02-17 23:00:00,9977.400390625,10041.5,9967.7998046875,10005.7998046875,184042000
^IBEX,2020,2020-02-18 23:00:00,10042.0,10100.2001953125,10020.7001953125,10083.599609375,151866100
^IBEX,2020,2020-02-19 23:00:00,10048.7001953125,10050.2998046875,9931.0,9931.0,178849000
^IBEX,2020,2020-02-20 23:00:00,9893.0,9946.400390625,9843.5,9886.2001953125,194954500
^IBEX,2020,2020-02-23 23:00:00,9649.7998046875,9676.7998046875,9459.599609375,9483.5,256063800
^IBEX,2020,2020-02-24 23:00:00,9507.0,9518.900390625,9248.0,9250.7998046875,263346200
^IBEX,2020,2020-02-25 23:00:00,9213.0,9362.7998046875,9030.7001953125,9316.7998046875,299256300
^IBEX,2020,2020-02-26 23:00:00,9182.2001953125,9204.400390625,8877.400390625,8985.900390625,341792600
^IBEX,2020,2020-02-27 23:00:00,8748.099609375,8818.599609375,8582.7001953125,8723.2001953125,497983900
^IBEX,2020,2020-03-01 23:00:00,8910.2001953125,8913.5,8541.099609375,8741.5,355485000
^IBEX,2020,2020-03-02 23:00:00,8860.2001953125,9014.2998046875,8776.400390625,8811.599609375,351219900
^IBEX,2020,2020-03-03 23:00:00,8827.7998046875,8963.7001953125,8745.900390625,8910.0,321258300
^IBEX,2020,2020-03-04 23:00:00,8960.7998046875,8962.5,8639.900390625,8683.0,342803500
^IBEX,2020,2020-03-05 23:00:00,8532.599609375,8542.0,8310.400390625,8375.599609375,345901100
^IBEX,2020,2020-03-08 23:00:00,7884.0,8022.89990234375,7621.39990234375,7708.7001953125,598769200
^IBEX,2020,2020-03-09 23:00:00,7815.60009765625,8007.7001953125,7440.60009765625,7461.5,506034000
^IBEX,2020,2020-03-10 23:00:00,7589.2998046875,7717.10009765625,7364.60009765625,7436.39990234375,369150100
^IBEX,2020,2020-03-11 23:00:00,7040.7998046875,7077.7001953125,6347.0,6390.89990234375,723609100
^IBEX,2020,2020-03-12 23:00:00,6763.7001953125,7140.5,6468.2998046875,6629.60009765625,473165800
^IBEX,2020,2020-03-15 23:00:00,6331.0,6362.5,5814.5,6107.2001953125,583614700
^IBEX,2020,2020-03-16 23:00:00,6444.5,6557.2998046875,6083.0,6498.5,388451800
^IBEX,2020,2020-03-17 23:00:00,6370.5,6524.2001953125,6174.10009765625,6274.7998046875,398609500
^IBEX,2020,2020-03-18 23:00:00,6368.2001953125,6506.39990234375,6228.2998046875,6395.7998046875,346225500
^IBEX,2020,2020-03-19 23:00:00,6645.39990234375,6769.89990234375,6371.10009765625,6443.2998046875,486796200
^IBEX,2020,2020-03-22 23:00:00,6223.7001953125,6472.0,6148.0,6230.2001953125,282033200
^IBEX,2020,2020-03-23 23:00:00,6433.2998046875,6717.2998046875,6403.60009765625,6717.2998046875,301211900
^IBEX,2020,2020-03-24 23:00:00,6985.89990234375,7058.10009765625,6625.7998046875,6942.39990234375,322631900
^IBEX,2020,2020-03-25 23:00:00,6789.0,7033.2001953125,6759.10009765625,7033.2001953125,248806600
^IBEX,2020,2020-03-26 23:00:00,6916.7001953125,6936.7001953125,6661.89990234375,6777.89990234375,225316500
^IBEX,2020,2020-03-29 22:00:00,6748.60009765625,6789.10009765625,6507.0,6659.89990234375,232005200
^IBEX,2020,2020-03-30 22:00:00,6746.7998046875,6802.0,6624.7001953125,6785.39990234375,258181200
^IBEX,2020,2020-03-31 22:00:00,6627.2998046875,6687.7998046875,6565.2001953125,6579.39990234375,235113700
^IBEX,2020,2020-04-01 22:00:00,6633.7001953125,6658.89990234375,6424.5,6574.10009765625,233309800
^IBEX,2020,2020-04-02 22:00:00,6563.60009765625,6632.5,6509.39990234375,6581.60009765625,215387500
^IBEX,2020,2020-04-05 22:00:00,6807.89990234375,6874.89990234375,6728.60009765625,6844.2998046875,225965400
^IBEX,2020,2020-04-06 22:00:00,6986.89990234375,7119.10009765625,6903.60009765625,7002.0,260857500
^IBEX,2020,2020-04-07 22:00:00,6930.2001953125,6952.5,6860.60009765625,6951.7998046875,155910100
^IBEX,2020,2020-04-08 22:00:00,7049.2998046875,7116.7998046875,6918.7001953125,7070.60009765625,240348600
^IBEX,2020,2020-04-13 22:00:00,7209.7001953125,7209.7001953125,7080.2998046875,7108.60009765625,259986200
^IBEX,2020,2020-04-14 22:00:00,7065.60009765625,7086.7998046875,6816.39990234375,6839.5,289924500
^IBEX,2020,2020-04-15 22:00:00,6930.7998046875,6950.89990234375,6733.10009765625,6763.39990234375,237962600
^IBEX,2020,2020-04-16 22:00:00,6942.5,7000.2998046875,6845.0,6875.7998046875,251272600
^IBEX,2020,2020-04-19 22:00:00,6932.5,6933.2998046875,6715.0,6831.5,186644500
^IBEX,2020,2020-04-20 22:00:00,6741.2998046875,6760.89990234375,6634.89990234375,6634.89990234375,200783000
^IBEX,2020,2020-04-21 22:00:00,6685.10009765625,6729.60009765625,6654.2001953125,6719.7998046875,177928500
^IBEX,2020,2020-04-22 22:00:00,6758.7001953125,6797.60009765625,6713.60009765625,6746.5,163723500
^IBEX,2020,2020-04-23 22:00:00,6641.2998046875,6710.7998046875,6578.10009765625,6613.89990234375,182925300
^IBEX,2020,2020-04-26 22:00:00,6780.89990234375,6790.10009765625,6667.2998046875,6731.7998046875,147263100
^IBEX,2020,2020-04-27 22:00:00,6724.60009765625,6857.89990234375,6707.89990234375,6836.39990234375,233782400
^IBEX,2020,2020-04-28 22:00:00,6829.39990234375,7055.7001953125,6816.7998046875,7055.7001953125,247762400
^IBEX,2020,2020-04-29 22:00:00,7084.7998046875,7128.39990234375,6918.2998046875,6922.2998046875,314979200
^IBEX,2020,2020-05-03 22:00:00,6767.7001953125,6767.7001953125,6673.2998046875,6673.2998046875,241555200
^IBEX,2020,2020-05-04 22:00:00,6772.2001953125,6815.89990234375,6680.7001953125,6747.7001953125,203873600
^IBEX,2020,2020-05-05 22:00:00,6719.7998046875,6762.5,6666.2001953125,6671.7001953125,166015200
^IBEX,2020,2020-05-06 22:00:00,6714.89990234375,6747.2001953125,6666.39990234375,6730.89990234375,167460700
^IBEX,2020,2020-05-07 22:00:00,6790.7001953125,6807.39990234375,6715.39990234375,6783.10009765625,128578300
^IBEX,2020,2020-05-10 22:00:00,6830.89990234375,6854.7001953125,6651.7001953125,6672.2001953125,217443300
^IBEX,2020,2020-05-11 22:00:00,6672.7001953125,6795.10009765625,6663.2001953125,6762.7001953125,172853600
^IBEX,2020,2020-05-12 22:00:00,6694.0,6728.2001953125,6631.39990234375,6631.39990234375,245673600
^IBEX,2020,2020-05-13 22:00:00,6569.7001953125,6609.0,6421.39990234375,6545.60009765625,258952900
^IBEX,2020,2020-05-14 22:00:00,6594.39990234375,6624.2998046875,6466.0,6474.89990234375,203854400
^IBEX,2020,2020-05-17 22:00:00,6583.10009765625,6790.2001953125,6558.10009765625,6779.2998046875,203486600
^IBEX,2020,2020-05-18 22:00:00,6864.2001953125,6872.60009765625,6555.60009765625,6609.10009765625,501358300
^IBEX,2020,2020-05-19 22:00:00,6593.39990234375,6697.10009765625,6499.10009765625,6683.60009765625,341451800
^IBEX,2020,2020-05-20 22:00:00,6612.7001953125,6773.39990234375,6579.89990234375,6686.10009765625,258583100
^IBEX,2020,2020-05-21 22:00:00,6618.2001953125,6751.7998046875,6585.7001953125,6697.5,292688300
^IBEX,2020,2020-05-24 22:00:00,6766.60009765625,6856.7998046875,6725.2001953125,6856.7998046875,187072800
^IBEX,2020,2020-05-25 22:00:00,6940.60009765625,7023.7998046875,6917.10009765625,7003.89990234375,383729100
^IBEX,2020,2020-05-26 22:00:00,7034.0,7229.0,7030.2001953125,7174.5,501006600
^IBEX,2020,2020-05-27 22:00:00,7237.2998046875,7244.5,7141.39990234375,7224.10009765625,375466600
^IBEX,2020,2020-05-28 22:00:00,7164.2998046875,7201.7998046875,7096.5,7096.5,903979900
^IBEX,2020,2020-05-31 22:00:00,7228.7001953125,7276.0,7160.10009765625,7221.39990234375,291929600
^IBEX,2020,2020-06-01 22:00:00,7264.0,7445.2998046875,7236.89990234375,7408.10009765625,402947100
^IBEX,2020,2020-06-02 22:00:00,7487.2998046875,7629.7001953125,7448.89990234375,7626.39990234375,445036400
^IBEX,2020,2020-06-03 22:00:00,7567.7001953125,7669.2001953125,7516.0,7566.7998046875,514858000
