Ticker,Year,date,Open,High,Low,Close,Volume
^SSMI,2020,2020-01-02 23:00:00,10585.2900390625,10700.8603515625,10580.919921875,10699.8203125,55983600
^SSMI,2020,2020-01-05 23:00:00,10652.7802734375,10675.6201171875,10548.48046875,10665.41015625,51779100
^SSMI,2020,2020-01-06 23:00:00,10714.23046875,10747.1904296875,10655.2900390625,10686.7998046875,65947700
^SSMI,2020,2020-01-07 23:00:00,10628.08984375,10681.400390625,10616.6298828125,10652.16015625,59629500
^SSMI,2020,2020-01-08 23:00:00,10721.8701171875,10744.919921875,10645.8203125,10650.9697265625,53942900
^SSMI,2020,2020-01-09 23:00:00,10678.41015625,10688.7001953125,10638.9404296875,10639.490234375,50655200
^SSMI,2020,2020-01-12 23:00:00,10645.2998046875,10680.4697265625,10592.400390625,10622.41015625,48635900
^SSMI,2020,2020-01-13 23:00:00,10616.6201171875,10655.8203125,10536.2802734375,10655.8203125,64275700
^SSMI,2020,2020-01-14 23:00:00,10656.3095703125,10691.3701171875,10620.349609375,10670.740234375,59856300
^SSMI,2020,2020-01-15 23:00:00,10687.2099609375,10693.51953125,10639.6298828125,10693.51953125,48681500
^SSMI,2020,2020-01-16 23:00:00,10723.7001953125,10849.2900390625,10715.919921875,10841.8203125,71403400
^SSMI,2020,2020-01-19 23:00:00,10844.1103515625,10867.16015625,10835.3095703125,10846.2900390625,44762500
^SSMI,2020,2020-01-20 23:00:00,10825.919921875,10884.509765625,10767.5400390625,10884.509765625,87421800
^SSMI,2020,2020-01-21 23:00:00,10907.16015625,10960.75,10893.2802734375,10895.0703125,67115300
^SSMI,2020,2020-01-22 23:00:00,10889.0595703125,10905.4296875,10798.6201171875,10813.9404296875,62666500
^SSMI,2020,2020-01-23 23:00:00,10865.9599609375,10913.2001953125,10845.6904296875,10849.75,56103300
^SSMI,2020,2020-01-26 23:00:00,10762.6201171875,10780.919921875,10639.75,10675.9599609375,70880100
^SSMI,2020,2020-01-27 23:00:00,10729.66015625,10789.169921875,10662.0703125,10781.98046875,61402100
^SSMI,2020,2020-01-28 23:00:00,10795.4599609375,10880.4404296875,10772.6298828125,10859.8798828125,54346500
^SSMI,2020,2020-01-29 23:00:00,10805.490234375,10812.6396484375,10716.490234375,10748.919921875,65632500
^SSMI,2020,2020-01-30 23:00:00,10814.2802734375,10815.6201171875,10616.8095703125,10627.8798828125,70815000
^SSMI,2020,2020-02-02 23:00:00,10650.01953125,10694.759765625,10598.1201171875,10664.9501953125,51976700
^SSMI,2020,2020-02-03 23:00:00,10707.4404296875,10800.6396484375,10693.3203125,10800.6396484375,59234000
^SSMI,2020,2020-02-04 23:00:00,10789.7197265625,11006.7197265625,10781.5703125,10994.150390625,84395500
^SSMI,2020,2020-02-05 23:00:00,11040.169921875,11061.1796875,10979.8203125,11012.3603515625,62980000
^SSMI,2020,2020-02-06 23:00:00,10995.650390625,11015.6103515625,10958.4501953125,11001.5302734375,83740300
^SSMI,2020,2020-02-09 23:00:00,10968.1396484375,11039.7802734375,10963.51953125,11039.7802734375,51327200
^SSMI,2020,2020-02-10 23:00:00,11079.7802734375,11114.3896484375,11071.5703125,11101.169921875,57263500
^SSMI,2020,2020-02-11 23:00:00,11094.009765625,11119.8896484375,11074.5595703125,11089.240234375,59034500
^SSMI,2020,2020-02-12 23:00:00,11071.3896484375,11092.349609375,11008.509765625,11092.349609375,79169100
^SSMI,2020,2020-02-13 23:00:00,11105.6103515625,11152.5703125,11078.9501953125,11128.8095703125,54159800
^SSMI,2020,2020-02-16 23:00:00,11156.240234375,11180.98046875,11136.3603515625,11168.4501953125,37288000
^SSMI,2020,2020-02-17 23:00:00,11094.8701171875,11178.650390625,11094.08984375,11146.2802734375,51959000
^SSMI,2020,2020-02-18 23:00:00,11189.8095703125,11264.330078125,11173.66015625,11263.009765625,58003500
^SSMI,2020,2020-02-19 23:00:00,11255.66015625,11270.0,11154.5302734375,11154.5302734375,93014600
^SSMI,2020,2020-02-20 23:00:00,11108.26953125,11172.4404296875,11057.5302734375,11110.7802734375,106251300
^SSMI,2020,2020-02-23 23:00:00,11086.0,11086.849609375,10650.0703125,10712.83984375,126829400
^SSMI,2020,2020-02-24 23:00:00,10749.58984375,10779.150390625,10467.2099609375,10478.509765625,102515000
^SSMI,2020,2020-02-25 23:00:00,10405.2998046875,10546.669921875,10216.5498046875,10512.150390625,114156000
^SSMI,2020,2020-02-26 23:00:00,10456.8203125,10461.169921875,10094.919921875,10205.4599609375,144743200
^SSMI,2020,2020-02-27 23:00:00,10205.4599609375,10205.4599609375,9725.3203125,9831.0302734375,183600400
^SSMI,2020,2020-03-01 23:00:00,9844.26953125,10136.6201171875,9790.419921875,9950.830078125,155090700
^SSMI,2020,2020-03-02 23:00:00,9999.51953125,10286.2900390625,9990.6103515625,10087.400390625,139053100
^SSMI,2020,2020-03-03 23:00:00,10128.759765625,10296.0302734375,10072.23046875,10251.3896484375,103471100
^SSMI,2020,2020-03-04 23:00:00,10303.759765625,10321.419921875,10045.099609375,10143.5703125,106754000
^SSMI,2020,2020-03-05 23:00:00,10139.7802734375,10142.3095703125,9652.509765625,9736.8203125,142806600
^SSMI,2020,2020-03-08 23:00:00,9736.8203125,9736.8203125,9059.1103515625,9196.599609375,223193300
^SSMI,2020,2020-03-09 23:00:00,9247.6396484375,9576.0400390625,9150.5400390625,9195.9296875,194117000
^SSMI,2020,2020-03-10 23:00:00,9256.4501953125,9373.919921875,9130.1904296875,9152.5,146253700
^SSMI,2020,2020-03-11 23:00:00,9152.5,9152.5,8168.85986328125,8270.4404296875,265735200
^SSMI,2020,2020-03-12 23:00:00,8282.509765625,9042.5400390625,8266.48046875,8367.5595703125,231693100
^SSMI,2020,2020-03-15 23:00:00,8360.08984375,8391.2099609375,7650.22998046875,8227.080078125,203959400
^SSMI,2020,2020-03-16 23:00:00,8227.080078125,8627.48046875,7953.52978515625,8493.0400390625,154196900
^SSMI,2020,2020-03-17 23:00:00,8493.0400390625,8493.0400390625,8094.89990234375,8338.740234375,211120400
^SSMI,2020,2020-03-18 23:00:00,8361.08984375,8782.240234375,8327.8603515625,8782.240234375,187655200
^SSMI,2020,2020-03-19 23:00:00,8782.150390625,9174.580078125,8623.8603515625,8623.8603515625,255263700
^SSMI,2020,2020-03-22 23:00:00,8623.8603515625,8642.419921875,8160.7900390625,8160.7900390625,150088900
^SSMI,2020,2020-03-23 23:00:00,8187.509765625,8733.3203125,8187.02001953125,8733.3203125,140992000
^SSMI,2020,2020-03-24 23:00:00,8772.01953125,9136.830078125,8664.4404296875,8989.16015625,148182700
^SSMI,2020,2020-03-25 23:00:00,8895.1796875,9203.98046875,8824.16015625,9203.98046875,125626100
^SSMI,2020,2020-03-26 23:00:00,9174.9501953125,9192.9697265625,8868.0498046875,8996.3701171875,110296800
^SSMI,2020,2020-03-29 22:00:00,9047.7099609375,9174.3896484375,8866.349609375,9174.3896484375,94710900
^SSMI,2020,2020-03-30 22:00:00,9184.7802734375,9370.849609375,9155.1103515625,9311.919921875,107286200
^SSMI,2020,2020-03-31 22:00:00,9311.919921875,9311.919921875,9036.73046875,9168.98046875,88874800
