ticker;stockopen;stockclose;país;date
^IBEX;6618.200195;6697.5;España;2020-05-22 00:00:00
^IBEX;6766.600098;6856.799805;España;2020-05-25 00:00:00
^IBEX;6940.600098;7003.899902;España;2020-05-26 00:00:00
^IBEX;7034;7174.5;España;2020-05-27 00:00:00
^IBEX;7237.299805;7224.100098;España;2020-05-28 00:00:00
^IBEX;7164.299805;7096.5;España;2020-05-29 00:00:00
^IBEX;7228.700195;7221.399902;España;2020-06-01 00:00:00
^IBEX;7264;7408.100098;España;2020-06-02 00:00:00
^IBEX;7487.299805;7626.399902;España;2020-06-03 00:00:00
^IBEX;7567.700195;7566.799805;España;2020-06-04 00:00:00
^IBEX;7672;7872.600098;España;2020-06-05 00:00:00
^IBEX;7813.100098;7896.100098;España;2020-06-08 00:00:00
^IBEX;7878.200195;7752.299805;España;2020-06-09 00:00:00
^IBEX;7779.799805;7663.899902;España;2020-06-10 00:00:00
^IBEX;7486.5;7278;España;2020-06-11 00:00:00
^IBEX;7232.200195;7292.700195;España;2020-06-12 00:00:00
^IBEX;7116.899902;7259.299805;España;2020-06-15 00:00:00
^IBEX;7420.799805;7495.299805;España;2020-06-16 00:00:00
^IBEX;7458.100098;7478.700195;España;2020-06-17 00:00:00
^IBEX;7436.399902;7390.200195;España;2020-06-18 00:00:00
^IBEX;7444.200195;7414.200195;España;2020-06-19 00:00:00
^IBEX;7371.600098;7345.700195;España;2020-06-22 00:00:00
^IBEX;7408.799805;7438.399902;España;2020-06-23 00:00:00
^IBEX;7403.899902;7195.5;España;2020-06-24 00:00:00
^IBEX;7176.399902;7270.299805;España;2020-06-25 00:00:00
^IBEX;7324.5;7178.399902;España;2020-06-26 00:00:00
^IBEX;7160.100098;7278.100098;España;2020-06-29 00:00:00
^IBEX;7270.600098;7231.399902;España;2020-06-30 00:00:00
^IBEX;7245.600098;7227.399902;España;2020-07-01 00:00:00
^IBEX;7292.700195;7498.600098;España;2020-07-02 00:00:00
^IBEX;7510.299805;7403.5;España;2020-07-03 00:00:00
^IBEX;7566.5;7556.200195;España;2020-07-06 00:00:00
^IBEX;7491.5;7447.399902;España;2020-07-07 00:00:00
^IBEX;7361;7326.399902;España;2020-07-08 00:00:00
^IBEX;7369.899902;7236.899902;España;2020-07-09 00:00:00
^IBEX;7198.399902;7321.100098;España;2020-07-10 00:00:00
^IBEX;7403.200195;7426.899902;España;2020-07-13 00:00:00
^IBEX;7344.399902;7352;España;2020-07-14 00:00:00
^IBEX;7416.100098;7487.600098;España;2020-07-15 00:00:00
^IBEX;7438.799805;7474.700195;España;2020-07-16 00:00:00
^IBEX;7474.100098;7440.399902;España;2020-07-17 00:00:00
^IBEX;7442.5;7478;España;2020-07-20 00:00:00
^IBEX;7554.200195;7494.5;España;2020-07-21 00:00:00
^IBEX;7474.700195;7390.100098;España;2020-07-22 00:00:00
^IBEX;7434.700195;7384.899902;España;2020-07-23 00:00:00
^IBEX;7301.799805;7294.700195;España;2020-07-24 00:00:00
^IBEX;7267.799805;7170.600098;España;2020-07-27 00:00:00
^IBEX;7191.899902;7246.399902;España;2020-07-28 00:00:00
^IBEX;7247.600098;7206.200195;España;2020-07-29 00:00:00
^IBEX;7192.299805;6996.600098;España;2020-07-30 00:00:00
^IBEX;7025.200195;6877.399902;España;2020-07-31 00:00:00
^IBEX;6867.399902;6975;España;2020-08-03 00:00:00
^IBEX;7003;7021.600098;España;2020-08-04 00:00:00
^IBEX;7073.200195;7039.700195;España;2020-08-05 00:00:00
^IBEX;7022.100098;6957.899902;España;2020-08-06 00:00:00
^IBEX;6929.100098;6950.5;España;2020-08-07 00:00:00
^IBEX;7004.399902;7053.899902;España;2020-08-10 00:00:00
^IBEX;7104;7263.5;España;2020-08-11 00:00:00
^IBEX;7250.299805;7296;España;2020-08-12 00:00:00
^IBEX;7267.899902;7250.5;España;2020-08-13 00:00:00
^IBEX;7224.100098;7154.299805;España;2020-08-14 00:00:00
^IBEX;7141.5;7090.100098;España;2020-08-17 00:00:00
^IBEX;7065.700195;7043.5;España;2020-08-18 00:00:00
^IBEX;7039.100098;7094.299805;España;2020-08-19 00:00:00
^IBEX;7011.399902;6993.299805;España;2020-08-20 00:00:00
^IBEX;7016.700195;6982.100098;España;2020-08-21 00:00:00
^IBEX;7044.200195;7109.100098;España;2020-08-24 00:00:00
^IBEX;7147.899902;7108.399902;España;2020-08-25 00:00:00
^IBEX;7088.399902;7123;España;2020-08-26 00:00:00
^IBEX;7114.100098;7090.700195;España;2020-08-27 00:00:00
^IBEX;7114.700195;7133;España;2020-08-28 00:00:00
^IBEX;7174.299805;6969.5;España;2020-08-31 00:00:00
^IBEX;7038.5;6956.899902;España;2020-09-01 00:00:00
^IBEX;6973.100098;6996.899902;España;2020-09-02 00:00:00
^IBEX;7065.200195;7006;España;2020-09-03 00:00:00
^IBEX;7015.700195;6989.700195;España;2020-09-04 00:00:00
^IBEX;7032.799805;7080.700195;España;2020-09-07 00:00:00
^IBEX;7087.899902;6955;España;2020-09-08 00:00:00
^IBEX;6946.399902;7020.899902;España;2020-09-09 00:00:00
^IBEX;7020.600098;6999.200195;España;2020-09-10 00:00:00
^IBEX;6989.399902;6943.200195;España;2020-09-11 00:00:00
^IBEX;6989.799805;6951.100098;España;2020-09-14 00:00:00
^IBEX;6958.899902;7036;España;2020-09-15 00:00:00
^IBEX;7048.299805;7110.799805;España;2020-09-16 00:00:00
^IBEX;7027.100098;7086.200195;España;2020-09-17 00:00:00
^IBEX;7073.799805;6929.799805;España;2020-09-18 00:00:00
^IBEX;6892.899902;6692.299805;España;2020-09-21 00:00:00
^IBEX;6752.899902;6648.600098;España;2020-09-22 00:00:00
^IBEX;6717.799805;6654.200195;España;2020-09-23 00:00:00
^IBEX;6577.600098;6643.399902;España;2020-09-24 00:00:00
^IBEX;6647.399902;6628.299805;España;2020-09-25 00:00:00
^IBEX;6709.200195;6791.5;España;2020-09-28 00:00:00
^IBEX;6769.5;6713.600098;España;2020-09-29 00:00:00
^IBEX;6663.600098;6716.600098;España;2020-09-30 00:00:00
^IBEX;6789.100098;6730.700195;España;2020-10-01 00:00:00
^IBEX;6675.399902;6754.5;España;2020-10-02 00:00:00
^IBEX;6814.5;6837.899902;España;2020-10-05 00:00:00
^IBEX;6860.100098;6936.200195;España;2020-10-06 00:00:00
^IBEX;6920.200195;6910.100098;España;2020-10-07 00:00:00
^IBEX;6953.200195;6992.799805;España;2020-10-08 00:00:00
^IBEX;6992.899902;6950.899902;España;2020-10-09 00:00:00
^IBEX;6968.799805;6951;España;2020-10-12 00:00:00
^IBEX;6945.200195;6875.200195;España;2020-10-13 00:00:00
^IBEX;6880.399902;6916.600098;España;2020-10-14 00:00:00
^IBEX;6840.200195;6816.799805;España;2020-10-15 00:00:00
^IBEX;6851.899902;6849.700195;España;2020-10-16 00:00:00
^IBEX;6882.100098;6860.200195;España;2020-10-19 00:00:00
^IBEX;6834.799805;6927.299805;España;2020-10-20 00:00:00
^IBEX;6961.5;6811.5;España;2020-10-21 00:00:00
^IBEX;6775.200195;6796.600098;España;2020-10-22 00:00:00
^IBEX;6802.100098;6893.399902;España;2020-10-23 00:00:00
^IBEX;6797.899902;6796.899902;España;2020-10-26 00:00:00
^IBEX;6845.200195;6651.299805;España;2020-10-27 00:00:00
^IBEX;6560.799805;6474.399902;España;2020-10-28 00:00:00
^IBEX;6467.700195;6411.799805;España;2020-10-29 00:00:00
^IBEX;6351.399902;6452.200195;España;2020-10-30 00:00:00
^IBEX;6481.399902;6585.600098;España;2020-11-02 00:00:00
^IBEX;6636.100098;6751.600098;España;2020-11-03 00:00:00
^IBEX;6616.700195;6781.899902;España;2020-11-04 00:00:00
^IBEX;6833.5;6924.200195;España;2020-11-05 00:00:00
^IBEX;6890.600098;6870.399902;España;2020-11-06 00:00:00
^IBEX;6972.299805;7459.399902;España;2020-11-09 00:00:00
^IBEX;7447.100098;7711.399902;España;2020-11-10 00:00:00
^IBEX;7733.799805;7793.700195;España;2020-11-11 00:00:00
^IBEX;7721.700195;7726;España;2020-11-12 00:00:00
^IBEX;7698.600098;7783.700195;España;2020-11-13 00:00:00
^IBEX;7905.899902;7986.200195;España;2020-11-16 00:00:00
^IBEX;7979;7934.299805;España;2020-11-17 00:00:00
^IBEX;7914.100098;7981.5;España;2020-11-18 00:00:00
^IBEX;7907.200195;7930.200195;España;2020-11-19 00:00:00
^IBEX;7938.799805;7977.899902;España;2020-11-20 00:00:00
^IBEX;8029.100098;7981.200195;España;2020-11-23 00:00:00
^IBEX;8052.399902;8143.200195;España;2020-11-24 00:00:00
^IBEX;8172.399902;8164.700195;España;2020-11-25 00:00:00
^IBEX;8184.799805;8104.600098;España;2020-11-26 00:00:00
^IBEX;8069.100098;8190.700195;España;2020-11-27 00:00:00
^IBEX;8130.600098;8076.899902;España;2020-11-30 00:00:00
^IBEX;8112.700195;8140.799805;España;2020-12-01 00:00:00
^IBEX;8111.100098;8220.799805;España;2020-12-02 00:00:00
^IBEX;8208.099609;8200.700195;España;2020-12-03 00:00:00
^IBEX;8201.200195;8322.900391;España;2020-12-04 00:00:00
^IBEX;8283.299805;8275.599609;España;2020-12-07 00:00:00
^IBEX;8262.400391;8227.599609;España;2020-12-08 00:00:00
^IBEX;8262.200195;8235.299805;España;2020-12-09 00:00:00
^IBEX;8260.299805;8182.299805;España;2020-12-10 00:00:00
^IBEX;8147.799805;8063.100098;España;2020-12-11 00:00:00
^IBEX;8160.200195;8140.799805;España;2020-12-14 00:00:00
^IBEX;8153.200195;8152.399902;España;2020-12-15 00:00:00
^IBEX;8166.399902;8139.5;España;2020-12-16 00:00:00
^IBEX;8164.600098;8153.399902;España;2020-12-17 00:00:00
^IBEX;8114.299805;8037.399902;España;2020-12-18 00:00:00
^IBEX;7860.899902;7789.799805;España;2020-12-21 00:00:00
^IBEX;7822;7934.200195;España;2020-12-22 00:00:00
^IBEX;7948.799805;8073.600098;España;2020-12-23 00:00:00
^IBEX;8101.200195;8111.5;España;2020-12-24 00:00:00
^IBEX;8179.299805;8155.600098;España;2020-12-28 00:00:00
^IBEX;8203.200195;8174.799805;España;2020-12-29 00:00:00
^IBEX;8174.200195;8154.399902;España;2020-12-30 00:00:00
^IBEX;8116.899902;8073.700195;España;2020-12-31 00:00:00
^IBEX;8191.799805;8099.200195;España;2021-01-04 00:00:00
^IBEX;8052.200195;8091.5;España;2021-01-05 00:00:00
^IBEX;8179.799805;8350.299805;España;2021-01-06 00:00:00
^IBEX;8383.799805;8385.799805;España;2021-01-07 00:00:00
^IBEX;8439.700195;8407.700195;España;2021-01-08 00:00:00
^IBEX;8369.200195;8357.5;España;2021-01-11 00:00:00
^IBEX;8375.200195;8345.900391;España;2021-01-12 00:00:00
^IBEX;8353.900391;8361.099609;España;2021-01-13 00:00:00
^IBEX;8360.900391;8372.400391;España;2021-01-14 00:00:00
^IBEX;8332.200195;8230.700195;España;2021-01-15 00:00:00
^IBEX;8194.700195;8254.5;España;2021-01-18 00:00:00
^IBEX;8303.700195;8199;España;2021-01-19 00:00:00
^IBEX;8220.299805;8204.099609;España;2021-01-20 00:00:00
^IBEX;8234.5;8122.100098;España;2021-01-21 00:00:00
^IBEX;8072.700195;8036.399902;España;2021-01-22 00:00:00
^IBEX;8076.899902;7897.299805;España;2021-01-25 00:00:00
^IBEX;7907.700195;7964.899902;España;2021-01-26 00:00:00
^IBEX;7950.399902;7852.700195;España;2021-01-27 00:00:00
^IBEX;7767.200195;7932.5;España;2021-01-28 00:00:00
^IBEX;7825.799805;7757.5;España;2021-01-29 00:00:00
^IBEX;7823;7798.200195;España;2021-02-01 00:00:00
^IBEX;7844.600098;7950.899902;España;2021-02-02 00:00:00
^IBEX;8048.200195;8012.799805;España;2021-02-03 00:00:00
^IBEX;8031.399902;8122.600098;España;2021-02-04 00:00:00
^IBEX;8129.799805;8214.700195;España;2021-02-05 00:00:00
^IBEX;8251.799805;8219;España;2021-02-08 00:00:00
^IBEX;8216.799805;8101;España;2021-02-09 00:00:00
^IBEX;8127.200195;8065.399902;España;2021-02-10 00:00:00
^IBEX;8067.100098;8037.600098;España;2021-02-11 00:00:00
^IBEX;8025;8055;España;2021-02-12 00:00:00
^IBEX;8124.399902;8203.5;España;2021-02-15 00:00:00
^IBEX;8215.099609;8153.700195;España;2021-02-16 00:00:00
^IBEX;8140.799805;8122.700195;España;2021-02-17 00:00:00
^IBEX;8133.5;8058.100098;España;2021-02-18 00:00:00
^IBEX;8066.700195;8151.600098;España;2021-02-19 00:00:00
^IBEX;8119.600098;8112.200195;España;2021-02-22 00:00:00
^IBEX;8128;8252.099609;España;2021-02-23 00:00:00
^IBEX;8266.599609;8269.599609;España;2021-02-24 00:00:00
^IBEX;8331.200195;8317.799805;España;2021-02-25 00:00:00
^IBEX;8218.599609;8225;España;2021-02-26 00:00:00
^IBEX;8324.599609;8378.099609;España;2021-03-01 00:00:00
^IBEX;8360.900391;8355.799805;España;2021-03-02 00:00:00
^IBEX;8397.599609;8329.299805;España;2021-03-03 00:00:00
^IBEX;8285.099609;8354;España;2021-03-04 00:00:00
^IBEX;8322.099609;8286.799805;España;2021-03-05 00:00:00
^IBEX;8358;8444.200195;España;2021-03-08 00:00:00
^IBEX;8446.299805;8496.400391;España;2021-03-09 00:00:00
^IBEX;8479.5;8525.200195;España;2021-03-10 00:00:00
^IBEX;8567.599609;8593;España;2021-03-11 00:00:00
^IBEX;8570;8644.5;España;2021-03-12 00:00:00
^IBEX;8689.900391;8635.400391;España;2021-03-15 00:00:00
^IBEX;8679.400391;8657.700195;España;2021-03-16 00:00:00
^IBEX;8652.099609;8599.5;España;2021-03-17 00:00:00
^IBEX;8632.599609;8624.599609;España;2021-03-18 00:00:00
^IBEX;8560.099609;8493;España;2021-03-19 00:00:00
^IBEX;8430.200195;8343.5;España;2021-03-22 00:00:00
^IBEX;8316.700195;8390.299805;España;2021-03-23 00:00:00
^IBEX;8351.299805;8443.700195;España;2021-03-24 00:00:00
^IBEX;8420.299805;8409.5;España;2021-03-25 00:00:00
^IBEX;8480.5;8498.200195;España;2021-03-26 00:00:00
^IBEX;8502.799805;8492.099609;España;2021-03-29 00:00:00
^IBEX;8542.900391;8595.200195;España;2021-03-30 00:00:00
^IBEX;8594.700195;8580;España;2021-03-31 00:00:00
^IBEX;8595.599609;8577.599609;España;2021-04-01 00:00:00
^IBEX;8673.200195;8634.599609;España;2021-04-06 00:00:00
^IBEX;8648.299805;8597.400391;España;2021-04-07 00:00:00
^IBEX;8626.5;8637.799805;España;2021-04-08 00:00:00
^IBEX;8639.299805;8565.799805;España;2021-04-09 00:00:00
^IBEX;8556.099609;8532.599609;España;2021-04-12 00:00:00
^IBEX;8533.200195;8525.099609;España;2021-04-13 00:00:00
^IBEX;8532.599609;8588.400391;España;2021-04-14 00:00:00
^IBEX;8603.099609;8571.599609;España;2021-04-15 00:00:00
^IBEX;8585;8613.5;España;2021-04-16 00:00:00
^IBEX;8613.799805;8711.400391;España;2021-04-19 00:00:00
^IBEX;8699.400391;8459.400391;España;2021-04-20 00:00:00
^IBEX;8492.900391;8519.799805;España;2021-04-21 00:00:00
^IBEX;8548.599609;8656.799805;España;2021-04-22 00:00:00
^IBEX;8629.400391;8618.599609;España;2021-04-23 00:00:00
^IBEX;8629.900391;8701.900391;España;2021-04-26 00:00:00
^IBEX;8690.799805;8756.700195;España;2021-04-27 00:00:00
^IBEX;8779.099609;8799.599609;España;2021-04-28 00:00:00
^IBEX;8821.799805;8823.200195;España;2021-04-29 00:00:00
^IBEX;8822.299805;8815;España;2021-04-30 00:00:00
^IBEX;8821.599609;8893.700195;España;2021-05-03 00:00:00
^IBEX;8906;8830.400391;España;2021-05-04 00:00:00
^IBEX;8896.700195;8967.799805;España;2021-05-05 00:00:00
^IBEX;8982.599609;8982.200195;España;2021-05-06 00:00:00
^IBEX;9042;9059.200195;España;2021-05-07 00:00:00
^IBEX;9121.5;9144.299805;España;2021-05-10 00:00:00
^IBEX;9065.099609;8987.200195;España;2021-05-11 00:00:00
^IBEX;8990.200195;9007.700195;España;2021-05-12 00:00:00
^IBEX;8932.700195;8966.200195;España;2021-05-13 00:00:00
^IBEX;9036.299805;9145.599609;España;2021-05-14 00:00:00
^IBEX;9166.700195;9155.599609;España;2021-05-17 00:00:00
^IBEX;9214.200195;9183.900391;España;2021-05-18 00:00:00
^IBEX;9121.400391;9070.700195;España;2021-05-19 00:00:00
^IBEX;9112.099609;9124.299805;España;2021-05-20 00:00:00
^IBEX;9129.599609;9204;España;2021-05-21 00:00:00
^IBEX;9230.400391;9205.5;España;2021-05-24 00:00:00
^IBEX;9220.900391;9208.700195;España;2021-05-25 00:00:00
^IBEX;9232;9196.900391;España;2021-05-26 00:00:00
^IBEX;9183.799805;9186.099609;España;2021-05-27 00:00:00
^IBEX;9237.799805;9224.599609;España;2021-05-28 00:00:00
^IBEX;9224.200195;9148.900391;España;2021-05-31 00:00:00
^IBEX;9167.299805;9189.700195;España;2021-06-01 00:00:00
^IBEX;9198.299805;9180.700195;España;2021-06-02 00:00:00
^IBEX;9179.799805;9142.400391;España;2021-06-03 00:00:00
^IBEX;9144.5;9088.299805;España;2021-06-04 00:00:00
^IBEX;9076.099609;9163.599609;España;2021-06-07 00:00:00
^IBEX;9159.599609;9153.599609;España;2021-06-08 00:00:00
^IBEX;9157.200195;9156.099609;España;2021-06-09 00:00:00
^IBEX;9190.799805;9133.799805;España;2021-06-10 00:00:00
^IBEX;9144;9205;España;2021-06-11 00:00:00
^IBEX;9238.700195;9281.099609;España;2021-06-14 00:00:00
^IBEX;9310.799805;9230.700195;España;2021-06-15 00:00:00
^IBEX;9266.299805;9202.200195;España;2021-06-16 00:00:00
^IBEX;9178.799805;9195.900391;España;2021-06-17 00:00:00
^IBEX;9166.299805;9030.599609;España;2021-06-18 00:00:00
^IBEX;8970.099609;9051.700195;España;2021-06-21 00:00:00
^IBEX;9073.700195;9053.299805;España;2021-06-22 00:00:00
^IBEX;9072.200195;8954.099609;España;2021-06-23 00:00:00
^IBEX;9015.400391;9074.099609;España;2021-06-24 00:00:00
^IBEX;9101;9095;España;2021-06-25 00:00:00
^IBEX;9075.5;8913.700195;España;2021-06-28 00:00:00
^IBEX;8897.400391;8915.099609;España;2021-06-29 00:00:00
^IBEX;8892.700195;8821.200195;España;2021-06-30 00:00:00
^IBEX;8862.299805;8932.299805;España;2021-07-01 00:00:00
^IBEX;8951.700195;8907.599609;España;2021-07-02 00:00:00
^IBEX;8900.5;8946.400391;España;2021-07-05 00:00:00
^IBEX;8924.099609;8860.799805;España;2021-07-06 00:00:00
^IBEX;8877.900391;8854.5;España;2021-07-07 00:00:00
^IBEX;8768.099609;8650.099609;España;2021-07-08 00:00:00
^IBEX;8680.799805;8776.599609;España;2021-07-09 00:00:00
^IBEX;8791.900391;8816.700195;España;2021-07-12 00:00:00
^IBEX;8824.299805;8694.799805;España;2021-07-13 00:00:00
^IBEX;8674.700195;8658.299805;España;2021-07-14 00:00:00
^IBEX;8626.400391;8527;España;2021-07-15 00:00:00
^IBEX;8546.599609;8506.200195;España;2021-07-16 00:00:00
^IBEX;8450.900391;8301.700195;España;2021-07-19 00:00:00
^IBEX;8337.799805;8358;España;2021-07-20 00:00:00
^IBEX;8390.900391;8567;España;2021-07-21 00:00:00
^IBEX;8604.099609;8621.799805;España;2021-07-22 00:00:00
^IBEX;8657.400391;8717.200195;España;2021-07-23 00:00:00
^IBEX;8655.099609;8775.200195;España;2021-07-26 00:00:00
^IBEX;8723.700195;8699.200195;España;2021-07-27 00:00:00
^IBEX;8716.900391;8733.700195;España;2021-07-28 00:00:00
^IBEX;8765.099609;8786.299805;España;2021-07-29 00:00:00
^IBEX;8737.5;8675.700195;España;2021-07-30 00:00:00
^IBEX;8723.299805;8758.700195;España;2021-08-02 00:00:00
^IBEX;8780.200195;8772.799805;España;2021-08-03 00:00:00
^IBEX;8806.599609;8792.900391;España;2021-08-04 00:00:00
^IBEX;8780;8836.5;España;2021-08-05 00:00:00
^IBEX;8839.900391;8879;España;2021-08-06 00:00:00
^IBEX;8870.200195;8865.900391;España;2021-08-09 00:00:00
^IBEX;8867.599609;8899;España;2021-08-10 00:00:00
^IBEX;8915.900391;8975.799805;España;2021-08-11 00:00:00
^IBEX;8974.099609;8979.400391;España;2021-08-12 00:00:00
^IBEX;8987.900391;8999.799805;España;2021-08-13 00:00:00
^IBEX;8933.700195;8926.599609;España;2021-08-16 00:00:00
^IBEX;8872.400391;8865.700195;España;2021-08-17 00:00:00
^IBEX;8852.700195;8970.200195;España;2021-08-18 00:00:00
^IBEX;8839.900391;8902.200195;España;2021-08-19 00:00:00
^IBEX;8893.700195;8915.299805;España;2021-08-20 00:00:00
^IBEX;8973.400391;8968.099609;España;2021-08-23 00:00:00
^IBEX;8996.099609;8948.599609;España;2021-08-24 00:00:00
^IBEX;8958.700195;8977.400391;España;2021-08-25 00:00:00
^IBEX;8945;8892.700195;España;2021-08-26 00:00:00
^IBEX;8899.099609;8922.200195;España;2021-08-27 00:00:00
^IBEX;8925.700195;8867.900391;España;2021-08-30 00:00:00
^IBEX;8880.599609;8846.599609;España;2021-08-31 00:00:00
^IBEX;8923.700195;8991.5;España;2021-09-01 00:00:00
^IBEX;8982.099609;8981.400391;España;2021-09-02 00:00:00
^IBEX;8981.5;8864;España;2021-09-03 00:00:00
^IBEX;8889.5;8882.299805;España;2021-09-06 00:00:00
