Ticker,Year,Total Revenue,Net Interest Income,Total Premiums Earned,Total Other Income Expense Net,Interest Expense,Provision for Loan Losses,Selling General Administrative,Other Operating Expenses,Depreciation,Depreciation & Amortization,Depreciation Depletion & Amortization,Gross Profit,Operating Expense,Operating Income,Ebit,Extraordinary Items,Effect Of Accounting Charges,Other Items,Income Before Tax,Tax Provision,Net Income Applicable To Common Shares,Net Income,Net Income From Continuing Ops,Discontinued Operations,Normalized Income,Minority Interest,Preferred Dividends,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares
CLNX.MC,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLNX.MC,2021.0,2438400000.0,-593089000.0,,,478173000.0,,,487941000.0,,,,,2370222000.0,68178000.0,,,,,,-154124000.0,,-362539000.0,,,-354485935.584889,,,-0.59,-0.59,610542810.0,610542810.0
CLNX.MC,2022.0,3247713000.0,-729095000.0,,,642294000.0,,,673787000.0,,,,,3017397000.0,230316000.0,,,,,,-189946000.0,,-297058000.0,,,-296594397.564439,,,-0.44,-0.44,672772636.0,672772636.0
CLNX.MC,2023.0,3804076000.0,-817066000.0,,,758063000.0,,,788532000.0,,,,,3496581000.0,307495000.0,,,,,,-120589000.0,,-297220000.0,,,-350160871.389879,,,-0.44,-0.44,668713007.0,668713007.0
CLNX.MC,2024.0,4070205000.0,-870148000.0,,,816463000.0,,,864655000.0,,,,,3486442000.0,583763000.0,,,,,,-657779000.0,,-28043000.0,,,282409750.0,,,-0.039684,-0.039684,705571553.0,705571553.0
CNA.L,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNA.L,2021.0,14744000000.0,-191000000.0,,,196000000.0,,,652000000.0,,,,1629000000.0,1703000000.0,-74000000.0,,,,,,218000000.0,,1210000000.0,,,94594524.119948,,,0.207,0.205,5836000000.0,5902439024.0
CNA.L,2022.0,23741000000.0,-165000000.0,,,220000000.0,,,783000000.0,,,,2045000000.0,1872000000.0,173000000.0,,,,,,253000000.0,,-782000000.0,,,-462560000.0,,,-0.133,-0.133,5869000000.0,5869000000.0
CNA.L,2023.0,26458000000.0,-37000000.0,,,306000000.0,,,1077000000.0,,,,9623000000.0,2072000000.0,7551000000.0,,,,,,2433000000.0,,3929000000.0,,,4765830000.0,,,0.706,0.694,5569000000.0,5661383285.0
CNA.L,2024.0,19913000000.0,44000000.0,,,269000000.0,,,1089000000.0,,,,4087000000.0,2139000000.0,1948000000.0,,,,,,314000000.0,,1332000000.0,,,1794587849.910661,,,0.257,0.251,5187000000.0,5306772908.0
COL.MC,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL.MC,2021.0,316719000.0,-113526000.0,,,27040000.0,,,38775000.0,,,,,84264000.0,232455000.0,,,,,,-3533000.0,,473842000.0,,,473677750.0,,,0.92,0.92,515705000.0,515705000.0
COL.MC,2022.0,361613000.0,-75606000.0,,,76263000.0,,,45994000.0,,,,,91201000.0,270412000.0,,,,,,-7626000.0,,7979000.0,,,11969750.0,,,0.02,0.02,531429000.0,531429000.0
COL.MC,2023.0,387282000.0,-94089000.0,,,100011000.0,,,43574000.0,,,,387282000.0,83500000.0,303782000.0,,,,,,-37678000.0,,-1018973000.0,,,-1019817964.344109,,,-1.92,-1.92,531476000.0,531476000.0
COL.MC,2024.0,502412000.0,-80857000.0,,,106422000.0,,,45014000.0,,,,410068000.0,91635000.0,318433000.0,,,,,,-35003000.0,,307395000.0,,,296955750.0,,,0.53,0.53,576863000.0,576863000.0
CON.DE,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON.DE,2021.0,33765200000.0,-97500000.0,,,186000000.0,,,-4200000.0,,,,7740300000.0,6922800000.0,817500000.0,,,,,,359500000.0,,1435200000.0,,,1196294600.0,,,7.18,7.18,200000000.0,200000000.0
CON.DE,2022.0,39408900000.0,-151100000.0,,,238500000.0,,,5900000.0,,,,7581300000.0,7566800000.0,14500000.0,,,,,,444600000.0,,66600000.0,,,1155170000.0,,,0.33,0.33,200000000.0,200000000.0
CON.DE,2023.0,41421000000.0,-317000000.0,,,421000000.0,,,35000000.0,,,,8808000000.0,8032000000.0,776000000.0,,,,,,424000000.0,,1156000000.0,,,1248981458.590853,,,5.78,5.78,200000000.0,200000000.0
CON.DE,2024.0,39719000000.0,-347000000.0,,,450000000.0,,,94000000.0,,,,8800000000.0,8028000000.0,772000000.0,,,,,,689000000.0,,1168000000.0,,,1221340000.0,,,5.84,5.84,200000000.0,200000000.0
CPG.L,2021.0,24045007183.425755,-151724693.529546,,,161123568.34996,,,3390308417.36375,,,,7584891980.074385,6529532607.382145,1055359372.692241,,,,,,143668515.112048,,479342615.841132,,,701640656.071429,,,0.268539,0.268539,1784000000.0,1785000000.0
CPG.L,2022.0,28489112227.805695,-125069793.411502,,,137353433.835846,,,4439977666.108319,,,,9264098269.123396,7496370742.601898,1767727526.521496,,,,,,393076493.579006,,1242881072.026801,,,1297647739.909299,,,0.699051,0.699051,1779000000.0,1779000000.0
CPG.L,2023.0,37907000000.0,-175000000.0,,,221000000.0,,,6001000000.0,,,,12340000000.0,9772000000.0,2568000000.0,,,,,,525000000.0,,1607000000.0,,,1868638000.0,,,0.922,0.921,1743000000.0,1745000000.0
CPG.L,2024.0,42002000000.0,-277000000.0,,,305000000.0,,,6677000000.0,,,,13926000000.0,10934000000.0,2992000000.0,,,,,,642000000.0,,1404000000.0,,,1906928000.0,,,0.823,0.822,1705000000.0,1707000000.0
CPR.MI,2021.0,2172700000.0,-20200000.0,,,28300000.0,,,138700000.0,,,,1296800000.0,896000000.0,400800000.0,,,,,,105600000.0,,284800000.0,,,284727174.472465,,,0.25,0.25,1126588835.0,1146285352.0
CPR.MI,2022.0,2697600000.0,-26000000.0,,,31500000.0,,,92100000.0,,,,1588500000.0,1038000000.0,550500000.0,,,,,,143500000.0,,333000000.0,,,364759000.0,,,0.3,0.29,1126061579.0,1140220211.0
CPR.MI,2023.0,2918600000.0,-56400000.0,,,70800000.0,,,3500000.0,,,,1700100000.0,1095000000.0,605100000.0,,,,,,134000000.0,,330500000.0,,,359946900.0,,,0.291966,0.291966,1131982258.0,1131982258.0
CPR.MI,2024.0,3069800000.0,-80000000.0,,,110100000.0,,,-3000000.0,,,,1766800000.0,1171500000.0,595300000.0,,,,,,63000000.0,,201600000.0,,,345840200.0,,,0.17,0.17,1200346949.0,1250652701.0
CRDA.L,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.551,1.548,129980657.0,130232558.0
CRDA.L,2021.0,1889600000.0,-24200000.0,,,25700000.0,,,2500000.0,,,,938900000.0,503200000.0,435700000.0,,,,,,88700000.0,,320800000.0,,,320800000.0,,,2.3,2.295,139478261.0,139782135.0
CRDA.L,2022.0,2089300000.0,-20700000.0,,,25700000.0,,,,,,,985600000.0,540900000.0,444700000.0,,,,,,126700000.0,,649300000.0,,,350972000.0,,,4.649966,4.648,139635442.0,139694492.0
CRDA.L,2023.0,1694500000.0,-11200000.0,,,25900000.0,,,,,,,730000000.0,482500000.0,247500000.0,,,,,,64200000.0,,171000000.0,,,171000000.0,,,1.225,1.223,139600000.0,139800000.0
CRDA.L,2024.0,1628100000.0,-19700000.0,,,30900000.0,,,,,,,733900000.0,506400000.0,227500000.0,,,,,,48200000.0,,158500000.0,,,158500000.0,,,,,,
CS.PA,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS.PA,2021.0,111692000000.0,-462000000.0,,,462000000.0,,,553000000.0,,,,,,,,,,,,1689000000.0,,7294000000.0,,,7866666200.0,,,2.98,2.97,2380000000.0,2388000000.0
CS.PA,2022.0,69054000000.0,-652000000.0,,,652000000.0,,,3872000000.0,,,,,,,,,,,,1376000000.0,,5061000000.0,,,5061000000.0,,,2.13,2.12,2290000000.0,2297000000.0
CS.PA,2023.0,84581000000.0,-611000000.0,,,611000000.0,,,2961000000.0,,,,,,,,,,,,1399000000.0,,7189000000.0,,,6853831500.0,,,3.14,3.13,2232000000.0,2238000000.0
CS.PA,2024.0,89823000000.0,-607000000.0,,,607000000.0,,,2812000000.0,,,,,,,,,,,,2459000000.0,,7886000000.0,,,7331000000.0,,,3.304729,3.304729,2175367655.0,2175367655.0
CTEC.L,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTEC.L,2021.0,2038300000.0,-43500000.0,,,36200000.0,,,,,,,1123100000.0,919500000.0,203600000.0,,,,,,33700000.0,,117600000.0,,,127778700.0,,,0.059,0.058,2008923797.0,2026340345.0
CTEC.L,2022.0,2072500000.0,-52100000.0,,,49100000.0,,,,,,,1103900000.0,882800000.0,221100000.0,,,,,,19000000.0,,62900000.0,,,110208800.0,,,0.031,0.031,2023839657.0,2040247468.0
CTEC.L,2023.0,2142400000.0,-75500000.0,,,73300000.0,,,,,,,1200600000.0,935400000.0,265200000.0,,,,,,37100000.0,,130300000.0,,,151082616.487455,,,0.064,0.063,2038653228.0,2052589260.0
CTEC.L,2024.0,2289200000.0,-78100000.0,,,73500000.0,,,,,,,1283600000.0,951900000.0,331700000.0,,,,,,56000000.0,,190500000.0,,,182700122.000813,,,0.093,0.093,2047643498.0,2056797417.0
DB1.DE,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1.DE,2021.0,4363400000.0,-40000000.0,,,70600000.0,,,100500000.0,,,,2249800000.0,587700000.0,1662100000.0,,,,,,444400000.0,,1209700000.0,,,1213701400.0,,,6.59,6.58,183546106.0,183914432.0
DB1.DE,2022.0,5225300000.0,-68500000.0,,,83700000.0,,,124300000.0,,,,2995300000.0,835900000.0,2159400000.0,,,,,,543300000.0,,1494400000.0,,,1487647800.0,,,8.14,8.12,183630715.0,183985520.0
DB1.DE,2023.0,6096100000.0,-77700000.0,,,113600000.0,,,135500000.0,,,,3607100000.0,1069500000.0,2537600000.0,,,,,,654900000.0,,1724000000.0,,,1720115682.35582,,,9.35,9.34,184298877.0,184589068.0
DB1.DE,2024.0,7023400000.0,-141600000.0,,,183300000.0,,,145500000.0,,,,4097800000.0,1232200000.0,2865600000.0,,,,,,698900000.0,,1948500000.0,,,1929800500.0,,,10.6,10.58,183819548.0,184226044.0
DBK.DE,2021.0,25303000000.0,11154000000.0,,,5445000000.0,,,,,,,,,,,,,,,880000000.0,,2365000000.0,,,3052460000.0,,,0.96,0.93,2096500000.0,2143200000.0
DBK.DE,2022.0,26656000000.0,13650000000.0,,,10649000000.0,,,,,,,,,,,,,,,-64000000.0,,5525000000.0,,,5583650000.0,,,2.42,2.37,2084900000.0,2125600000.0
DBK.DE,2023.0,28875000000.0,13602000000.0,,,30473000000.0,,,,,,,,,,,,,,,787000000.0,,4772000000.0,,,5691340000.0,,,2.07,2.03,2064100000.0,2104000000.0
DBK.DE,2024.0,30048000000.0,13064000000.0,,,36292000000.0,,,,,,,,,,,,,,,1786000000.0,,3366000000.0,,,5037780000.0,,,1.4,1.37,1993600000.0,2039300000.0
DCC.L,2021.0,,,,,,,,2458000.0,,,,,,,,,,,,,,,,,,,,,,,
DCC.L,2022.0,17732020000.0,-76020000.0,,,75961000.0,,,,,,,2037673000.0,1561682000.0,475991000.0,,,,,,79734000.0,,312373000.0,,,325257135.0,,,3.1678,3.1636,98610000.0,98739000.0
DCC.L,2023.0,22204846000.0,-92069000.0,,,95057000.0,,,,,,,2404732000.0,1893486000.0,511246000.0,,,,,,84762000.0,,334022000.0,,,340593401.0,,,3.384,3.3804,98707000.0,98811000.0
DCC.L,2024.0,18854051000.0,-102963000.0,,,119342000.0,,,,,,,2340782000.0,1844115000.0,496667000.0,,,,,,71667000.0,,326255000.0,,,301444285.0,,,3.3024,3.2985,98794000.0,98909000.0
DCC.L,2025.0,18011111000.0,-104521000.0,,,118791000.0,,,,,,,2398399000.0,1888404000.0,509995000.0,,,,,,71949000.0,,206490000.0,,,372879203.0,,,2.0878,2.0844,98905000.0,99065000.0
DG.PA,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG.PA,2021.0,50230000000.0,-750000000.0,,,750000000.0,,,7398000000.0,,,,29134000000.0,24731000000.0,4403000000.0,,,,,,1625000000.0,,2597000000.0,,,2549225000.0,,,4.56,4.51,569510302.0,575850483.0
DG.PA,2022.0,62514000000.0,-754000000.0,,,810000000.0,,,8364000000.0,,,,35232000000.0,28828000000.0,6404000000.0,,,,,,1737000000.0,,4259000000.0,,,4101260000.0,,,7.55,7.47,564345439.0,570510021.0
DG.PA,2023.0,69885000000.0,-1175000000.0,,,1175000000.0,,,9481000000.0,,,,39575000000.0,31539000000.0,8036000000.0,,,,,,1917000000.0,,4702000000.0,,,4571860000.0,,,8.28,8.18,568208021.0,575111896.0
DG.PA,2024.0,72768000000.0,-1410000000.0,,,1410000000.0,,,10083000000.0,,,,42343000000.0,33765000000.0,8578000000.0,,,,,,2102000000.0,,4863000000.0,,,4774750000.0,,,8.53,8.43,570142178.0,576555974.0
DGE.L,2021.0,17622553768.649487,-505162343.953276,,,686467185.207739,,,2492595565.643425,,,,10649929415.67249,5486201455.974756,5163727959.697733,,,,,,1255293824.563346,,3681457081.96086,,,3675968789.880188,,,1.574999,1.569463,2337000000.0,2345000000.0
DGE.L,2022.0,18741509800.116436,-462109450.805356,,,608868620.22123,,,2849068503.784203,,,,11496943528.041918,6149330487.094896,5347613040.947021,,,,,,1272317096.836794,,3940665631.670871,,,3990620728.773469,,,1.700466,1.694401,2318000000.0,2325000000.0
DGE.L,2023.0,20555000000.0,-723000000.0,,,951000000.0,,,3056000000.0,,,,12266000000.0,6719000000.0,5547000000.0,,,,,,1163000000.0,,4445000000.0,,,4147299716.41262,,,1.963,1.957,2264000000.0,2271000000.0
DGE.L,2024.0,20269000000.0,-925000000.0,,,1134000000.0,,,2506000000.0,,,,12198000000.0,6197000000.0,6001000000.0,,,,,,1294000000.0,,3870000000.0,,,3892890109.89011,,,1.732,1.728,2234000000.0,2239000000.0
DIA.MI,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIA.MI,2021.0,1237654000.0,-20163000.0,,,22506000.0,,,8667000.0,,,,824771000.0,383370000.0,441401000.0,,,,,,88603000.0,,310968000.0,,,328007756.0,,,5.444308,5.4,57117998.0,57586667.0
DIA.MI,2022.0,1361138000.0,-25321000.0,,,34611000.0,,,13640000.0,,,,900613000.0,525291000.0,375322000.0,,,,,,85830000.0,,240907000.0,,,258785066.0,,,4.16,4.15,57750850.0,58049880.0
DIA.MI,2023.0,1148210000.0,-15045000.0,,,29336000.0,,,40000.0,,,,741186000.0,503339000.0,237847000.0,,,,,,42708000.0,,159849000.0,,,176966698.0,,,2.87,2.87,55745935.0,55745935.0
DIA.MI,2024.0,1185427000.0,-15877000.0,,,27555000.0,,,9317000.0,,,,781701000.0,516655000.0,265046000.0,,,,,,55391000.0,,188105000.0,,,193360040.0,,,3.469905,3.469905,53891959.0,53891959.0
DPLM.L,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPLM.L,2021.0,787400000.0,-6800000.0,,,6000000.0,,,,,,,288400000.0,184100000.0,104300000.0,,,,,,26900000.0,,69800000.0,,,70471400.0,,,0.561,0.559,124468210.0,124468210.0
DPLM.L,2022.0,1012800000.0,-12000000.0,,,10900000.0,,,,,,,144300000.0,230200000.0,144300000.0,,,,,,34100000.0,,94700000.0,,,96762702.702703,,,0.761,0.759,124533060.0,124855007.0
DPLM.L,2023.0,1200300000.0,-20400000.0,,,19400000.0,,,65000000.0,,,,542300000.0,356500000.0,185800000.0,,,,,,37300000.0,,117700000.0,,,125150771.208226,,,0.908,0.904,129675581.0,130260868.0
DPLM.L,2024.0,1363400000.0,-27000000.0,,,26100000.0,,,95700000.0,,,,628900000.0,422100000.0,206800000.0,,,,,,46600000.0,,129300000.0,,,131655605.889015,,,0.965,0.961,134020566.0,134494807.0
DPW.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSFIR.AS,2021.0,11444000000.0,-171000000.0,,,214000000.0,,,107000000.0,,,,4187000000.0,3371000000.0,816000000.0,,,,,,115000000.0,,872000000.0,,,872000000.0,,,5.784691,5.784691,150742711.0,150742711.0
DSFIR.AS,2022.0,8390000000.0,-118000000.0,,,130000000.0,,,16000000.0,,,,2690000000.0,2033000000.0,657000000.0,,,,,,124000000.0,,1700000000.0,,,406280000.0,,,11.237691,11.237691,150742711.0,150742711.0
DSFIR.AS,2023.0,10627000000.0,-72000000.0,,,168000000.0,,,45000000.0,,,,2611000000.0,3118000000.0,-507000000.0,,,,,,-18000000.0,,2137000000.0,,,-665608000.0,,,9.14,9.14,233200000.0,233200000.0
DSFIR.AS,2024.0,12799000000.0,,,,,,,,,,,4245000000.0,,561000000.0,,,,,,147000000.0,,250000000.0,,,250000000.0,,,,,,264600000.0
DSY.PA,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSY.PA,2021.0,4860100000.0,-16300000.0,,,28200000.0,,,,,,,4069800000.0,3025900000.0,1043900000.0,,,,,,230400000.0,,773700000.0,,,792589500.0,,,0.59,0.58,1309780561.0,1332092642.0
DSY.PA,2022.0,5665200000.0,11800000.0,,,26000000.0,,,,,,,4745900000.0,3431500000.0,1314400000.0,,,,,,375400000.0,,931500000.0,,,939616800.0,,,0.71,0.7,1312255968.0,1332663008.0
DSY.PA,2023.0,5951400000.0,69700000.0,,,40100000.0,,,56200000.0,,,,4980400000.0,3682300000.0,1298100000.0,,,,,,250700000.0,,1050900000.0,,,1122878100.0,,,0.8,0.79,1315087124.0,1336796848.0
DSY.PA,2024.0,6213600000.0,128100000.0,,,48900000.0,,,15000000.0,,,,5197300000.0,3822600000.0,1374700000.0,,,,,,279900000.0,,1200200000.0,,,1213419300.0,,,0.91,0.9,1313306086.0,1333387463.0
DTE.DE,2021.0,107334000000.0,-3973000000.0,,,5027000000.0,,,2411000000.0,,,,60749000000.0,47478000000.0,13271000000.0,,,,,,1732000000.0,,4176000000.0,,,4963070000.0,,,0.87,0.87,4813000000.0,4813000000.0
DTE.DE,2022.0,113608000000.0,-4113000000.0,,,5679000000.0,,,3812000000.0,,,,63561000000.0,49495000000.0,14066000000.0,,,,,,1937000000.0,,8001000000.0,,,6105780000.0,,,1.61,1.61,4972000000.0,4972000000.0
DTE.DE,2023.0,111308000000.0,-5592000000.0,,,7124000000.0,,,2941000000.0,,,,66822000000.0,45656000000.0,21166000000.0,,,,,,3672000000.0,,17788000000.0,,,4774410000.0,,,3.57,3.57,4976000000.0,4976000000.0
DTE.DE,2024.0,115111000000.0,-5170000000.0,,,6755000000.0,,,3368000000.0,,,,70370000000.0,46162000000.0,24208000000.0,,,,,,5301000000.0,,11209000000.0,,,9977000000.0,,,2.27,2.27,4938000000.0,4938000000.0
DTG.DE,2021.0,39764000000.0,-3000000.0,,,156000000.0,,,286000000.0,,,,7245000000.0,5309000000.0,1936000000.0,,,,,,891000000.0,,2347000000.0,,,1512845143.555284,,,2.85,2.85,823000000.0,823000000.0
DTG.DE,2022.0,50945000000.0,43000000.0,,,245000000.0,,,159000000.0,,,,9432000000.0,6025000000.0,3407000000.0,,,,,,686000000.0,,2665000000.0,,,2518417000.0,,,3.24,3.24,823000000.0,823000000.0
DTG.DE,2023.0,55890000000.0,11000000.0,,,369000000.0,,,60000000.0,,,,11922000000.0,6526000000.0,5396000000.0,,,,,,1355000000.0,,3775000000.0,,,3784698000.0,,,4.62,4.62,818000000.0,818000000.0
DTG.DE,2024.0,54077000000.0,190000000.0,,,348000000.0,,,397000000.0,,,,11198000000.0,7037000000.0,4161000000.0,,,,,,736000000.0,,2900000000.0,,,2895164000.0,,,3.64,3.64,796000000.0,796000000.0
EDEN.PA,2020.0,,,,,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
EDEN.PA,2021.0,1627000000.0,15000000.0,,,25000000.0,,,327000000.0,,,,945000000.0,459000000.0,486000000.0,,,,,,151000000.0,,313000000.0,,,322716000.0,,,1.26,1.19,247730000.0,263032000.0
EDEN.PA,2022.0,2031000000.0,-9000000.0,,,46000000.0,,,451000000.0,,,,1240000000.0,600000000.0,640000000.0,,,,,,188000000.0,,386000000.0,,,401870000.0,,,1.55,1.46,248992939.0,264349000.0
EDEN.PA,2023.0,2514000000.0,-38000000.0,,,,,,693000000.0,,,,1556000000.0,886000000.0,670000000.0,,,,,,226000000.0,,267000000.0,,,337500000.0,,,1.07,1.01,249032353.0,264473000.0
EDEN.PA,2024.0,2856000000.0,-32000000.0,,,,,,558000000.0,,,,1712000000.0,783000000.0,929000000.0,,,,,,254000000.0,,507000000.0,,,569062000.0,,,2.07,2.01,245286351.0,252646478.0
EDV.L,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDV.L,2021.0,2642100000.0,-65700000.0,,,44800000.0,,,39100000.0,,,,897500000.0,106000000.0,791500000.0,,,,,,143300000.0,,215500000.0,,,410643290.91315,,,0.9,0.89,240094919.0,242015569.0
EDV.L,2022.0,2069000000.0,-61100000.0,,,52800000.0,,,49100000.0,,,,748500000.0,115400000.0,633100000.0,,,,,,250300000.0,,-57300000.0,,,241569000.0,,,-0.23,-0.23,247841452.0,248661565.0
EDV.L,2023.0,2114600000.0,-71200000.0,,,68900000.0,,,101400000.0,,,,745300000.0,172900000.0,572400000.0,,,,,,210800000.0,,-208900000.0,,,166454000.0,,,0.940815,0.940815,244468927.0,244468927.0
EDV.L,2024.0,2675900000.0,-111200000.0,,,94900000.0,,,76100000.0,,,,868700000.0,154200000.0,714500000.0,,,,,,348500000.0,,-300200000.0,,,52825000.0,,,0.932555,0.932555,243417277.0,243417277.0
EL.PA,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL.PA,2021.0,19820000000.0,-119000000.0,,,141000000.0,,,174000000.0,,,,12231000000.0,9988000000.0,2243000000.0,,,,,,582000000.0,,1448000000.0,,,1449466600.0,,,3.3,3.25,438815944.0,445467194.0
EL.PA,2022.0,24494000000.0,-148000000.0,,,156000000.0,,,219000000.0,,,,15584000000.0,12427000000.0,3157000000.0,,,,,,751000000.0,,2152000000.0,,,2151247700.0,,,4.87,4.83,442049822.0,445659252.0
EL.PA,2023.0,25395000000.0,-140000000.0,,,116000000.0,,,246000000.0,,,,16048000000.0,12871000000.0,3177000000.0,,,,,,609000000.0,,2289000000.0,,,2289000000.0,,,5.11,5.08,448066944.0,450765862.0
EL.PA,2024.0,26508000000.0,-160000000.0,,,165000000.0,,,252000000.0,,,,16805000000.0,13358000000.0,3447000000.0,,,,,,800000000.0,,2359000000.0,,,2359000000.0,,,5.2,5.13,453926761.0,460012730.0
ELE.MC,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELE.MC,2021.0,20522000000.0,2000000.0,,,137000000.0,,,609000000.0,,,,4884000000.0,2723000000.0,2161000000.0,,,,,,467000000.0,,1435000000.0,,,1614409000.0,,,1.36,1.36,1058650233.0,1058650233.0
ELE.MC,2022.0,32540000000.0,-191000000.0,,,241000000.0,,,706000000.0,,,,8839000000.0,3001000000.0,5838000000.0,,,,,,891000000.0,,2541000000.0,,,4145808000.0,,,2.4,2.4,1058566751.0,1058566751.0
ELE.MC,2023.0,25064000000.0,-491000000.0,,,491000000.0,,,781000000.0,,,,8421000000.0,3326000000.0,5095000000.0,,,,,,303000000.0,,742000000.0,,,3310995000.0,,,0.7,0.7,1058471772.0,1058471772.0
ELE.MC,2024.0,20927000000.0,-435000000.0,,,457000000.0,,,717000000.0,,,,7489000000.0,3309000000.0,4180000000.0,,,,,,696000000.0,,1888000000.0,,,2784206000.0,,,1.78,1.78,1058458650.0,1058458650.0
EN.PA,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN.PA,2021.0,37589000000.0,-220000000.0,,,228000000.0,,,10246000000.0,,,,20849000000.0,18711000000.0,2138000000.0,,,,,,432000000.0,,1125000000.0,,,1413104700.0,,,2.95,2.95,381496616.0,381496616.0
EN.PA,2022.0,44398000000.0,-289000000.0,,,291000000.0,,,10960000000.0,,,,24887000000.0,23091000000.0,1796000000.0,,,,,,424000000.0,,973000000.0,,,915865000.0,,,2.55,2.55,381180055.0,381180055.0
EN.PA,2023.0,56017000000.0,-434000000.0,,,474000000.0,,,11556000000.0,,,,30004000000.0,27767000000.0,2237000000.0,,,,,,547000000.0,,1040000000.0,,,1126540800.0,,,2.77,2.77,375451264.0,375451264.0
EN.PA,2024.0,56752000000.0,-401000000.0,,,499000000.0,,,11564000000.0,,,,31318000000.0,28672000000.0,2646000000.0,,,,,,617000000.0,,1058000000.0,,,1303272000.0,,,2.8,2.8,377857143.0,377857143.0
ENEL.MI,2021.0,68372000000.0,-2661000000.0,,,2333000000.0,,,16059000000.0,,,,19082000000.0,25236000000.0,-6154000000.0,,,,,,1620000000.0,,3189000000.0,,,-7382700000.0,,,0.31,0.31,10162568494.0,10162568494.0
ENEL.MI,2022.0,102666000000.0,-2215000000.0,,,2628000000.0,,,19349000000.0,,,,4719000000.0,28027000000.0,-23308000000.0,,,,,,3523000000.0,,1682000000.0,,,-22038000000.0,,,0.15,0.15,10160538038.0,10160538038.0
ENEL.MI,2023.0,82499000000.0,-3382000000.0,,,3517000000.0,,,17220000000.0,,,,33585000000.0,27535000000.0,6050000000.0,,,,,,2778000000.0,,3438000000.0,,,-720000.0,,,0.32,0.32,10743750000.0,10743750000.0
ENEL.MI,2024.0,70649000000.0,-3306000000.0,,,3451000000.0,,,16706000000.0,,,,37881000000.0,27030000000.0,10851000000.0,,,,,,3654000000.0,,7016000000.0,,,1153570000.0,,,0.67,0.67,10156150983.0,10156150983.0
ENG.MC,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG.MC,2021.0,975686000.0,-84682000.0,,,96314000.0,,,89460000.0,,,,926632000.0,348160000.0,578472000.0,,,,,,95318000.0,,403826000.0,,,399674046.792024,,,1.5443,1.5443,261488000.0,261488000.0
ENG.MC,2022.0,957100000.0,-63427000.0,,,95112000.0,,,141978000.0,,,,905450000.0,573071000.0,332379000.0,,,,,,149984000.0,,375774000.0,,,296898377.645812,,,1.4379,1.4379,261344000.0,261344000.0
ENG.MC,2023.0,907570000.0,-83741000.0,,,116402000.0,,,108886000.0,,,,851635000.0,544141000.0,307494000.0,,,,,,78086000.0,,342528000.0,,,303607318.992909,,,1.3112,1.3112,261239000.0,261239000.0
ENG.MC,2024.0,905546000.0,-58966000.0,,,106225000.0,,,94270000.0,,,,846183000.0,558430000.0,287753000.0,,,,,,-13942000.0,,-299309000.0,,,358406538.641866,,,-1.1467,-1.1467,261029000.0,261029000.0
ENGI.PA,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGI.PA,2021.0,57866000000.0,-1568000000.0,,,1601000000.0,,,1638000000.0,,,,19005000000.0,12578000000.0,6427000000.0,,,,,,1695000000.0,,3661000000.0,,,3881689815.676783,,,1.46,1.46,2419429772.0,2431000000.0
ENGI.PA,2022.0,93864000000.0,-1961000000.0,,,1777000000.0,,,3223000000.0,,,,19329000000.0,14253000000.0,5076000000.0,,,,,,-83000000.0,,216000000.0,,,3790763578.27476,,,0.06,0.06,2419985959.0,2420000000.0
ENGI.PA,2023.0,82566000000.0,-2501000000.0,,,2478000000.0,,,2449000000.0,,,,25574000000.0,13943000000.0,11631000000.0,,,,,,1031000000.0,,2208000000.0,,,6914223463.687151,,,0.88,0.88,2421449644.0,2433000000.0
ENGI.PA,2024.0,73812000000.0,-2644000000.0,,,2967000000.0,,,2341000000.0,,,,24347000000.0,14908000000.0,9439000000.0,,,,,,2215000000.0,,4106000000.0,,,4481236677.334075,,,1.66,1.65,2425000000.0,2436000000.0
ENI.MI,2020.0,,,,,,,,-950000000.0,,,,,,,,,,,,,,,,,,,,,,,
