Ticker,Year,Total Revenue,Net Interest Income,Total Premiums Earned,Total Other Income Expense Net,Interest Expense,Provision for Loan Losses,Selling General Administrative,Other Operating Expenses,Depreciation,Depreciation & Amortization,Depreciation Depletion & Amortization,Gross Profit,Operating Expense,Operating Income,Ebit,Extraordinary Items,Effect Of Accounting Charges,Other Items,Income Before Tax,Tax Provision,Net Income Applicable To Common Shares,Net Income,Net Income From Continuing Ops,Discontinued Operations,Normalized Income,Minority Interest,Preferred Dividends,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares
IDR.MC,2023.0,4343072000.0,-47273000.0,,,52402000.0,,,276598000.0,,,,1468984000.0,1112864000.0,356120000.0,,,,,,94896000.0,,205752000.0,,,206765227.6,,,1.169,1.1008,176008860.0,188517020.0
IDR.MC,2024.0,4842857000.0,-54694000.0,,,52074000.0,,,308606000.0,,,,1681561000.0,1234789000.0,446772000.0,,,,,,105981000.0,,277541000.0,,,276840167.0,,,1.5799,1.5799,175672641.0,175672641.0
IFX.DE,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFX.DE,2021.0,11060000000.0,-173000000.0,,,155000000.0,,,52000000.0,,,,4260000000.0,2790000000.0,1470000000.0,,,,,,144000000.0,,1169000000.0,,,1163417000.0,,,0.87,0.87,1301200000.0,1303700000.0
IFX.DE,2022.0,14218000000.0,-157000000.0,,,142000000.0,,,52000000.0,,,,6131000000.0,3286000000.0,2845000000.0,,,,,,537000000.0,,2179000000.0,,,2189212000.0,,,1.65,1.65,1301800000.0,1303600000.0
IFX.DE,2023.0,16309000000.0,-54000000.0,,,158000000.0,,,73000000.0,,,,7413000000.0,3465000000.0,3948000000.0,,,,,,782000000.0,,3137000000.0,,,3139000000.0,,,2.38,2.38,1303000000.0,1306000000.0
IFX.DE,2024.0,14955000000.0,-43000000.0,,,157000000.0,,,398000000.0,,,,6069000000.0,3879000000.0,2190000000.0,,,,,,378000000.0,,1301000000.0,,,1780000000.0,,,0.98,0.97,1301000000.0,1305000000.0
IG.MI,2021.0,2132671000.0,-60379000.0,,,53728000.0,,,30778000.0,,,,1497103000.0,909980000.0,587123000.0,,,,,,141884000.0,,362813000.0,,,366037410.0,,,0.422564,0.422564,862343899.0,862343899.0
IG.MI,2022.0,2225648000.0,-57324000.0,,,51990000.0,,,22819000.0,,,,1561296000.0,944595000.0,616701000.0,,,,,,152369000.0,,407288000.0,,,388402874.0,,,0.469516,0.469516,862852256.0,862852256.0
IG.MI,2023.0,2588375000.0,-98152000.0,,,89725000.0,,,41573000.0,,,,1774431000.0,1031172000.0,743259000.0,,,,,,118625000.0,,439568000.0,,,489265746.681431,,,0.509159,0.509159,863384189.0,863384189.0
IG.MI,2024.0,2513863000.0,-121045000.0,,,133745000.0,,,69006000.0,,,,1932483000.0,1126140000.0,806343000.0,,,,,,165257000.0,,478854000.0,,,497034977.876948,,,0.554338,0.554338,863913553.0,863913553.0
IHG.L,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IHG.L,2021.0,2907000000.0,-139000000.0,,,139000000.0,,,,,,,885000000.0,379000000.0,506000000.0,,,,,,96000000.0,,266000000.0,,,264532000.0,,,1.454,1.446,183000000.0,184000000.0
IHG.L,2022.0,3892000000.0,-106000000.0,,,121000000.0,,,,,,,1079000000.0,392000000.0,687000000.0,,,,,,164000000.0,,375000000.0,,,369432000.0,,,2.072,2.06,181000000.0,182000000.0
IHG.L,2023.0,4624000000.0,-52000000.0,,,91000000.0,,,,,,,1418000000.0,384000000.0,1034000000.0,,,,,,260000000.0,,750000000.0,,,752229000.0,,,4.438,4.412,169000000.0,170000000.0
IHG.L,2024.0,4923000000.0,-140000000.0,,,203000000.0,,,,,,,1455000000.0,414000000.0,1041000000.0,,,,,,269000000.0,,628000000.0,,,637801560.758082,,,3.896,3.853,161200000.0,163000000.0
III.L,2022.0,4145000000.0,-16000000.0,,,99000000.0,,,,,,,,125000000.0,,,,,,,5000000.0,,4013000000.0,,,4014997511.199602,,,4.154,4.143,966091793.0,968636820.0
III.L,2023.0,4712000000.0,-18000000.0,,,92000000.0,,,,,,,,137000000.0,,,,,,,2000000.0,,4573000000.0,,,4573000000.0,,,4.75,4.738,962674183.0,965273696.0
III.L,2024.0,3984000000.0,-12000000.0,,,112000000.0,,,,,,,,144000000.0,,,,,,,2000000.0,,3836000000.0,,,3837998957.790516,,,3.979,3.967,964007876.0,966901059.0
III.L,2025.0,5189000000.0,-6000000.0,,,79000000.0,,,,,,,,148000000.0,,,,,,,1000000.0,,5038000000.0,,,5039999603.095852,,,5.22,5.206,965214237.0,967799507.0
IMB.L,2020.0,,,,,,,,-20000000.0,,,,,,,,,,,,,,,,,,,,1.583,1.581,944400000.0,945800000.0
IMB.L,2021.0,32791000000.0,-415000000.0,,,522000000.0,,,-1000000.0,,,,6027000000.0,2903000000.0,3124000000.0,,,,,,331000000.0,,2834000000.0,,,2768462322.421248,,,2.999,2.991,945000000.0,947500000.0
IMB.L,2022.0,32551000000.0,-1717000000.0,,,1717000000.0,,,-9000000.0,,,,6038000000.0,2684000000.0,3354000000.0,,,,,,886000000.0,,1570000000.0,,,2008163000.0,,,1.659,1.647,946200000.0,953000000.0
IMB.L,2023.0,32475000000.0,-447000000.0,,,502000000.0,,,85000000.0,,,,6680000000.0,3278000000.0,3402000000.0,,,,,,655000000.0,,2328000000.0,,,2218329000.0,,,2.524,2.508,922500000.0,928200000.0
IMB.L,2024.0,32411000000.0,-424000000.0,,,461000000.0,,,,,,,6779000000.0,3225000000.0,3554000000.0,,,,,,282000000.0,,2613000000.0,,,2720933000.0,,,,,,
IMCD.AS,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,2.23,53750000.0,53888000.0
IMCD.AS,2021.0,3435249000.0,-17884000.0,,,18536000.0,,,43861000.0,,,,836315000.0,530851000.0,305464000.0,,,,,,76591000.0,,207276000.0,,,207276000.0,,,3.64,3.63,56939895.0,56940000.0
IMCD.AS,2022.0,4601493000.0,-37859000.0,,,27625000.0,,,72520000.0,,,,1147148000.0,685422000.0,461726000.0,,,,,,122846000.0,,313081000.0,,,298711666.0,,,5.5,5.49,56928982.0,56929000.0
IMCD.AS,2023.0,4442642000.0,-48246000.0,,,50002000.0,,,76930000.0,,,,1122569000.0,694046000.0,428523000.0,,,,,,110851000.0,,292271000.0,,,269557892.771817,,,5.13,5.13,56918191.0,56996000.0
IMCD.AS,2024.0,4727602000.0,-70516000.0,,,72546000.0,,,79339000.0,,,,1202396000.0,777287000.0,425109000.0,,,,,,101768000.0,,278243000.0,,,249371072.745551,,,,,,
IMI.L,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMI.L,2021.0,1866000000.0,-11100000.0,,,14500000.0,,,610900000.0,,,,861400000.0,610900000.0,250500000.0,,,,,,48300000.0,,196300000.0,,,192124400.0,,,0.735,0.732,266900000.0,268000000.0
IMI.L,2022.0,2049000000.0,-17700000.0,,,23800000.0,,,638700000.0,,,,936900000.0,638700000.0,298200000.0,,,,,,59100000.0,,226300000.0,,,222414300.0,,,0.876,0.872,258300000.0,259500000.0
IMI.L,2023.0,2196000000.0,-23200000.0,,,30800000.0,,,693700000.0,,,,1012300000.0,693700000.0,318600000.0,,,,,,65100000.0,,237300000.0,,,231806944.444444,,,0.915,0.912,259300000.0,260300000.0
IMI.L,2024.0,2210000000.0,-16700000.0,,,24500000.0,,,688400000.0,,,,1044600000.0,688400000.0,356200000.0,,,,,,81900000.0,,248500000.0,,,255344279.661017,,,0.96,0.956,258800000.0,259900000.0
INDU-C.ST,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDU-C.ST,2021.0,26687000000.0,-41000000.0,,,41000000.0,,,12000000.0,,,,,12000000.0,,,,,,,81000000.0,,26594000000.0,,,26594000000.0,,,61.57,61.57,431899108.0,431899108.0
INDU-C.ST,2022.0,-13964000000.0,-77000000.0,,,81000000.0,,,13000000.0,,,,,13000000.0,,,,,,,-10000000.0,,-13967000000.0,,,-13967000000.0,,,-32.34,-32.34,431899108.0,431899108.0
INDU-C.ST,2023.0,27000000000.0,-143000000.0,,,197000000.0,,,13000000.0,,,,,13000000.0,,,,,,,143000000.0,,26844000000.0,,,26844000000.0,,,62.15,62.15,431899108.0,431899108.0
INDU-C.ST,2024.0,12735000000.0,-119000000.0,,,181000000.0,,,13000000.0,,,,,13000000.0,,,,,,,68000000.0,,12654000000.0,,,12654000000.0,,,29.3,29.3,431899108.0,431899108.0
INF.L,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.734,-0.734,1419707507.0,1419707507.0
INF.L,2021.0,1583300000.0,-65500000.0,,,71000000.0,,,105700000.0,,,,1053200000.0,1007300000.0,45900000.0,,,,,,34100000.0,,77900000.0,,,-26892100.0,,,0.052,0.052,1500952369.0,1510219210.0
INF.L,2022.0,2262400000.0,-45500000.0,,,72800000.0,,,163700000.0,,,,1484100000.0,1260400000.0,223700000.0,,,,,,26700000.0,,1631500000.0,,,160980000.0,,,1.12,1.114,1456167252.0,1464284255.0
INF.L,2023.0,3189600000.0,-20500000.0,,,69400000.0,,,222600000.0,,,,2065900000.0,1517900000.0,548000000.0,,,,,,29400000.0,,419000000.0,,,443910000.0,,,0.301,0.299,1394051260.0,1402722142.0
INF.L,2024.0,3553100000.0,-80000000.0,,,89900000.0,,,249700000.0,,,,2332200000.0,1644100000.0,688100000.0,,,,,,40900000.0,,297700000.0,,,474640000.0,,,,,,
INGA.AS,2021.0,18285000000.0,13615000000.0,,,7498000000.0,,,,,,,,,,,,,,,1877000000.0,,4776000000.0,,,4989285000.0,,,1.23,1.23,3888500000.0,3890700000.0
INGA.AS,2022.0,18891000000.0,13756000000.0,,,14714000000.0,,,,,,,,,,,,,,,1725000000.0,,3674000000.0,,,4155907306.434024,,,1.02,1.01,3619100000.0,3624300000.0
INGA.AS,2023.0,22649000000.0,15976000000.0,,,36252000000.0,,,,,,,,,,,,,,,2970000000.0,,7287000000.0,,,7616103000.0,,,2.05,2.04,3562900000.0,3565300000.0
INGA.AS,2024.0,22527000000.0,15023000000.0,,,43882000000.0,,,,,,,,,,,,,,,2650000000.0,,6392000000.0,,,6653690000.0,,,1.98,1.98,3228700000.0,3228700000.0
INVE-B.ST,2021.0,264794000000.0,-2103000000.0,,,2103000000.0,,,236000000.0,,,,,36471000000.0,,,,,,,357000000.0,,228065000000.0,,,228065000000.0,,,74.45,74.41,3063300000.0,3063300000.0
INVE-B.ST,2022.0,-27305000000.0,-2408000000.0,,,2489000000.0,,,300000000.0,,,,,46378000000.0,,,,,,,1079000000.0,,-74681000000.0,,,-74681000000.0,,,-24.38,-24.38,3063200000.0,3063200000.0
INVE-B.ST,2023.0,180485000000.0,-3021000000.0,,,3472000000.0,,,689000000.0,,,,,52800000000.0,,,,,,,868000000.0,,127045000000.0,,,127045000000.0,,,41.48,41.46,3062800000.0,3062800000.0
INVE-B.ST,2024.0,168909000000.0,-2974000000.0,,,3919000000.0,,,717000000.0,,,,,54523000000.0,,,,,,,1217000000.0,,113338000000.0,,,113338000000.0,,,37.0,36.98,3063000000.0,3063000000.0
INW.MI,2021.0,785150000.0,-90081630.0,,,73613000.0,,,24938000.0,,,,761086000.0,400761000.0,360325000.0,,,,,,73271800.0,,191395676.0,,,195427989.699837,,,0.199,0.199,960115529.0,960115529.0
INW.MI,2022.0,852991000.0,-81223000.0,,,76439000.0,,,29470000.0,,,,834795000.0,409641000.0,425154000.0,,,,,,40910000.0,,293339000.0,,,301835983.380653,,,0.306,0.306,959914631.0,959914631.0
INW.MI,2023.0,960288000.0,-112942000.0,,,105604000.0,,,35048000.0,,,,938939000.0,425173000.0,513766000.0,,,,,,56295000.0,,339497000.0,,,343813279.520556,,,0.355,0.355,956329577.0,956329577.0
INW.MI,2024.0,1036036000.0,-134623000.0,,,123657000.0,,,34016000.0,,,,1011290000.0,446679000.0,564611000.0,,,,,,70493000.0,,353938000.0,,,358668523.799536,,,0.355,0.355,997008451.0,997008451.0
IP.MI,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP.MI,2021.0,1604255000.0,-22324000.0,,,4246000.0,,,11061000.0,,,,574691000.0,286955000.0,287736000.0,,,,,,76982000.0,,195882000.0,,,195207144.0,,,1.836,1.813,106664662.0,108063687.0
IP.MI,2022.0,2077964000.0,-15833000.0,,,10180000.0,,,26888000.0,,,,724513000.0,346640000.0,377873000.0,,,,,,98930000.0,,266497000.0,,,262398532.0,,,2.524,2.519,105593321.0,105783883.0
IP.MI,2023.0,2240039000.0,-41647000.0,,,38917000.0,,,8968000.0,,,,779971000.0,362924000.0,417047000.0,,,,,,100271000.0,,274269000.0,,,265956150.0,,,2.565,2.565,106927485.0,106927485.0
IP.MI,2024.0,2078399000.0,-29744000.0,,,43082000.0,,,11538000.0,,,,713646000.0,379807000.0,333839000.0,,,,,,82562000.0,,227051000.0,,,224427050.0,,,92.123,92.119,106740931.0,106740931.0
ISP.MI,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISP.MI,2021.0,21898000000.0,7993000000.0,,,2480000000.0,,,1665000000.0,,,,,14057000000.0,,,,,,,1138000000.0,,4185000000.0,,,4235722833.42984,,,0.22,0.22,19377549407.0,19377549407.0
ISP.MI,2022.0,21565000000.0,11835000000.0,,,3874000000.0,,,1400000000.0,,,,,12820000000.0,,,,,,,1673000000.0,,4379000000.0,,,4447837860.082305,,,0.23,0.23,19315541610.0,19315541610.0
ISP.MI,2023.0,25416000000.0,16936000000.0,,,15589000000.0,,,1615000000.0,,,,,13489000000.0,,,,,,,2994000000.0,,7724000000.0,,,7767283082.077052,,,0.42,0.42,18370426095.0,18370426095.0
ISP.MI,2024.0,28294000000.0,18090000000.0,,,16512000000.0,,,2500000000.0,,,,,14875000000.0,,,,,,,3399000000.0,,8666000000.0,,,8757904000.0,,,0.487455,0.487455,17778041443.0,17778041443.0
ITRK.L,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITRK.L,2021.0,2786300000.0,-22100000.0,,,26800000.0,,,900500000.0,,,,,2341700000.0,444600000.0,,,,,,106700000.0,,288100000.0,,,296558800.0,,,1.787,1.779,161200000.0,161900000.0
ITRK.L,2022.0,3192900000.0,-41200000.0,,,39800000.0,,,1165300000.0,,,,,2740500000.0,452400000.0,,,,,,113000000.0,,288800000.0,,,288800000.0,,,1.792,1.784,161200000.0,161900000.0
ITRK.L,2023.0,3328700000.0,-61400000.0,,,44400000.0,,,1217000000.0,,,,,2842500000.0,486200000.0,,,,,,104200000.0,,297400000.0,,,297400000.0,,,1.844,1.834,161300000.0,162200000.0
ITRK.L,2024.0,3393200000.0,-43300000.0,,,41300000.0,,,1203400000.0,,,,,2857500000.0,535700000.0,,,,,,122800000.0,,345400000.0,,,345400000.0,,,2.144,2.127,161100000.0,162400000.0
ITX.MC,2022.0,27716000000.0,-109000000.0,,,113000000.0,,,885000000.0,,,,15814000000.0,11532000000.0,4282000000.0,,,,,,949000000.0,,3243000000.0,,,3243000000.0,,,1.042,1.042,3113570977.0,3113570977.0
ITX.MC,2023.0,32569000000.0,-59000000.0,,,144000000.0,,,1246000000.0,,,,18559000000.0,12664000000.0,5895000000.0,,,,,,1211000000.0,,4130000000.0,,,4421017543.859649,,,1.327,1.326,3112455405.0,3114630468.0
ITX.MC,2024.0,35947000000.0,109000000.0,,,271000000.0,,,1246000000.0,,,,20762000000.0,13848000000.0,6914000000.0,,,,,,1475000000.0,,5381000000.0,,,5463456331.877729,,,1.729,1.726,3112836551.0,3117612978.0
ITX.MC,2025.0,38632000000.0,89000000.0,,,353000000.0,,,1227000000.0,,,,22343000000.0,14670000000.0,7673000000.0,,,,,,1700000000.0,,5866000000.0,,,5958300778.672298,,,1.884,1.881,3114452983.0,3118553961.0
IVG.MI,2021.0,12651000000.0,-63000000.0,,,90000000.0,,,,,,,1770000000.0,1306000000.0,464000000.0,,,,,,104000000.0,,52000000.0,,,105200000.0,,,0.19173,0.19173,271215400.0,271215400.0
IVG.MI,2022.0,14357000000.0,-119000000.0,,,172000000.0,,,,,,,1968000000.0,1409000000.0,559000000.0,,,,,,101000000.0,,147000000.0,,,165972000.0,,,0.54,0.54,271000000.0,272000000.0
IVG.MI,2023.0,15978000000.0,-180000000.0,,,270000000.0,,,,,,,2683000000.0,1607000000.0,1076000000.0,,,,,,155000000.0,,218000000.0,,,271654000.0,,,0.81,0.8,269000000.0,273000000.0
IVG.MI,2024.0,15289000000.0,-132000000.0,,,236000000.0,,,,,,,2652000000.0,1617000000.0,1035000000.0,,,,,,70000000.0,,349000000.0,,,566860000.0,,,1.31,1.29,267000000.0,271000000.0
JD.L,2022.0,8563000000.0,-66500000.0,,,66500000.0,,,,,,,4208000000.0,3197500000.0,1010500000.0,,,,,,195100000.0,,369700000.0,,,594632500.0,,,0.0717,0.0717,5158135745.0,5158135745.0
JD.L,2023.0,10125000000.0,-68900000.0,,,77300000.0,,,,,,,4877600000.0,3822200000.0,1055400000.0,,,,,,214200000.0,,188300000.0,,,597107000.0,,,0.0276,0.0276,5158500000.0,5158600000.0
JD.L,2024.0,10542000000.0,-63000000.0,,,100000000.0,,,,,,,5048000000.0,4076000000.0,972000000.0,,,,,,206000000.0,,539000000.0,,,618075215.782984,,,0.1045,0.1045,5158000000.0,5158000000.0
JD.L,2025.0,11458000000.0,-126000000.0,,,152000000.0,,,,,,,5463000000.0,4485000000.0,978000000.0,,,,,,175000000.0,,490000000.0,,,597210000.0,,,0.095,0.095,5160000000.0,5160000000.0
KER.PA,2020.0,,,,,163000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
KER.PA,2021.0,17645000000.0,-160000000.0,,,152000000.0,,,5607000000.0,,,,13068000000.0,8051000000.0,5017000000.0,,,,,,1280000000.0,,3176000000.0,,,3472044000.0,,,25.49,25.49,124584509.0,124623429.0
KER.PA,2022.0,20351000000.0,-186000000.0,,,181000000.0,,,6779000000.0,,,,15198000000.0,9609000000.0,5589000000.0,,,,,,1420000000.0,,3614000000.0,,,3828002000.0,,,29.34,29.31,123159116.0,123294645.0
KER.PA,2023.0,19566000000.0,-410000000.0,,,361000000.0,,,7199000000.0,,,,14927000000.0,10181000000.0,4746000000.0,,,,,,1163000000.0,,2983000000.0,,,3057701157.571462,,,24.38,24.37,122354389.0,122404596.0
KER.PA,2024.0,17194000000.0,-614000000.0,,,,,,7110000000.0,,,,12681000000.0,10127000000.0,2554000000.0,,,,,,461000000.0,,1133000000.0,,,1309418000.0,,,9.24,9.24,122619048.0,122619048.0
KGF.L,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGF.L,2022.0,13183000000.0,-137000000.0,,,148000000.0,,,,,,,4935000000.0,3796000000.0,1139000000.0,,,,,,164000000.0,,843000000.0,,,843000000.0,,,0.403,0.398,2092000000.0,2116000000.0
KGF.L,2023.0,13059000000.0,-112000000.0,,,129000000.0,,,,,,,4795000000.0,4077000000.0,718000000.0,,,,,,140000000.0,,471000000.0,,,471000000.0,,,0.238,0.235,1980000000.0,2002000000.0
KGF.L,2024.0,12980000000.0,-105000000.0,,,133000000.0,,,,,,,4776000000.0,4195000000.0,581000000.0,,,,,,130000000.0,,345000000.0,,,345000000.0,,,0.182,0.18,1898000000.0,1921000000.0
KGF.L,2025.0,12784000000.0,-100000000.0,,,132000000.0,,,25000000.0,,,,4763000000.0,4341000000.0,422000000.0,,,,,,122000000.0,,185000000.0,,,185000000.0,,,0.101,0.099,1838000000.0,1867000000.0
KNIN.SW,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNIN.SW,2021.0,32801000000.0,-17000000.0,,,20000000.0,,,289000000.0,,,,9896000000.0,6951000000.0,2945000000.0,,,,,,790000000.0,,2032000000.0,,,2031268000.0,,,16.92,16.88,120104672.0,120374765.0
KNIN.SW,2022.0,39398000000.0,-1000000.0,,,20000000.0,,,335000000.0,,,,11109000000.0,7376000000.0,3733000000.0,,,,,,998000000.0,,2644000000.0,,,2621860000.0,,,22.15,22.03,119394642.0,120030718.0
KNIN.SW,2023.0,23849000000.0,23000000.0,,,25000000.0,,,186000000.0,,,,8787000000.0,6899000000.0,1888000000.0,,,,,,492000000.0,,1431000000.0,,,1419780000.0,,,12.06,12.02,118624421.0,119038023.0
KNIN.SW,2024.0,24802000000.0,-13000000.0,,,37000000.0,,,219000000.0,,,,8670000000.0,7018000000.0,1652000000.0,,,,,,408000000.0,,1181000000.0,,,1179498000.0,,,9.97,9.95,118485359.0,118748575.0
KPN.AS,2021.0,5270000000.0,-227000000.0,,,223000000.0,,,324000000.0,,,,3754000000.0,2732000000.0,1022000000.0,,,,,,344000000.0,,1288000000.0,,,635231000.0,,,0.31,0.31,4178961845.0,4183325441.0
KPN.AS,2022.0,5311000000.0,-200000000.0,,,214000000.0,,,328000000.0,,,,3820000000.0,2623000000.0,1197000000.0,,,,,,227000000.0,,760000000.0,,,775010000.0,,,0.18,0.18,4080828686.0,4086444227.0
KPN.AS,2023.0,5439000000.0,-221000000.0,,,266000000.0,,,416000000.0,,,,3957000000.0,2639000000.0,1318000000.0,,,,,,245000000.0,,844000000.0,,,844324448.529412,,,0.2,0.2,3971627920.0,3976082596.0
KPN.AS,2024.0,5603000000.0,-218000000.0,,,278000000.0,,,412000000.0,,,,4089000000.0,2712000000.0,1377000000.0,,,,,,238000000.0,,848000000.0,,,905159000.0,,,0.2,0.2,3897111038.0,3900456571.0
LAND.L,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAND.L,2022.0,679000000.0,-76000000.0,,,85000000.0,,,-13000000.0,,,,463000000.0,72000000.0,391000000.0,,,,,,0.0,,869000000.0,,,871000000.0,,,1.174,1.171,740000000.0,742000000.0
LAND.L,2023.0,791000000.0,-76000000.0,,,87000000.0,,,-2000000.0,,,,519000000.0,86000000.0,433000000.0,,,,,,0.0,,-619000000.0,,,-607000000.0,,,-0.836,-0.836,740000000.0,744000000.0
LAND.L,2024.0,824000000.0,-92000000.0,,,104000000.0,,,-5000000.0,,,,500000000.0,74000000.0,426000000.0,,,,,,0.0,,-319000000.0,,,-285000000.0,,,-0.43,-0.43,741000000.0,744000000.0
LAND.L,2025.0,832000000.0,-99000000.0,,,114000000.0,,,7000000.0,,,,510000000.0,72000000.0,438000000.0,,,,,,-3000000.0,,396000000.0,,,462250000.0,,,0.533,0.53,743000000.0,747000000.0
LDO.MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGEN.L,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGEN.L,2021.0,45450000000.0,-294000000.0,,,294000000.0,,,1220000000.0,,,,,,,,,,,,445000000.0,,2050000000.0,,,2050000000.0,,,0.3419,0.3257,5929000000.0,6295000000.0
LGEN.L,2022.0,-94939000000.0,-290000000.0,,,290000000.0,,,2982000000.0,,,,,,,,,,,,86000000.0,,783000000.0,,,783000000.0,,,0.3833,0.3649,5917000000.0,6279000000.0
LGEN.L,2023.0,32689000000.0,-347000000.0,,,347000000.0,,,3549000000.0,,,,,,,,,,,,-367000000.0,,457000000.0,,,457000000.0,,,0.0735,0.0728,5915000000.0,6281000000.0
LGEN.L,2024.0,20837000000.0,-372000000.0,,,372000000.0,,,3087000000.0,,,,,,,,,,,,137000000.0,,191000000.0,,,191000000.0,,,0.0289,0.0286,5886000000.0,5948000000.0
LIFCO-B.ST,2021.0,17480000000.0,-65000000.0,,,63000000.0,,,90000000.0,,,,7330000000.0,4189000000.0,3141000000.0,,,,,,641000000.0,,2390000000.0,,,2390000000.0,,,5.26,5.26,454216300.0,454216300.0
LIFCO-B.ST,2022.0,21552000000.0,-119000000.0,,,128000000.0,,,99000000.0,,,,9008000000.0,5055000000.0,3953000000.0,,,,,,1014000000.0,,2784000000.0,,,2784000000.0,,,6.13,6.13,454216300.0,454216300.0
LIFCO-B.ST,2023.0,24454000000.0,-390000000.0,,,426000000.0,,,147000000.0,,,,10817000000.0,6064000000.0,4753000000.0,,,,,,1051000000.0,,3274000000.0,,,3274000000.0,,,7.21,7.21,454216300.0,454216300.0
LIFCO-B.ST,2024.0,26137000000.0,-463000000.0,,,516000000.0,,,121000000.0,,,,11589000000.0,6692000000.0,4897000000.0,,,,,,1105000000.0,,3301000000.0,,,3301000000.0,,,7.27,7.27,454216300.0,454216300.0
LLOY.L,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLOY.L,2021.0,16324000000.0,10872000000.0,,,2386000000.0,,,3829000000.0,,,,,10252000000.0,,,,,,,1017000000.0,,5784000000.0,,,5762683714.865256,,,0.075,0.075,70937000000.0,71785000000.0
LLOY.L,2022.0,16050000000.0,12922000000.0,,,4723000000.0,,,2959000000.0,,,,,9255000000.0,,,,,,,859000000.0,,3827000000.0,,,4677721664.575491,,,0.073,0.072,68847000000.0,69682000000.0
LLOY.L,2023.0,19199000000.0,13298000000.0,,,14753000000.0,,,3391000000.0,,,,,10658000000.0,,,,,,,1985000000.0,,5460000000.0,,,6056441156.870585,,,0.076,0.076,64953000000.0,65760000000.0
LLOY.L,2024.0,18603000000.0,12277000000.0,,,19011000000.0,,,3600000000.0,,,,,11766000000.0,,,,,,,1494000000.0,,4421000000.0,,,4683426729.19109,,,0.063,0.062,62413000000.0,63074000000.0
LMP.L,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMP.L,2022.0,133200000.0,-23900000.0,,,21800000.0,,,,,,,131700000.0,16000000.0,115700000.0,,,,,,100000.0,,734500000.0,,,734500000.0,,,0.788,0.784,931500000.0,936300000.0
LMP.L,2023.0,146700000.0,-29500000.0,,,29400000.0,,,,,,,145200000.0,16400000.0,128800000.0,,,,,,100000.0,,-506300000.0,,,-502736000.0,,,-0.518,-0.518,978500000.0,982600000.0
LMP.L,2024.0,178100000.0,-37400000.0,,,41000000.0,,,,,,,176400000.0,19700000.0,156700000.0,,,,,,100000.0,,118700000.0,,,103013083.333333,,,0.106,0.106,1117000000.0,1121700000.0
LMP.L,2025.0,396700000.0,-100800000.0,,,114900000.0,,,,,,,391800000.0,27100000.0,364700000.0,,,,,,2200000.0,,347900000.0,,,358036394.557823,,,0.171,0.17,2039700000.0,2045900000.0
LOG.MC,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG.MC,2021.0,10816832000.0,20203000.0,,,200000.0,,,458066000.0,,,,1179524000.0,943487000.0,236037000.0,,,,,,67324000.0,,173961000.0,,,191495964.0,,,1.32,1.32,131982000.0,131982000.0
LOG.MC,2022.0,11463646000.0,19168000.0,,,1899000.0,,,489182000.0,,,,1235242000.0,985505000.0,249737000.0,,,,,,74954000.0,,198848000.0,,,200083464.0,,,1.51,1.51,131855000.0,131855000.0
LOG.MC,2023.0,12427536000.0,76241000.0,,,6664000.0,,,757474000.0,,,,1684127000.0,1392777000.0,291350000.0,,,,,,95741000.0,,272254000.0,,,272762326.0,,,2.07,2.07,131841000.0,131841000.0
LOG.MC,2024.0,12985534000.0,93029000.0,,,8319000.0,,,779948000.0,,,,1756750000.0,1437129000.0,319621000.0,,,,,,110910000.0,,308235000.0,,,304428435.0,,,2.34,2.34,131938000.0,131938000.0
LOGN.SW,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOGN.SW,2022.0,5481101000.0,1246000.0,,,,,,,,,,2263006000.0,1483338000.0,779668000.0,,,,,,131305000.0,,644513000.0,,,653412024.327871,,,3.85,3.78,167447000.0,170414000.0
LOGN.SW,2023.0,4538818000.0,18331000.0,,,,,,,,,,1719515000.0,1226473000.0,493042000.0,,,,,,98947000.0,,364575000.0,,,410149824.495925,,,2.25,2.23,162302000.0,163704000.0
